Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,Oz,O2,A1
-6.578088760375976562e+00,9.020090699195861816e-01,9.130996704101562500e+00,5.579928874969482422e+00,-6.466061592102050781e+00,-9.982529096305370331e-03,1.377203702926635742e+00,4.987158775329589844e+00,5.053009986877441406e+00,8.189218521118164062e+00,1.582088088989257812e+01,1.086054897308349609e+01,2.170388603210449219e+01,1.918160820007324219e+01,3.384445953369140625e+01,2.365792083740234375e+01,2.079044342041015625e+00,7.802605628967285156e+00,2.511400794982910156e+01,1.304129838943481445e+00,3.326955065131187439e-02
-7.308650016784667969e+00,8.799914717674255371e-01,6.808747768402099609e+00,4.083517074584960938e+00,-7.255177974700927734e+00,-1.361313611268997192e-01,5.209490656852722168e-01,3.971596479415893555e+00,3.445822715759277344e+00,6.562171936035156250e+00,1.640836906433105469e+01,1.088861179351806641e+01,2.069139099121093750e+01,1.791804695129394531e+01,3.368718719482421875e+01,2.367371940612792969e+01,4.798906445503234863e-01,6.192104816436767578e+00,2.403254127502441406e+01,1.596329450607299805e+00,3.498325869441032410e-02
-8.182884216308593750e+00,8.867661356925964355e-01,3.667736291885375977e+00,2.226979494094848633e+00,-8.140215873718261719e+00,-2.723720967769622803e-01,-6.449749469757080078e-01,2.820712089538574219e+00,1.432869195938110352e+00,4.800199508666992188e+00,1.641676330566406250e+01,1.079039192199707031e+01,1.880577278137207031e+01,1.619500541687011719e+01,3.234526824951171875e+01,2.292326164245605469e+01,-1.463990688323974609e+00,4.253839015960693359e+00,2.234080505371093750e+01,1.684363961219787598e+00,3.621266037225723267e-02
-9.000190734863281250e+00,9.562062621116638184e-01,1.633689552545547485e-01,2.388894855976104736e-01,-8.912705421447753906e+00,-5.549454689025878906e-01,-1.907903909683227539e+00,1.493264317512512207e+00,-7.759106755256652832e-01,2.968780279159545898e+00,1.588466548919677734e+01,1.048170185089111328e+01,1.629298210144042969e+01,1.412735748291015625e+01,3.015571212768554688e+01,2.153886413574218750e+01,-3.490862131118774414e+00,2.151690244674682617e+00,2.023391914367675781e+01,1.367814421653747559e+00,3.757245093584060669e-02
-9.498978614807128906e+00,1.247516036033630371e+00,-3.161742687225341797e+00,-1.551871538162231445e+00,-9.347551345825195312e+00,-9.956254363059997559e-01,-3.043980360031127930e+00,2.920533344149589539e-02,-2.901772975921630859e+00,1.184981942176818848e+00,1.490607643127441406e+01,9.876597404479980469e+00,1.346660518646240234e+01,1.188458061218261719e+01,2.752089118957519531e+01,1.974369049072265625e+01,-5.268763542175292969e+00,9.809932857751846313e-02,1.795889663696289062e+01,5.979806780815124512e-01,3.961213678121566772e-02
-9.458316802978515625e+00,1.923287034034729004e+00,-5.834428310394287109e+00,-2.847665548324584961e+00,-9.270813941955566406e+00,-1.500220775604248047e+00,-3.877849102020263672e+00,-1.479961156845092773e+00,-4.711843490600585938e+00,-4.440486729145050049e-01,1.358842277526855469e+01,8.878614425659179688e+00,1.061768245697021484e+01,9.628622055053710938e+00,2.482071113586425781e+01,1.780434799194335938e+01,-6.507229804992675781e+00,-1.732934951782226562e+00,1.574199581146240234e+01,-5.296102762222290039e-01,4.263906553387641907e-02
-8.739953994750976562e+00,3.019086122512817383e+00,-7.552699089050292969e+00,-3.479118347167968750e+00,-8.581456184387207031e+00,-1.915670871734619141e+00,-4.316236495971679688e+00,-2.889891147613525391e+00,-6.068513870239257812e+00,-1.842911720275878906e+00,1.203745269775390625e+01,7.419348716735839844e+00,7.959371089935302734e+00,7.466818332672119141e+00,2.231865310668945312e+01,1.601312446594238281e+01,-7.046664714813232422e+00,-3.248343229293823242e+00,1.374927520751953125e+01,-1.833270311355590820e+00,4.671843722462654114e-02
-7.330336570739746094e+00,4.418050289154052734e+00,-8.201894760131835938e+00,-3.439652681350708008e+00,-7.280756950378417969e+00,-2.075459480285644531e+00,-4.344218730926513672e+00,-4.035620212554931641e+00,-6.950614452362060547e+00,-2.991765260696411133e+00,1.034380626678466797e+01,5.483015537261962891e+00,5.618745326995849609e+00,5.440598011016845703e+00,2.011479949951171875e+01,1.461292743682861328e+01,-6.872704982757568359e+00,-4.446102619171142578e+00,1.208452415466308594e+01,-3.076991796493530273e+00,5.162672325968742371e-02
-5.335185527801513672e+00,5.891536235809326172e+00,-7.832079410552978516e+00,-2.849309921264648438e+00,-5.469754219055175781e+00,-1.866893291473388672e+00,-4.021491050720214844e+00,-4.763783454895019531e+00,-7.434005737304687500e+00,-3.914419651031494141e+00,8.552803993225097656e+00,3.116970777511596680e+00,3.624499559402465820e+00,3.542428970336914062e+00,1.814379119873046875e+01,1.371237754821777344e+01,-6.097067356109619141e+00,-5.366677761077880859e+00,1.078510379791259766e+01,-4.065975189208984375e+00,5.692617967724800110e-02
-2.968654870986938477e+00,7.202430248260498047e+00,-6.595053672790527344e+00,-1.882397651672363281e+00,-3.327501535415649414e+00,-1.268106937408447266e+00,-3.463712930679321289e+00,-4.966122627258300781e+00,-7.619246959686279297e+00,-4.628732681274414062e+00,6.672839641571044922e+00,4.334655404090881348e-01,1.949988961219787598e+00,1.757246375083923340e+00,1.621158981323242188e+01,1.323050498962402344e+01,-4.893712520599365234e+00,-6.052556991577148438e+00,9.832334518432617188e+00,-4.680343627929687500e+00,6.216044351458549500e-02
