Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,Oz,O2,A1
1.401262092590332031e+01,2.027266120910644531e+01,1.129325580596923828e+01,1.989390945434570312e+01,1.157019519805908203e+01,1.855454444885253906e+01,1.495227336883544922e+01,1.639495277404785156e+01,4.352901077270507812e+01,2.695734024047851562e+01,1.755908203125000000e+01,1.582798004150390625e+01,3.967341613769531250e+01,3.780962753295898438e+01,3.728635787963867188e+01,4.696612167358398438e+01,2.184166145324707031e+01,2.562501144409179688e+01,5.087094497680664062e+01,2.318464815616607666e-01,-9.333696216344833374e-02
1.762594795227050781e+01,2.475627708435058594e+01,1.516312408447265625e+01,2.440921783447265625e+01,1.509102821350097656e+01,2.266545486450195312e+01,1.637947463989257812e+01,1.868535041809082031e+01,4.607924652099609375e+01,3.018248558044433594e+01,1.611294555664062500e+01,1.572590351104736328e+01,3.763313293457031250e+01,3.692998504638671875e+01,3.134767341613769531e+01,4.046149063110351562e+01,2.585275840759277344e+01,2.901403236389160156e+01,4.942026138305664062e+01,1.848665356636047363e+00,-8.578922599554061890e-02
2.099165344238281250e+01,2.813759040832519531e+01,1.846744728088378906e+01,2.799541473388671875e+01,1.824277877807617188e+01,2.585544967651367188e+01,1.725351715087890625e+01,2.031207656860351562e+01,4.799784088134765625e+01,3.238866806030273438e+01,1.415979385375976562e+01,1.502102279663085938e+01,3.447813034057617188e+01,3.475286865234375000e+01,2.424687194824218750e+01,3.264868927001953125e+01,2.913751602172851562e+01,3.151644706726074219e+01,4.634210968017578125e+01,3.509552955627441406e+00,-7.709465920925140381e-02
2.381758499145507812e+01,3.003906250000000000e+01,2.091946983337402344e+01,3.037711715698242188e+01,2.069465065002441406e+01,2.790699768066406250e+01,1.733134269714355469e+01,2.107478332519531250e+01,4.910136413574218750e+01,3.346424102783203125e+01,1.180194377899169922e+01,1.365954017639160156e+01,3.042788696289062500e+01,3.137823677062988281e+01,1.653115463256835938e+01,2.405823135375976562e+01,3.143135452270507812e+01,3.296681976318359375e+01,4.189472961425781250e+01,4.827281951904296875e+00,-7.038704305887222290e-02
2.581919670104980469e+01,3.033806228637695312e+01,2.234129905700683594e+01,3.147369194030761719e+01,2.215260314941406250e+01,2.881358528137207031e+01,1.651597023010253906e+01,2.090516662597656250e+01,4.928627014160156250e+01,3.346266937255859375e+01,9.212966918945312500e+00,1.177388095855712891e+01,2.582461547851562500e+01,2.711796379089355469e+01,8.835568428039550781e+00,1.534206962585449219e+01,3.259699249267578125e+01,3.331857299804687500e+01,3.652702713012695312e+01,5.535994529724121094e+00,-6.798670440912246704e-02
2.676407051086425781e+01,2.914757537841796875e+01,2.267850112915039062e+01,3.136453056335449219e+01,2.244817543029785156e+01,2.873412895202636719e+01,1.487804031372070312e+01,1.986583709716796875e+01,4.855699920654296875e+01,3.253490829467773438e+01,6.614855289459228516e+00,9.642685890197753906e+00,2.106395530700683594e+01,2.242986297607421875e+01,1.773198843002319336e+00,7.192638397216796875e+00,3.261696243286132812e+01,3.262952423095703125e+01,3.076242065429687500e+01,5.600291728973388672e+00,-7.061374187469482422e-02
2.657183837890625000e+01,2.681344985961914062e+01,2.202666473388671875e+01,3.025306892395019531e+01,2.163190650939941406e+01,2.790960121154785156e+01,1.264025497436523438e+01,1.815031623840332031e+01,4.700821685791015625e+01,3.088223838806152344e+01,4.246042251586914062e+00,7.630120277404785156e+00,1.650977706909179688e+01,1.781173515319824219e+01,-4.165487289428710938e+00,2.448495924472808838e-01,3.158735466003417969e+01,3.103780937194824219e+01,2.512087249755859375e+01,5.258578300476074219e+00,-7.726801931858062744e-02
2.536739540100097656e+01,2.387994766235351562e+01,2.060881805419921875e+01,2.842461776733398438e+01,1.995801734924316406e+01,2.659921646118164062e+01,1.012110042572021484e+01,1.604433631896972656e+01,4.483075714111328125e+01,2.869964218139648438e+01,2.309334278106689453e+00,6.053449630737304688e+00,1.244220733642578125e+01,1.369940280914306641e+01,-8.685843467712402344e+00,-5.024050235748291016e+00,2.972283172607421875e+01,2.875061988830566406e+01,2.001834678649902344e+01,4.898803234100341797e+00,-8.574922382831573486e-02
2.345375442504882812e+01,2.097124481201171875e+01,1.872366905212402344e+01,2.618309020996093750e+01,1.779712295532226562e+01,2.502050209045410156e+01,7.653430938720703125e+00,1.386322307586669922e+01,4.223614501953125000e+01,2.616638565063476562e+01,9.371950030326843262e-01,5.114068508148193359e+00,9.025852203369140625e+00,1.038274669647216797e+01,-1.170917415618896484e+01,-8.392481803894042969e+00,2.731667137145996094e+01,2.602013015747070312e+01,1.572868919372558594e+01,4.857624530792236328e+00,-9.363033622503280640e-02
2.122189903259277344e+01,1.862609672546386719e+01,1.665000343322753906e+01,2.378650283813476562e+01,1.551524353027343750e+01,2.332715988159179688e+01,5.516221046447753906e+00,1.185514259338378906e+01,3.944182968139648438e+01,2.343656921386718750e+01,1.643389165401458740e-01,4.825770854949951172e+00,6.315582275390625000e+00,7.957729816436767578e+00,-1.335626792907714844e+01,-9.941406250000000000e+00,2.466465568542480469e+01,2.309850311279296875e+01,1.234895992279052734e+01,5.251353740692138672e+00,-9.915111958980560303e-02
