Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,Oz,O2,A1
1.688596725463867188e+01,1.106470394134521484e+01,6.090383529663085938e+00,1.625404167175292969e+01,1.410828495025634766e+01,1.464214897155761719e+01,3.809941411018371582e-01,8.993607163429260254e-01,4.861218929290771484e+00,3.716823577880859375e+00,8.315933495759963989e-02,-1.788240051269531250e+01,-7.062184810638427734e-01,-3.244035482406616211e+00,-1.738841295242309570e+00,-2.303538799285888672e+00,1.323567867279052734e+01,6.586596012115478516e+00,-2.134250402450561523e+00,1.869247674942016602e+00,-5.612489953637123108e-02
1.518511962890625000e+01,1.179340267181396484e+01,6.073722362518310547e+00,1.589724826812744141e+01,1.396054744720458984e+01,1.388995838165283203e+01,1.103863716125488281e+00,1.331019401550292969e+00,5.649078845977783203e+00,4.545636177062988281e+00,-5.799281597137451172e-01,-1.697835922241210938e+01,5.772328376770019531e-01,-1.351473212242126465e+00,-1.464694976806640625e+00,-1.750335097312927246e-01,1.315319824218750000e+01,7.496076583862304688e+00,-2.051966935396194458e-01,1.563639760017395020e+00,-5.692692846059799194e-02
1.348539924621582031e+01,1.233195114135742188e+01,5.877357959747314453e+00,1.544479370117187500e+01,1.364486885070800781e+01,1.317493915557861328e+01,1.633552551269531250e+00,1.796584725379943848e+00,6.335822582244873047e+00,5.344729900360107422e+00,-1.328102111816406250e+00,-1.561315822601318359e+01,1.644718766212463379e+00,3.266609013080596924e-01,-1.373312950134277344e+00,2.115072011947631836e+00,1.304243850708007812e+01,8.286307334899902344e+00,1.617846012115478516e+00,1.496928930282592773e+00,-5.743553489446640015e-02
1.177440643310546875e+01,1.259611988067626953e+01,5.470348834991455078e+00,1.488374996185302734e+01,1.313220787048339844e+01,1.249709320068359375e+01,1.950327277183532715e+00,2.229547500610351562e+00,6.859658241271972656e+00,6.016695499420166016e+00,-2.168697595596313477e+00,-1.416059970855712891e+01,2.397512435913085938e+00,1.564750909805297852e+00,-1.663275361061096191e+00,4.095828533172607422e+00,1.282799053192138672e+01,8.847578048706054688e+00,3.098525285720825195e+00,1.714190006256103516e+00,-5.765071138739585876e-02
1.001156616210937500e+01,1.252210140228271484e+01,4.862215042114257812e+00,1.419472694396972656e+01,1.241246128082275391e+01,1.182799339294433594e+01,2.067689657211303711e+00,2.572526931762695312e+00,7.181262016296386719e+00,6.480632305145263672e+00,-3.050369024276733398e+00,-1.295182704925537109e+01,2.797048330307006836e+00,2.209900140762329102e+00,-2.425964593887329102e+00,5.384012699127197266e+00,1.243562030792236328e+01,9.119467735290527344e+00,4.050887107849121094e+00,2.230748414993286133e+00,-5.757246538996696472e-02
8.163063049316406250e+00,1.209202861785888672e+01,4.116031646728515625e+00,1.337125968933105469e+01,1.150962162017822266e+01,1.116545295715332031e+01,2.040685892105102539e+00,2.798137187957763672e+00,7.320296287536621094e+00,6.724983692169189453e+00,-3.873360395431518555e+00,-1.219812107086181641e+01,2.872636079788208008e+00,2.219223260879516602e+00,-3.617446660995483398e+00,5.754923820495605469e+00,1.182526683807373047e+01,9.103568077087402344e+00,4.388036727905273438e+00,3.023165225982666016e+00,-5.729860067367553711e-02
6.226643562316894531e+00,1.134673976898193359e+01,3.323434591293334961e+00,1.243920326232910156e+01,1.047293376922607422e+01,1.054883193969726562e+01,1.945134282112121582e+00,2.923331260681152344e+00,7.345574855804443359e+00,6.791024208068847656e+00,-4.518843650817871094e+00,-1.197465038299560547e+01,2.713747262954711914e+00,1.661709785461425781e+00,-5.061986923217773438e+00,5.171624183654785156e+00,1.100989151000976562e+01,8.876197814941406250e+00,4.137781143188476562e+00,4.032843112945556641e+00,-5.680955946445465088e-02
4.256410121917724609e+00,1.039215755462646484e+01,2.599862813949584961e+00,1.145931625366210938e+01,9.373111724853515625e+00,1.006996631622314453e+01,1.865161538124084473e+00,3.005489826202392578e+00,7.354001522064208984e+00,6.779467105865478516e+00,-4.885595798492431641e+00,-1.222249984741210938e+01,2.437620162963867188e+00,7.014441490173339844e-01,-6.510041713714599609e+00,3.731073856353759766e+00,1.005194282531738281e+01,8.553427696228027344e+00,3.426985740661621094e+00,5.179548740386962891e+00,-5.618358403444290161e-02
2.352677583694458008e+00,9.377593994140625000e+00,2.042902708053588867e+00,1.052338218688964844e+01,8.287178039550781250e+00,9.842558860778808594e+00,1.863084435462951660e+00,3.128075599670410156e+00,7.439668655395507812e+00,6.802581310272216797e+00,-4.934007167816162109e+00,-1.278320789337158203e+01,2.166120767593383789e+00,-4.359578192234039307e-01,-7.696251869201660156e+00,1.647200942039489746e+00,9.049219131469726562e+00,8.264047622680664062e+00,2.455507278442382812e+00,6.373132228851318359e+00,-5.547936260700225830e-02
6.416854262351989746e-01,8.470230102539062500e+00,1.712059020996093750e+00,9.732233047485351562e+00,7.288372039794921875e+00,9.960636138916015625e+00,1.972137928009033203e+00,3.383680105209350586e+00,7.654539585113525391e+00,6.969334602355957031e+00,-4.697818756103515625e+00,-1.341095733642578125e+01,2.004146814346313477e+00,-1.491317749023437500e+00,-8.399190902709960938e+00,-7.875751852989196777e-01,8.113657951354980469e+00,8.108226776123046875e+00,1.463174223899841309e+00,7.529754638671875000e+00,-5.477514117956161499e-02
-7.661072611808776855e-01,7.820654869079589844e+00,1.620422363281250000e+00,9.180238723754882812e+00,6.442354679107666016e+00,1.047230052947998047e+01,2.191283702850341797e+00,3.863590717315673828e+00,8.002826690673828125e+00,7.362277507781982422e+00,-4.288523674011230469e+00,-1.381117248535156250e+01,2.008774757385253906e+00,-2.197998523712158203e+00,-8.488816261291503906e+00,-3.233124494552612305e+00,7.337165832519531250e+00,8.151157379150390625e+00,7.002421021461486816e-01,8.590817451477050781e+00,-5.420785397291183472e-02
-1.815470814704895020e+00,7.534790515899658203e+00,1.741811156272888184e+00,8.933327674865722656e+00,5.810997962951660156e+00,1.135131454467773438e+01,2.495595216751098633e+00,4.643445491790771484e+00,8.445207595825195312e+00,8.034242630004882812e+00,-3.863091468811035156e+00,-1.366286945343017578e+01,2.218569517135620117e+00,-2.304280519485473633e+00,-7.942280769348144531e+00,-5.316997528076171875e+00,6.797509670257568359e+00,8.419867515563964844e+00,3.961119651794433594e-01,9.524769783020019531e+00,-5.387530475854873657e-02
-2.516549348831176758e+00,7.659856319427490234e+00,2.034572124481201172e+00,9.022525787353515625e+00,5.453650474548339844e+00,1.253207874298095703e+01,2.855991363525390625e+00,5.785840988159179688e+00,8.928316116333007812e+00,9.011647224426269531e+00,-3.574090957641601562e+00,-1.266131496429443359e+01,2.642787218093872070e+00,-1.603193283081054688e+00,-6.850967407226562500e+00,-6.685212135314941406e+00,6.546534061431884766e+00,8.914358139038085938e+00,7.280482649803161621e-01,1.032259559631347656e+01,-5.383618175983428955e-02
-2.942606687545776367e+00,8.188195228576660156e+00,2.466573238372802734e+00,9.446539878845214844e+00,5.424608230590820312e+00,1.392275714874267578e+01,3.250661611557006836e+00,7.310339450836181641e+00,9.405806541442871094e+00,1.029449081420898438e+01,-3.531547546386718750e+00,-1.058913326263427734e+01,3.252118110656738281e+00,3.205513581633567810e-02,-5.411699295043945312e+00,-7.069974422454833984e+00,6.619587898254394531e+00,9.623497962951660156e+00,1.789896845817565918e+00,1.098880290985107422e+01,-5.401223525404930115e-02
-3.200720787048339844e+00,9.063653945922851562e+00,3.033053874969482422e+00,1.017693042755126953e+01,5.768065929412841797e+00,1.544900512695312500e+01,3.681682825088500977e+00,9.202594757080078125e+00,9.867849349975585938e+00,1.186626243591308594e+01,-3.773603916168212891e+00,-7.373188495635986328e+00,4.007997035980224609e+00,2.614516973495483398e+00,-3.900379657745361328e+00,-6.362011909484863281e+00,7.036702156066894531e+00,1.052661895751953125e+01,3.567754507064819336e+00,1.152609539031982422e+01,-5.428609997034072876e-02
-3.393460988998413086e+00,1.019690227508544922e+01,3.755435705184936523e+00,1.117233085632324219e+01,6.502964973449707031e+00,1.706052970886230469e+01,4.171904563903808594e+00,1.140522766113281250e+01,1.032006072998046875e+01,1.366752624511718750e+01,-4.259183406829833984e+00,-3.145531892776489258e+00,4.845633983612060547e+00,6.028587818145751953e+00,-2.629817008972167969e+00,-4.661362171173095703e+00,7.801411628723144531e+00,1.159827995300292969e+01,5.929542064666748047e+00,1.192275524139404297e+01,-5.440346896648406982e-02
-3.595218420028686523e+00,1.147691059112548828e+01,4.676561832427978516e+00,1.238490867614746094e+01,7.617940425872802734e+00,1.871141433715820312e+01,4.756639480590820312e+00,1.379825973510742188e+01,1.080176544189453125e+01,1.561738204956054688e+01,-4.897331714630126953e+00,1.746442079544067383e+00,5.689441680908203125e+00,1.004119300842285156e+01,-1.893488049507141113e+00,-2.265062570571899414e+00,8.898398399353027344e+00,1.280827045440673828e+01,8.645858764648437500e+00,1.214812946319580078e+01,-5.414916947484016418e-02
-3.837552547454833984e+00,1.277606105804443359e+01,5.840465545654296875e+00,1.375778484344482422e+01,9.059958457946777344e+00,2.034917831420898438e+01,5.471200466156005859e+00,1.623041534423828125e+01,1.134807014465332031e+01,1.760686111450195312e+01,-5.561886310577392578e+00,6.805003166198730469e+00,6.448405742645263672e+00,1.433162212371826172e+01,-1.900517344474792480e+00,4.021100103855133057e-01,1.028877830505371094e+01,1.411048126220703125e+01,1.142473888397216797e+01,1.215443992614746094e+01,-5.342538654804229736e-02
-4.122717857360839844e+00,1.395525169372558594e+01,7.261427402496337891e+00,1.522502994537353516e+01,1.074441719055175781e+01,2.187761306762695312e+01,6.337397575378417969e+00,1.852303123474121094e+01,1.198706531524658203e+01,1.952699851989746094e+01,-6.139887332916259766e+00,1.147147464752197266e+01,7.053108692169189453e+00,1.855306243896484375e+01,-2.715926885604858398e+00,2.906143426895141602e+00,1.190539073944091797e+01,1.545562171936035156e+01,1.397421741485595703e+01,1.188759613037109375e+01,-5.219299718737602234e-02
-4.439443111419677734e+00,1.487792968750000000e+01,8.923976898193359375e+00,1.670778846740722656e+01,1.257030010223388672e+01,2.316770744323730469e+01,7.351076602935791016e+00,2.050918197631835938e+01,1.273560237884521484e+01,2.127543067932128906e+01,-6.540380477905273438e+00,1.525828552246093750e+01,7.458815097808837891e+00,2.239598846435546875e+01,-4.227246284484863281e+00,4.922297954559326172e+00,1.365986251831054688e+01,1.679599380493164062e+01,1.605968093872070312e+01,1.129531192779541016e+01,-5.058893933892250061e-02
-4.778710842132568359e+00,1.542668724060058594e+01,1.077694034576416016e+01,1.811815261840820312e+01,1.444164085388183594e+01,2.407514572143554688e+01,8.482117652893066406e+00,2.207019615173339844e+01,1.360772514343261719e+01,2.279436874389648438e+01,-6.713487148284912109e+00,1.785257530212402344e+01,7.670152664184570312e+00,2.563105773925781250e+01,-6.163844108581542969e+00,6.312059402465820312e+00,1.545557403564453125e+01,1.810138320922851562e+01,1.755078697204589844e+01,1.034873867034912109e+01,-4.884794726967811584e-02
-5.146157264709472656e+00,1.551857185363769531e+01,1.273701095581054688e+01,1.937209892272949219e+01,1.628646469116210938e+01,2.447529411315917969e+01,9.678591728210449219e+00,2.313564872741699219e+01,1.461607265472412109e+01,2.407556152343750000e+01,-6.644537925720214844e+00,1.917308235168457031e+01,7.738027095794677734e+00,2.814826011657714844e+01,-8.146133422851562500e+00,7.130833625793457031e+00,1.719826316833496094e+01,1.936861419677734375e+01,1.842842102050781250e+01,9.058694839477539062e+00,-4.718520119786262512e-02
-5.555307865142822266e+00,1.512550830841064453e+01,1.470541191101074219e+01,2.040369415283203125e+01,1.806310081481933594e+01,2.430473899841308594e+01,1.087506580352783203e+01,2.371988868713378906e+01,1.577749919891357422e+01,2.515037536621093750e+01,-6.349669456481933594e+00,1.937014389038085938e+01,7.750368118286132812e+00,2.993826866149902344e+01,-9.778709411621093750e+00,7.564845561981201172e+00,1.881251716613769531e+01,2.061835479736328125e+01,1.879163932800292969e+01,7.490088462829589844e+00,-4.579632356762886047e-02
-6.020814895629882812e+00,1.427557277679443359e+01,1.658098602294921875e+01,2.117674636840820312e+01,1.975639915466308594e+01,2.358534812927246094e+01,1.200506877899169922e+01,2.389985466003417969e+01,1.710183334350585938e+01,2.608485412597656250e+01,-5.872891902923583984e+00,1.875052070617675781e+01,7.818243026733398438e+00,3.107753562927246094e+01,-1.074700832366943359e+01,7.844952583312988281e+00,2.024178123474121094e+01,2.188399696350097656e+01,1.880206680297851562e+01,5.766424179077148438e+00,-4.470086842775344849e-02
-6.547187328338623047e+00,1.304023075103759766e+01,1.826852798461914062e+01,2.169642257690429688e+01,2.135878181457519531e+01,2.241551589965820312e+01,1.300628376007080078e+01,2.379552650451660156e+01,1.858626747131347656e+01,2.693347930908203125e+01,-5.269951820373535156e+00,1.769614601135253906e+01,8.038836479187011719e+00,3.168539237976074219e+01,-1.088056755065917969e+01,8.138911247253417969e+00,2.144717025756835938e+01,2.318779754638671875e+01,1.865434646606445312e+01,4.064395427703857422e+00,-4.389883577823638916e-02
-7.120899200439453125e+00,1.152157688140869141e+01,1.968829917907714844e+01,2.198599243164062500e+01,2.285004615783691406e+01,2.094393348693847656e+01,1.383093738555908203e+01,2.354253005981445312e+01,2.018445777893066406e+01,2.772761917114257812e+01,-4.605397224426269531e+00,1.656457138061523438e+01,8.483107566833496094e+00,3.189049911499023438e+01,-1.018465709686279297e+01,8.514439582824707031e+00,2.239569282531738281e+01,2.451862907409667969e+01,1.852747917175292969e+01,2.581431150436401367e+00,-4.323374107480049133e-02
-7.716027259826660156e+00,9.822980880737304688e+00,2.077603721618652344e+01,2.208553314208984375e+01,2.418347167968750000e+01,1.933896827697753906e+01,1.444786834716796875e+01,2.325171470642089844e+01,2.181073379516601562e+01,2.846067237854003906e+01,-3.934974670410156250e+00,1.561583805084228516e+01,9.177282333374023438e+00,3.179540443420410156e+01,-8.808653831481933594e+00,8.939216613769531250e+00,2.305200004577636719e+01,2.581288909912109375e+01,1.855007171630859375e+01,1.496928930282592773e+00,-4.264688864350318909e-02
-8.287485122680664062e+00,8.033777236938476562e+00,2.149485015869140625e+01,2.202736091613769531e+01,2.528076744079589844e+01,1.774275016784667969e+01,1.485188674926757812e+01,2.299480628967285156e+01,2.333870506286621094e+01,2.908641052246093750e+01,-3.292425394058227539e+00,1.499418354034423828e+01,1.010901832580566406e+01,3.146723556518554688e+01,-6.966952323913574219e+00,9.323979377746582031e+00,2.338309860229492188e+01,2.696087074279785156e+01,1.879685211181640625e+01,9.208716154098510742e-01,-4.206003621220588684e-02
-8.772153854370117188e+00,6.227982521057128906e+00,2.184354400634765625e+01,2.182698822021484375e+01,2.605228614807128906e+01,1.626460647583007812e+01,1.506376171112060547e+01,2.278484535217285156e+01,2.461528968811035156e+01,2.952888298034667969e+01,-2.667480230331420898e+00,1.472601890563964844e+01,1.123203849792480469e+01,3.093396186828613281e+01,-4.872193336486816406e+00,9.593313217163085938e+00,2.335717773437500000e+01,2.781788063049316406e+01,1.927303314208984375e+01,8.631757497787475586e-01,-4.153187200427055359e-02
-9.084369659423828125e+00,4.461749553680419922e+00,2.185663604736328125e+01,2.148958587646484375e+01,2.641720962524414062e+01,1.495701980590820312e+01,1.512815570831298828e+01,2.258662223815917969e+01,2.550005149841308594e+01,2.970719337463378906e+01,-2.013194561004638672e+00,1.476258659362792969e+01,1.249080753326416016e+01,3.019371795654296875e+01,-2.675508022308349609e+00,9.716436386108398438e+00,2.297069740295410156e+01,2.825195121765136719e+01,1.992647933959960938e+01,1.218366026878356934e+00,-4.114063829183578491e-02
-9.115929603576660156e+00,2.793782234191894531e+00,2.160433769226074219e+01,2.101644706726074219e+01,2.633008193969726562e+01,1.382654666900634766e+01,1.510322856903076172e+01,2.232449722290039062e+01,2.588485336303710938e+01,2.955034637451171875e+01,-1.253284692764282227e+00,1.500637340545654297e+01,1.379585552215576172e+01,2.921853637695312500e+01,-4.753079414367675781e-01,9.719514846801757812e+00,2.225665473937988281e+01,2.816291046142578125e+01,2.065812873840332031e+01,1.789915800094604492e+00,-4.100370407104492188e-02
-8.748483657836914062e+00,1.298099398612976074e+00,2.117947769165039062e+01,2.041791534423828125e+01,2.579595565795898438e+01,1.285350894927978516e+01,1.504195117950439453e+01,2.190848731994628906e+01,2.571070861816406250e+01,2.900220680236816406e+01,-3.217347860336303711e-01,1.535986232757568359e+01,1.504382705688476562e+01,2.796366500854492188e+01,1.656355500221252441e+00,9.634866714477539062e+00,2.128456687927246094e+01,2.750147056579589844e+01,2.132895278930664062e+01,2.339829683303833008e+00,-4.121888428926467896e-02
-7.880589008331298828e+00,5.254787206649780273e-02,2.067250061035156250e+01,1.971984291076660156e+01,2.487038612365722656e+01,1.199417495727539062e+01,1.496821022033691406e+01,2.125382614135742188e+01,2.496638488769531250e+01,2.801819992065429688e+01,7.961250543594360352e-01,1.573569965362548828e+01,1.609434509277343750e+01,2.637503051757812500e+01,3.603497505187988281e+00,9.468649864196777344e+00,2.015930175781250000e+01,2.627557945251464844e+01,2.176863861083984375e+01,2.654452562332153320e+00,-4.176661372184753418e-02
-6.459270477294921875e+00,-8.624731302261352539e-01,2.014410209655761719e+01,1.895584106445312500e+01,2.364555549621582031e+01,1.120262527465820312e+01,1.486123371124267578e+01,2.029009246826171875e+01,2.367856597900390625e+01,2.657190513610839844e+01,2.037213563919067383e+00,1.606277847290039062e+01,1.678543281555175781e+01,2.440229034423828125e+01,5.188625812530517578e+00,9.165456771850585938e+00,1.898808288574218750e+01,2.453134727478027344e+01,2.179123115539550781e+01,2.602165699005126953e+00,-4.268601164221763611e-02
-4.502562522888183594e+00,-1.392087817192077637e+00,1.960380363464355469e+01,1.814788627624511719e+01,2.222626495361328125e+01,1.043731498718261719e+01,1.465559005737304688e+01,1.897816467285156250e+01,2.189359283447265625e+01,2.463360595703125000e+01,3.256297111511230469e+00,1.628624916076660156e+01,1.693506622314453125e+01,2.199510192871093750e+01,6.185041904449462891e+00,8.612937927246093750e+00,1.785692596435546875e+01,2.233555603027343750e+01,2.122641754150390625e+01,2.166742086410522461e+00,-4.387927427887916565e-02
-2.123178958892822266e+00,-1.533743739128112793e+00,1.900518989562988281e+01,1.729856491088867188e+01,2.071353530883789062e+01,9.682937622070312500e+00,1.424637889862060547e+01,1.729978179931640625e+01,1.965781211853027344e+01,2.219174575805664062e+01,4.253862380981445312e+00,1.632891273498535156e+01,1.639978027343750000e+01,1.912735557556152344e+01,6.383622646331787109e+00,7.687969684600830078e+00,1.680589294433593750e+01,1.975975418090820312e+01,1.994907188415527344e+01,1.446444988250732422e+00,-4.524859413504600525e-02
5.086833834648132324e-01,-1.344869136810302734e+00,1.825305747985839844e+01,1.638202095031738281e+01,1.917555236816406250e+01,8.941679954528808594e+00,1.352662563323974609e+01,1.526276969909667969e+01,1.702459144592285156e+01,1.924962806701660156e+01,4.842132568359375000e+00,1.609731483459472656e+01,1.511324405670166016e+01,1.580838012695312500e+01,5.687712669372558594e+00,6.307442188262939453e+00,1.581966495513916016e+01,1.687549209594726562e+01,1.791748237609863281e+01,6.161652803421020508e-01,-4.667659848928451538e-02
3.184504032135009766e+00,-9.492533802986145020e-01,1.723791313171386719e+01,1.534913158416748047e+01,1.765271949768066406e+01,8.239780426025390625e+00,1.241324043273925781e+01,1.288669109344482422e+01,1.403746700286865234e+01,1.584687328338623047e+01,4.894944667816162109e+00,1.544925117492675781e+01,1.311402225494384766e+01,1.206614112854003906e+01,4.176393032073974609e+00,4.472895622253417969e+00,1.483579444885253906e+01,1.375432109832763672e+01,1.517335891723632812e+01,-1.329796761274337769e-01,-4.802635684609413147e-02
5.717178344726562500e+00,-5.127997994422912598e-01,1.585979461669921875e+01,1.414560317993164062e+01,1.613746452331542969e+01,7.614412784576416016e+00,1.087298870086669922e+01,1.020675563812255859e+01,1.075261116027832031e+01,1.205447864532470703e+01,4.397628784179687500e+00,1.420797348022460938e+01,1.055174732208251953e+01,7.967764854431152344e+00,2.100964546203613281e+00,2.262820720672607422e+00,1.376001644134521484e+01,1.047096920013427734e+01,1.185747241973876953e+01,-6.549471020698547363e-01,-4.920005798339843750e-02
7.986103057861328125e+00,-2.128975540399551392e-01,1.406514644622802734e+01,1.272618865966796875e+01,1.459947967529296875e+01,7.087441921234130859e+00,8.941182136535644531e+00,7.262087345123291016e+00,7.240246295928955078e+00,7.979759216308593750e+00,3.447007894515991211e+00,1.219064426422119141e+01,7.647013187408447266e+00,3.582241058349609375e+00,-1.853454560041427612e-01,-2.073535472154617310e-01,1.249100017547607422e+01,7.089036464691162109e+00,8.159250259399414062e+00,-8.974500894546508789e-01,-5.002164840698242188e-02
9.946191787719726562e+00,-2.001357525587081909e-01,1.186229801177978516e+01,1.106632709503173828e+01,1.299078369140625000e+01,6.661054611206054688e+00,6.707140922546386719e+00,4.095721244812011719e+00,3.570589780807495117e+00,3.751494884490966797e+00,2.230858564376831055e+00,9.224579811096191406e+00,4.637381553649902344e+00,-1.025169372558593750e+00,-2.334582328796386719e+00,-2.840667009353637695e+00,1.094508552551269531e+01,3.662584066390991211e+00,4.282025814056396484e+00,-9.145785570144653320e-01,-5.047156661748886108e-02
