Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,Oz,O2,A1
-1.305050373077392578e+01,-1.788757514953613281e+01,-4.434912681579589844e+00,1.139673948287963867e+00,-1.014508819580078125e+01,-6.983944892883300781e+00,3.459299802780151367e+00,1.014115333557128906e+01,2.718428373336791992e+00,2.309965610504150391e+00,3.228390216827392578e+00,-8.860564827919006348e-01,3.398405551910400391e+00,3.498801946640014648e+00,6.172981262207031250e+00,-2.083763360977172852e+00,7.077471256256103516e+00,5.462058067321777344e+00,4.300953388214111328e+00,-2.692119121551513672e+00,6.284258514642715454e-02
-1.359292030334472656e+01,-1.947597312927246094e+01,-4.785467147827148438e+00,-3.547149896621704102e-01,-1.078889179229736328e+01,-8.395161628723144531e+00,2.626101016998291016e+00,1.037472629547119141e+01,2.282203674316406250e+00,1.204566001892089844e+00,2.861052513122558594e+00,-6.179750561714172363e-01,2.623274087905883789e+00,2.931944608688354492e+00,5.627861499786376953e+00,-2.555472135543823242e+00,5.808391094207763672e+00,5.393185138702392578e+00,3.122555494308471680e+00,-2.171634674072265625e+00,5.880184471607208252e-02
-1.388756752014160156e+01,-2.075298881530761719e+01,-5.047677993774414062e+00,-1.576775670051574707e+00,-1.118167209625244141e+01,-9.591581344604492188e+00,1.796305656433105469e+00,1.089008522033691406e+01,2.277493000030517578e+00,5.246370434761047363e-01,2.666619300842285156e+00,7.481952756643295288e-02,2.340018272399902344e+00,2.574621915817260742e+00,5.486101150512695312e+00,-2.450507402420043945e+00,4.730511665344238281e+00,5.371320724487304688e+00,2.446507692337036133e+00,-1.501859188079833984e+00,5.414777621626853943e-02
-1.384337043762207031e+01,-2.158917236328125000e+01,-5.101248264312744141e+00,-2.379119157791137695e+00,-1.123876762390136719e+01,-1.028107929229736328e+01,1.044112086296081543e+00,1.174042606353759766e+01,2.752346515655517578e+00,3.567152023315429688e-01,2.616833448410034180e+00,1.254076480865478516e+00,2.591801166534423828e+00,2.584744453430175781e+00,5.772544860839843750e+00,-1.737253427505493164e+00,4.017143249511718750e+00,5.493761539459228516e+00,2.520235776901245117e+00,-7.455300092697143555e-01,4.916900396347045898e-02
-1.342416858673095703e+01,-2.191454887390136719e+01,-4.860652923583984375e+00,-2.669016838073730469e+00,-1.093163204193115234e+01,-1.025100803375244141e+01,4.307851195335388184e-01,1.289250183105468750e+01,3.668135404586791992e+00,7.141929864883422852e-01,2.655181884765625000e+00,2.904734849929809570e+00,3.340855121612548828e+00,3.073658943176269531e+00,6.436041831970214844e+00,-4.523845314979553223e-01,3.777862787246704102e+00,5.833753108978271484e+00,3.469951629638671875e+00,2.590252086520195007e-02,4.421428591012954712e-02
-1.265942668914794922e+01,-2.174311256408691406e+01,-4.300517559051513672e+00,-2.425971269607543945e+00,-1.028881168365478516e+01,-9.419743537902832031e+00,-1.508521940559148788e-02,1.424407005310058594e+01,4.906146526336669922e+00,1.543500185012817383e+00,2.709004402160644531e+00,4.937183380126953125e+00,4.479273319244384766e+00,4.077806472778320312e+00,7.366983413696289062e+00,1.302928566932678223e+00,4.037269592285156250e+00,6.419720172882080078e+00,5.270663261413574219e+00,7.502823472023010254e-01,3.968047723174095154e-02
-1.163352203369140625e+01,-2.115358734130859375e+01,-3.465953588485717773e+00,-1.711475729942321777e+00,-9.386107444763183594e+00,-7.861390590667724609e+00,-3.009868264198303223e-01,1.564468193054199219e+01,6.288309097290039062e+00,2.728224754333496094e+00,2.704967737197875977e+00,7.194036960601806641e+00,5.831706523895263672e+00,5.550623416900634766e+00,8.429454803466796875e+00,3.371870994567871094e+00,4.740574836730957031e+00,7.214491844177246094e+00,7.739924907684326172e+00,1.380556583404541016e+00,3.590430691838264465e-02
-1.047100734710693359e+01,-2.025792694091796875e+01,-2.458461523056030273e+00,-6.524214744567871094e-01,-8.324913978576660156e+00,-5.783229351043701172e+00,-4.616362750530242920e-01,1.692725944519042969e+01,7.622421741485595703e+00,4.108686447143554688e+00,2.590595006942749023e+00,9.459174156188964844e+00,7.199427127838134766e+00,7.372664928436279297e+00,9.477312088012695312e+00,5.576129436492919922e+00,5.763665676116943359e+00,8.117492675781250000e+00,1.057157802581787109e+01,1.883614301681518555e+00,3.310224786400794983e-02
-9.305814743041992188e+00,-1.915759277343750000e+01,-1.419955492019653320e+00,5.774478912353515625e-01,-7.211545467376708984e+00,-3.477383136749267578e+00,-5.365152955055236816e-01,1.793719482421875000e+01,8.729471206665039062e+00,5.506661415100097656e+00,2.348394393920898438e+00,1.148710441589355469e+01,8.390000343322753906e+00,9.375898361206054688e+00,1.038633251190185547e+01,7.727272987365722656e+00,6.939940929412841797e+00,8.985510826110839844e+00,1.338823604583740234e+01,2.233895778656005859e+00,3.129834309220314026e-02
-8.259819030761718750e+00,-1.791906166076660156e+01,-4.876496195793151855e-01,1.790723800659179688e+00,-6.136569976806640625e+00,-1.253159761428833008e+00,-5.555753707885742188e-01,1.854066276550292969e+01,9.486033439636230469e+00,6.754228115081787109e+00,2.003931283950805664e+00,1.303007888793945312e+01,9.251457214355468750e+00,1.137305831909179688e+01,1.108051967620849609e+01,9.664693832397460938e+00,8.084908485412597656e+00,9.662215232849121094e+00,1.581750965118408203e+01,2.407584190368652344e+00,3.038436733186244965e-02
