Fp1,Fp2,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T3,C3,Cz,C4,T4,TP7,CP3,CPz,CP4,TP8,T5,P3,Pz,P4,T6,O1,Oz,O2,A1,A2
-1.368421912193298340e+00,-9.196169853210449219e+00,-1.167091846466064453e+01,-1.116210269927978516e+01,-7.623630523681640625e+00,-6.740928649902343750e+00,-5.475172042846679688e+00,-3.866182327270507812e+00,-1.261454105377197266e+00,4.163370281457901001e-02,-1.974897623062133789e+00,-2.580655336380004883e+00,-1.413315892219543457e+00,4.271009266376495361e-01,2.705287635326385498e-01,-1.250105261802673340e+00,-2.543920516967773438e+00,-1.208972334861755371e+00,-1.145109534263610840e+00,-3.632468283176422119e-01,3.774270415306091309e-01,-8.307832479476928711e-01,-2.487754344940185547e+00,-2.889120101928710938e+00,-1.707684397697448730e+00,-2.811195611953735352e+00,-5.510946512222290039e-01,3.151053935289382935e-02,-2.015935897827148438e+00,-7.192296504974365234e+00,-1.098817539215087891e+01,-1.636529541015625000e+01
-5.044439792633056641e+00,2.277799844741821289e+00,4.018549442291259766e+00,4.188180923461914062e+00,2.113626003265380859e+00,7.131458520889282227e-01,-1.813690364360809326e-01,1.946186572313308716e-01,-9.062403440475463867e-01,-2.274721860885620117e+00,-2.496766328811645508e+00,-3.299306154251098633e+00,-4.965510845184326172e+00,-6.366090774536132812e+00,-4.707513332366943359e+00,-3.611661195755004883e+00,-3.734834671020507812e+00,-4.645540237426757812e+00,-3.897064447402954102e+00,-5.722322940826416016e+00,-7.292849063873291016e+00,-6.497257232666015625e+00,-3.264511823654174805e+00,-2.678527593612670898e+00,-4.047195911407470703e+00,-2.582113265991210938e+00,-3.833275794982910156e+00,-4.159848690032958984e+00,-2.622246742248535156e+00,1.676309704780578613e+00,4.100265026092529297e+00,6.715373516082763672e+00
-4.407856941223144531e+00,-1.022085428237915039e+00,1.096172630786895752e-01,3.605400323867797852e-01,3.600445389747619629e-01,1.100976765155792236e-01,3.332813382148742676e-01,-5.507842898368835449e-01,-4.246079444885253906e+00,-5.408214092254638672e+00,-3.692730426788330078e+00,-2.266787052154541016e+00,-1.410577058792114258e+00,-2.811531543731689453e+00,-4.131465911865234375e+00,-4.447031974792480469e+00,-3.177905321121215820e+00,-3.322269678115844727e+00,-1.925138950347900391e+00,-1.650149822235107422e+00,-3.252951383590698242e+00,-3.930054664611816406e+00,-1.852936029434204102e+00,-7.820196151733398438e-01,-1.519910454750061035e+00,-2.226584672927856445e+00,-5.969120502471923828e+00,-8.359202384948730469e+00,-4.679421901702880859e+00,1.277872562408447266e+00,1.860849618911743164e+00,8.959793299436569214e-02
-5.964661598205566406e+00,-2.666611433029174805e+00,-2.348090887069702148e+00,-4.800976753234863281e+00,-6.009467124938964844e+00,-6.328931808471679688e+00,-6.118356704711914062e+00,-5.840600967407226562e+00,-4.327702522277832031e+00,-2.299975156784057617e+00,-1.865659236907958984e+00,-2.463313341140747070e+00,-1.676909208297729492e+00,-5.885311365127563477e-01,-2.193054914474487305e+00,-2.757296800613403320e+00,-3.104915857315063477e+00,-2.862835884094238281e+00,-2.278964042663574219e+00,1.384563684463500977e+00,2.281546354293823242e+00,1.081645011901855469e+00,3.159962594509124756e-01,1.164018154144287109e+00,3.553024530410766602e-01,-4.100102424621582031e+00,-4.131481647491455078e+00,-4.554056644439697266e+00,-1.499691486358642578e+00,-2.288883686065673828e+00,-4.956206321716308594e+00,-7.030410289764404297e+00
-4.458650112152099609e+00,-2.126588344573974609e+00,-1.763106107711791992e+00,-3.430680513381958008e+00,-4.737072467803955078e+00,-4.680088043212890625e+00,-3.112554788589477539e+00,-3.083166837692260742e+00,-1.515359878540039062e+00,1.430500984191894531e+00,2.541693687438964844e+00,1.701221913099288940e-01,-1.249290823936462402e+00,6.643424630165100098e-01,1.449799895286560059e+00,1.644656181335449219e+00,1.668532729148864746e+00,2.757850587368011475e-01,-5.083163976669311523e-01,3.047429025173187256e-01,1.113860249519348145e+00,9.091331958770751953e-01,1.892176456749439240e-02,-7.226423621177673340e-01,-1.445906400680541992e+00,-3.176954507827758789e+00,-8.377214074134826660e-01,4.369871318340301514e-01,1.043241024017333984e+00,-3.084592819213867188e+00,-4.438455581665039062e+00,-3.282521009445190430e+00
8.584368705749511719e+00,3.102326393127441406e+00,4.936524033546447754e-01,2.141932487487792969e+00,5.971690177917480469e+00,7.426757812500000000e+00,9.050415992736816406e+00,5.169045448303222656e+00,1.332969188690185547e+00,1.963773250579833984e+00,7.692365169525146484e+00,9.904175758361816406e+00,1.138439941406250000e+01,1.040930747985839844e+01,8.234675407409667969e+00,7.845884323120117188e+00,1.022720336914062500e+01,9.510813713073730469e+00,8.867274284362792969e+00,6.898592948913574219e+00,5.637392997741699219e+00,4.489250659942626953e+00,3.506904602050781250e+00,9.798523187637329102e-01,2.625096797943115234e+00,4.335883617401123047e+00,4.562782764434814453e+00,3.610403776168823242e+00,2.762522697448730469e+00,5.640515685081481934e-01,6.900430321693420410e-01,3.809917688369750977e+00
1.011306858062744141e+01,9.386543273925781250e+00,6.565438270568847656e+00,6.200889587402343750e+00,8.959020614624023438e+00,1.147240829467773438e+01,1.128110885620117188e+01,6.878401756286621094e+00,2.688505172729492188e+00,1.130631327629089355e+00,5.843218803405761719e+00,1.069964313507080078e+01,1.067684555053710938e+01,9.775238037109375000e+00,7.450862407684326172e+00,7.522909164428710938e+00,8.895949363708496094e+00,1.013617992401123047e+01,1.063076782226562500e+01,8.998386383056640625e+00,7.368800640106201172e+00,6.863365173339843750e+00,6.816934585571289062e+00,4.109007358551025391e+00,4.590656757354736328e+00,5.898642539978027344e+00,4.437604904174804688e+00,2.335733175277709961e+00,3.900805950164794922e+00,6.353195667266845703e+00,7.182816982269287109e+00,9.236948966979980469e+00
-1.117005586624145508e+00,5.625201702117919922e+00,6.521480083465576172e+00,3.457791805267333984e+00,1.552652716636657715e-01,2.417469501495361328e+00,2.534223794937133789e+00,2.525802850723266602e+00,1.310715675354003906e+00,-7.813408374786376953e-01,-2.033041238784790039e+00,-1.448480844497680664e+00,-1.575567841529846191e+00,-1.784505009651184082e+00,-1.521054744720458984e+00,9.330965876579284668e-01,2.050706386566162109e+00,1.336843490600585938e+00,3.081390559673309326e-01,-2.246580600738525391e+00,-2.044517755508422852e+00,1.695812463760375977e+00,2.437017679214477539e+00,2.145060300827026367e+00,2.228835225105285645e-01,1.710261225700378418e+00,-1.332988590002059937e-01,4.482527375221252441e-01,1.955620765686035156e+00,6.057678222656250000e+00,8.494200706481933594e+00,8.348707199096679688e+00
1.063809514045715332e+00,2.144601821899414062e+00,4.128376007080078125e+00,3.762646913528442383e+00,1.675710976123809814e-01,-9.643290936946868896e-02,-1.284155488014221191e+00,1.220717206597328186e-01,1.054986357688903809e+00,1.907278150320053101e-01,-1.973766088485717773e+00,-3.423439502716064453e+00,-3.904397249221801758e+00,-2.854937553405761719e+00,-2.930351495742797852e+00,-1.030222177505493164e+00,2.790242731571197510e-01,-1.260878205299377441e+00,-3.764560937881469727e+00,-3.819079160690307617e+00,-3.066389083862304688e+00,9.769150614738464355e-01,7.163695096969604492e-01,2.755267858505249023e+00,3.025233507156372070e+00,4.449758052825927734e+00,2.460476636886596680e+00,4.861225605010986328e+00,2.353832960128784180e+00,3.499936819076538086e+00,6.139374732971191406e+00,7.255541324615478516e+00
5.821370124816894531e+00,1.100602507591247559e+00,2.242960691452026367e+00,3.964899539947509766e+00,3.636518716812133789e+00,1.196013569831848145e+00,-7.378798127174377441e-01,6.063494086265563965e-01,4.052272319793701172e+00,4.430237770080566406e+00,2.024724245071411133e+00,1.903221845626831055e+00,3.277339696884155273e+00,4.427999019622802734e+00,7.810198068618774414e-01,-3.055206835269927979e-01,7.597724348306655884e-02,1.151923179626464844e+00,3.622859954833984375e+00,4.786195278167724609e+00,4.240046024322509766e+00,2.435066223144531250e+00,2.474274635314941406e+00,3.058115243911743164e+00,4.701038837432861328e+00,4.036166667938232422e+00,5.028731346130371094e+00,6.451024055480957031e+00,2.903949260711669922e+00,6.427502036094665527e-01,3.694692254066467285e-01,2.173401355743408203e+00
