Fp1,Fp2,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T3,C3,Cz,C4,T4,TP7,CP3,CPz,CP4,TP8,T5,P3,Pz,P4,T6,O1,Oz,O2,A1,A2
7.004624366760253906e+00,9.836128234863281250e+00,8.000943183898925781e+00,6.675267219543457031e+00,7.510754108428955078e+00,6.882301807403564453e+00,6.233814239501953125e+00,4.740908622741699219e+00,4.613798141479492188e+00,4.351741790771484375e+00,6.039164543151855469e+00,5.831815719604492188e+00,3.881548881530761719e+00,4.831619739532470703e+00,6.224388599395751953e+00,7.114737510681152344e+00,5.250641822814941406e+00,4.656465053558349609e+00,5.945237636566162109e+00,6.889356613159179688e+00,6.995885848999023438e+00,7.008042335510253906e+00,7.138858795166015625e+00,1.082634925842285156e+01,1.211498737335205078e+01,1.084688091278076172e+01,7.484319210052490234e+00,7.775433540344238281e+00,8.912771224975585938e+00,1.007776069641113281e+01,1.105507850646972656e+01,6.683980464935302734e+00
1.985762715339660645e+00,1.294706821441650391e+00,2.769137382507324219e+00,3.991432189941406250e+00,2.161477804183959961e+00,4.324458599090576172e+00,4.279987335205078125e+00,4.120559692382812500e+00,2.831769704818725586e+00,3.209463119506835938e+00,3.594108819961547852e+00,3.157994270324707031e+00,4.216311931610107422e+00,3.823624610900878906e+00,3.678693771362304688e+00,3.607884883880615234e+00,4.586334228515625000e+00,5.503557682037353516e+00,4.867450714111328125e+00,4.407588481903076172e+00,3.667973518371582031e+00,3.022709608078002930e+00,2.257547140121459961e+00,-2.693732976913452148e-01,-1.958721876144409180e-01,1.093079209327697754e+00,2.301854133605957031e+00,1.261367559432983398e+00,1.820855498313903809e+00,1.238711595535278320e+00,1.862827301025390625e+00,7.736172676086425781e+00
-2.152558565139770508e+00,-2.565808057785034180e+00,-9.230975061655044556e-02,-5.880433917045593262e-01,-3.961493968963623047e+00,-3.327993392944335938e+00,-1.624594330787658691e+00,-3.205519914627075195e-01,-1.403758049011230469e+00,-3.196380615234375000e+00,-3.349119663238525391e+00,-2.396081447601318359e+00,-1.088979363441467285e+00,-4.471057891845703125e+00,-6.169542789459228516e+00,-7.692049980163574219e+00,-3.566859722137451172e+00,-2.847765207290649414e+00,-3.526907205581665039e+00,-3.756766319274902344e+00,-1.590676188468933105e+00,-9.014145284891128540e-02,1.186354756355285645e+00,-7.403517723083496094e+00,-1.260276508331298828e+01,-8.033362388610839844e+00,1.062092542648315430e+00,1.878128886222839355e+00,-1.684244394302368164e+00,-3.156493425369262695e+00,-4.089391708374023438e+00,-2.453223466873168945e-01
2.615518331527709961e+00,2.785827875137329102e+00,1.473024725914001465e+00,1.255419701337814331e-01,2.075948238372802734e+00,1.424599885940551758e+00,1.455864906311035156e+00,-1.647785544395446777e+00,-1.034639239311218262e+00,-9.958549737930297852e-01,-1.593755632638931274e-01,6.318474411964416504e-01,-1.260180115699768066e+00,-2.080461740493774414e+00,-1.059477448463439941e+00,-1.053974032402038574e+00,-1.541004419326782227e+00,-3.042914152145385742e+00,-2.299625873565673828e+00,-9.888833761215209961e-01,-1.440807878971099854e-01,-4.764911234378814697e-01,2.098684459924697876e-01,1.040720582008361816e+00,-1.315748929977416992e+00,-2.573608398437500000e+00,-2.083896100521087646e-01,2.644740343093872070e+00,4.602926075458526611e-01,-1.515265107154846191e+00,-2.822447776794433594e+00,-2.529010534286499023e+00
-5.374516010284423828e+00,-7.162996292114257812e+00,-7.253290176391601562e+00,-5.138288974761962891e+00,-1.464453697204589844e+00,-2.424553632736206055e+00,-3.785350799560546875e+00,-5.113458633422851562e+00,-3.122618913650512695e+00,-1.525356769561767578e+00,-3.169791698455810547e+00,-1.668615579605102539e+00,-2.695544958114624023e+00,-3.955964803695678711e+00,-4.374838829040527344e+00,-3.610182285308837891e+00,-3.097673416137695312e+00,-4.405005931854248047e+00,-6.675453662872314453e+00,-8.272462844848632812e+00,-1.105632019042968750e+01,-1.170630455017089844e+01,-1.177872085571289062e+01,-6.755944252014160156e+00,-4.678121566772460938e+00,-7.432248592376708984e+00,-1.088903903961181641e+01,-1.038095760345458984e+01,-9.746410369873046875e+00,-9.718750953674316406e+00,-1.086774063110351562e+01,-1.020179843902587891e+01
-1.393230342864990234e+01,-1.959800910949707031e+01,-1.634668159484863281e+01,-1.341251373291015625e+01,-1.472300720214843750e+01,-1.741710662841796875e+01,-1.560739994049072266e+01,-9.747484207153320312e+00,-7.434134483337402344e+00,-7.858278751373291016e+00,-1.258251380920410156e+01,-8.828132629394531250e+00,-6.566254138946533203e+00,-1.019394397735595703e+01,-1.335558795928955078e+01,-1.394682598114013672e+01,-9.541164398193359375e+00,-9.941729545593261719e+00,-1.405373954772949219e+01,-1.653387260437011719e+01,-1.676641273498535156e+01,-1.480615997314453125e+01,-1.415604686737060547e+01,-1.925336647033691406e+01,-1.844626426696777344e+01,-1.611983871459960938e+01,-1.280904865264892578e+01,-1.603775405883789062e+01,-1.784571838378906250e+01,-1.572906780242919922e+01,-1.692483901977539062e+01,-1.920450401306152344e+01
-2.908253431320190430e+00,-7.002870082855224609e+00,-4.846487998962402344e+00,-6.805336475372314453e+00,-1.055843257904052734e+01,-1.180607891082763672e+01,-8.196493148803710938e+00,-4.751564025878906250e+00,-3.423591852188110352e+00,-4.719519138336181641e+00,-6.391978740692138672e+00,-2.387424707412719727e+00,-1.127011403441429138e-01,-1.888903617858886719e+00,-3.442333698272705078e+00,-2.632474660873413086e+00,-1.086276531219482422e+00,-1.268400788307189941e+00,-3.390552043914794922e+00,-3.380669355392456055e+00,-1.401362895965576172e+00,6.628292798995971680e-01,1.429190158843994141e+00,-5.986873626708984375e+00,-7.622594356536865234e+00,-6.442293167114257812e+00,-2.132341116666793823e-01,-1.511857867240905762e+00,-5.030043125152587891e+00,-4.043228149414062500e+00,-4.775602340698242188e+00,-1.059947109222412109e+01
4.886218547821044922e+00,6.198848724365234375e+00,6.907298564910888672e+00,4.759731292724609375e+00,5.529352188110351562e+00,5.225674152374267578e+00,4.410370826721191406e+00,2.669822931289672852e+00,4.081244468688964844e+00,2.791564941406250000e+00,1.916430354118347168e+00,5.105507373809814453e+00,6.128682613372802734e+00,5.993871212005615234e+00,5.895658969879150391e+00,8.178212165832519531e+00,7.740606784820556641e+00,8.637708663940429688e+00,8.097656250000000000e+00,8.127535820007324219e+00,7.703131198883056641e+00,6.629156589508056641e+00,6.169845581054687500e+00,8.289385795593261719e+00,8.205673217773437500e+00,3.616510868072509766e+00,3.277421712875366211e+00,7.572619915008544922e+00,5.940916538238525391e+00,3.845571517944335938e+00,1.740198493003845215e+00,2.258907079696655273e+00
-5.608236789703369141e+00,-3.210546970367431641e+00,-2.340117454528808594e+00,-6.981033682823181152e-01,7.249981164932250977e-01,-1.278279662132263184e+00,-3.697143316268920898e+00,-2.773974657058715820e+00,-1.416033506393432617e+00,-2.932334661483764648e+00,-5.109008789062500000e+00,-5.375887870788574219e+00,-3.237415075302124023e+00,-2.730381488800048828e+00,-3.250440359115600586e+00,-4.780057907104492188e+00,-4.366225242614746094e+00,-2.904908180236816406e+00,-1.641433835029602051e+00,-3.419003963470458984e+00,-4.653768062591552734e+00,-5.327409744262695312e+00,-6.580564498901367188e+00,-6.347318649291992188e+00,-5.802672863006591797e+00,-7.235499858856201172e+00,-7.772876262664794922e+00,-4.932384014129638672e+00,-5.562286376953125000e+00,-8.142010688781738281e+00,-1.103188800811767578e+01,-6.521914958953857422e+00
-9.388835906982421875e+00,-7.904189586639404297e+00,-5.738773345947265625e+00,-3.868002414703369141e+00,-5.520777702331542969e+00,-7.782588005065917969e+00,-7.255802154541015625e+00,-3.787783145904541016e+00,-1.977196574211120605e+00,-1.791317343711853027e+00,-4.371972084045410156e+00,-7.425630092620849609e+00,-5.403348922729492188e+00,-2.998211145401000977e+00,-3.210514783859252930e+00,-6.803540229797363281e+00,-7.657897949218750000e+00,-7.613199710845947266e+00,-5.867604732513427734e+00,-8.079000473022460938e+00,-8.170402526855468750e+00,-7.260658740997314453e+00,-8.114496231079101562e+00,-1.261693191528320312e+01,-1.297307300567626953e+01,-9.765183448791503906e+00,-7.505203247070312500e+00,-1.017416572570800781e+01,-1.104512214660644531e+01,-8.585360527038574219e+00,-8.331947326660156250e+00,-9.792454719543457031e+00
