AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
5.238405466079711914e-01,-8.771931529045104980e-01,-2.343654930591583252e-01,2.439381778240203857e-01,-3.336389064788818359e-01,8.485196530818939209e-02,5.076388716697692871e-01,1.941864639520645142e-01,4.032281339168548584e-01,-2.931238114833831787e-01,2.780474722385406494e-01,2.569548189640045166e-01,5.703576207160949707e-01,-2.581949532032012939e-01
4.411709010601043701e-01,-8.387023210525512695e-01,-1.847857832908630371e-01,2.914391160011291504e-01,-2.337701618671417236e-01,1.000825241208076477e-01,4.108819365501403809e-01,1.875563859939575195e-01,1.975510120391845703e-01,-1.968583166599273682e-01,1.846178323030471802e-01,2.068964838981628418e-01,6.384484171867370605e-01,-1.582532674074172974e-01
5.713844299316406250e-01,-7.213295698165893555e-01,-2.610377669334411621e-01,1.792216747999191284e-01,-1.351663321256637573e-01,-1.073308214545249939e-01,2.436621487140655518e-01,2.744024097919464111e-01,2.367832809686660767e-01,-2.607996463775634766e-01,2.346231043338775635e-01,1.995210647583007812e-01,5.218768119812011719e-01,-1.579088717699050903e-01
4.816308021545410156e-01,-6.403910517692565918e-01,-3.779802024364471436e-01,2.342025935649871826e-01,-2.531696259975433350e-01,1.238657981157302856e-01,2.472028285264968872e-01,3.128504753112792969e-01,3.399073481559753418e-01,-2.587595283985137939e-01,1.313687264919281006e-01,4.734036028385162354e-01,4.333649873733520508e-01,-1.195808202028274536e-01
6.563629508018493652e-01,-4.530018866062164307e-01,-2.924230396747589111e-01,2.004065811634063721e-01,-1.060713082551956177e-01,-2.165394602343440056e-03,1.036837399005889893e-01,5.022115707397460938e-01,2.884941697120666504e-01,-3.081439137458801270e-01,2.567133307456970215e-01,3.754281103610992432e-01,5.579277873039245605e-01,-4.276532679796218872e-02
4.115550518035888672e-01,-5.578060746192932129e-01,-3.000410199165344238e-01,1.911027431488037109e-01,-2.587925493717193604e-01,1.383316516876220703e-01,2.697721123695373535e-01,3.713938593864440918e-01,3.132150471210479736e-01,-2.971414029598236084e-01,1.992457062005996704e-01,2.423453778028488159e-01,3.673636317253112793e-01,5.060701631009578705e-03
5.094542503356933594e-01,-4.225386083126068115e-01,-2.569346427917480469e-01,1.540743708610534668e-01,-1.034658104181289673e-01,-2.516105305403470993e-03,2.215226888656616211e-01,2.789814472198486328e-01,3.882499635219573975e-01,-4.451715946197509766e-01,2.987053990364074707e-01,3.125602006912231445e-01,3.135533630847930908e-01,-1.256311833858489990e-01
4.326037168502807617e-01,-2.429414838552474976e-01,-4.776217043399810791e-01,1.653753519058227539e-01,-1.135618537664413452e-01,-4.855773597955703735e-02,1.063021868467330933e-01,2.593267560005187988e-01,2.872114777565002441e-01,-4.526633918285369873e-01,8.926935493946075439e-02,2.667681276798248291e-01,3.380849063396453857e-01,-1.668695956468582153e-01
3.939865529537200928e-01,-2.765774130821228027e-01,-3.406555056571960449e-01,-1.385325193405151367e-01,-4.271906614303588867e-01,-6.270548701286315918e-02,2.170214056968688965e-01,1.523701548576354980e-01,4.313341677188873291e-01,-5.067317485809326172e-01,1.678664386272430420e-01,1.838642060756683350e-01,1.658350378274917603e-01,5.065080896019935608e-02
3.992002606391906738e-01,-2.599432170391082764e-01,-5.697088241577148438e-01,-2.313028834760189056e-02,-4.199011921882629395e-01,-2.315351665019989014e-01,2.936958074569702148e-01,1.105804070830345154e-01,4.531352221965789795e-01,-5.860229730606079102e-01,1.082565188407897949e-01,1.907271146774291992e-01,2.877480983734130859e-01,1.530730277299880981e-01
4.358809888362884521e-01,-2.097162157297134399e-01,-4.495561420917510986e-01,-2.312464565038681030e-01,-4.151723682880401611e-01,-2.087442278861999512e-01,3.913927972316741943e-01,1.885007768869400024e-01,2.462843805551528931e-01,-4.622437953948974609e-01,-1.636047498323023319e-03,2.066195197403430939e-02,4.896488785743713379e-02,-5.786731839179992676e-02
1.506117880344390869e-01,-3.348194062709808350e-01,-4.679287075996398926e-01,-4.192929863929748535e-01,-5.482976436614990234e-01,-1.764745861291885376e-01,2.382016554474830627e-02,-2.589060738682746887e-02,4.039058685302734375e-01,-4.710975587368011475e-01,1.007778942584991455e-01,1.483917534351348877e-01,4.013910144567489624e-02,1.477850675582885742e-01
3.161613941192626953e-01,-3.374913036823272705e-01,-5.628538131713867188e-01,-4.318248033523559570e-01,-3.303300738334655762e-01,-2.404253780841827393e-01,4.394806548953056335e-02,-1.138459742069244385e-01,3.634841740131378174e-01,-4.399048686027526855e-01,4.009833931922912598e-02,1.255921460688114166e-02,-4.895607382059097290e-02,2.941315472126007080e-01
