AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-2.785896658897399902e-01,-5.910224318504333496e-01,9.124325215816497803e-02,-5.005016922950744629e-01,-3.387028574943542480e-01,-3.232612460851669312e-02,-1.950553506612777710e-01,6.448675692081451416e-02,-2.861779332160949707e-01,-5.370715260505676270e-02,9.502469003200531006e-02,3.103702962398529053e-01,-1.291095167398452759e-01,1.873501390218734741e-01
-2.126235514879226685e-01,-5.193862915039062500e-01,4.089578688144683838e-01,-3.801111876964569092e-01,-1.442682743072509766e-01,-3.088763356208801270e-01,1.360950320959091187e-01,2.445544451475143433e-01,-5.426749587059020996e-01,-1.714745759963989258e-01,2.392787784337997437e-01,1.561101675033569336e-01,-5.261752009391784668e-01,7.436840236186981201e-02
-3.768605589866638184e-01,-7.041580677032470703e-01,1.529410034418106079e-01,-3.404304087162017822e-01,-1.967044621706008911e-01,-1.122780963778495789e-01,-4.945690184831619263e-02,2.567306160926818848e-02,-2.283618152141571045e-01,-1.001495495438575745e-01,3.426038920879364014e-01,4.096801578998565674e-01,-3.881005048751831055e-01,2.522011399269104004e-01
-3.739843666553497314e-01,-8.575984835624694824e-01,2.891521751880645752e-01,-2.986413240432739258e-01,-4.975109100341796875e-01,1.056137960404157639e-03,-8.262559026479721069e-02,2.482760399580001831e-01,-1.933542937040328979e-01,-2.428022474050521851e-01,8.686424046754837036e-02,2.644316256046295166e-01,-2.837053239345550537e-01,1.526341438293457031e-01
-3.782537579536437988e-01,-8.850250840187072754e-01,-1.118493080139160156e-01,-4.333078563213348389e-01,-3.226474821567535400e-01,1.301783472299575806e-01,6.504357606172561646e-02,4.584350585937500000e-01,-1.013453453779220581e-01,-4.139366373419761658e-02,-4.805785045027732849e-02,1.426468342542648315e-01,-5.078628063201904297e-01,1.044921651482582092e-01
-4.092009365558624268e-01,-7.564368844032287598e-01,-7.234860211610794067e-02,-4.430957734584808350e-01,-4.648951590061187744e-01,-9.970928542315959930e-03,-1.696181744337081909e-01,2.024644911289215088e-01,-1.977111846208572388e-01,-2.335071265697479248e-01,2.302691787481307983e-01,7.704628258943557739e-02,-4.537361562252044678e-01,1.281714439392089844e-01
-5.686273574829101562e-01,-7.660931944847106934e-01,-7.643509190529584885e-03,-5.070171952247619629e-01,-3.700598776340484619e-01,-1.202118024230003357e-01,-2.430654466152191162e-01,2.441352605819702148e-01,-2.528735995292663574e-01,-2.659471333026885986e-01,2.338730245828628540e-01,1.091669425368309021e-01,-4.894504845142364502e-01,1.476398948580026627e-02
-1.966049224138259888e-01,-9.034540653228759766e-01,-1.472235172986984253e-01,-4.948778152465820312e-01,-3.855576515197753906e-01,1.573466956615447998e-01,-2.159973829984664917e-01,4.340225756168365479e-01,-1.396101564168930054e-01,-2.499931454658508301e-01,-1.671402454376220703e-01,1.486978381872177124e-01,-4.372916221618652344e-01,-3.162331581115722656e-01
-1.867899447679519653e-01,-7.589544653892517090e-01,-1.924549043178558350e-01,-4.236755371093750000e-01,-4.983593821525573730e-01,6.005445122718811035e-02,-3.369849324226379395e-01,2.311342656612396240e-01,-5.000944137573242188e-01,-1.149827539920806885e-01,3.129899129271507263e-02,5.239645019173622131e-02,-2.940471172332763672e-01,-1.752153486013412476e-01
-3.891594111919403076e-01,-9.868134260177612305e-01,-4.527899324893951416e-01,-3.484656512737274170e-01,-2.850352227687835693e-01,3.361782059073448181e-02,-2.137047350406646729e-01,3.458244800567626953e-01,-3.325528204441070557e-01,-1.787285506725311279e-01,-3.768441081047058105e-02,3.330477920826524496e-04,-4.675225317478179932e-01,-7.298070937395095825e-02
