AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
5.450688004493713379e-01,4.343927800655364990e-01,1.987145096063613892e-01,1.093542203307151794e-01,-6.586998701095581055e-01,-1.086562722921371460e-01,3.885537087917327881e-01,-5.858794450759887695e-01,2.954064607620239258e-01,4.362820833921432495e-02,4.685887992382049561e-01,-5.758492350578308105e-01,4.763947054743766785e-02,1.007074356079101562e+00
7.890406847000122070e-01,6.472157835960388184e-01,3.096347302198410034e-02,1.263291686773300171e-01,-5.008688569068908691e-01,-1.898689866065979004e-01,4.134463071823120117e-01,-5.691171884536743164e-01,2.975248359143733978e-02,2.390310168266296387e-01,5.878429412841796875e-01,-5.896596312522888184e-01,-1.054511368274688721e-01,9.729123115539550781e-01
7.095731496810913086e-01,6.012904047966003418e-01,-1.089540496468544006e-01,1.059780120849609375e-01,-5.328387022018432617e-01,-3.141829967498779297e-01,3.442191481590270996e-01,-4.436117410659790039e-01,1.535499095916748047e-01,1.007432937622070312e-01,5.837935209274291992e-01,-6.096301078796386719e-01,-2.702457904815673828e-01,9.872079491615295410e-01
6.468519568443298340e-01,6.761844754219055176e-01,-2.966797947883605957e-01,1.064381375908851624e-01,-4.481159746646881104e-01,-5.387495756149291992e-01,2.105249464511871338e-01,-4.606477022171020508e-01,1.710108816623687744e-01,1.497812569141387939e-01,5.509104728698730469e-01,-6.494655013084411621e-01,3.014542460441589355e-01,7.702014446258544922e-01
6.350906491279602051e-01,7.420088648796081543e-01,-3.988024890422821045e-01,5.319438874721527100e-02,-6.421656012535095215e-01,-4.629531204700469971e-01,1.713871806859970093e-01,-3.793457448482513428e-01,1.036253049969673157e-01,1.458484977483749390e-01,4.280328452587127686e-01,-7.076121568679809570e-01,1.032042279839515686e-01,7.465797662734985352e-01
7.412478327751159668e-01,4.282297492027282715e-01,-3.045436441898345947e-01,2.226099818944931030e-01,-2.704652249813079834e-01,-3.006974756717681885e-01,1.091495975852012634e-01,-4.149936139583587646e-01,-1.228550300002098083e-01,1.293580085039138794e-01,3.044376671314239502e-01,-6.821959018707275391e-01,8.265025168657302856e-02,9.554882049560546875e-01
5.823718309402465820e-01,4.911402761936187744e-01,-2.568835318088531494e-01,3.095420002937316895e-01,-1.554117798805236816e-01,-4.979005455970764160e-01,2.979436218738555908e-01,-5.457026958465576172e-01,4.175310581922531128e-02,-1.427970640361309052e-02,3.211010098457336426e-01,-5.804564356803894043e-01,1.958189755678176880e-01,8.962554335594177246e-01
6.329820752143859863e-01,5.069884061813354492e-01,-5.784562602639198303e-02,1.447782367467880249e-01,-1.811327636241912842e-01,-6.440755724906921387e-01,2.234735935926437378e-01,-6.316334009170532227e-01,-7.679250091314315796e-02,2.054413706064224243e-01,2.157368212938308716e-01,-7.330424785614013672e-01,2.586247026920318604e-01,7.593817114830017090e-01
7.041581273078918457e-01,5.383346676826477051e-01,-3.159946203231811523e-01,3.912968337535858154e-01,-1.254323869943618774e-01,-5.325807332992553711e-01,2.836592197418212891e-01,-5.152122378349304199e-01,-2.672708332538604736e-01,1.627926528453826904e-01,-3.837499022483825684e-02,-7.124303579330444336e-01,1.769983619451522827e-01,8.442907929420471191e-01
5.365675687789916992e-01,5.631255507469177246e-01,-2.781101465225219727e-01,2.526270151138305664e-01,-7.526044547557830811e-02,-6.617079377174377441e-01,-2.642866596579551697e-02,-3.180142045021057129e-01,-1.796244084835052490e-01,-1.773702446371316910e-03,1.364987939596176147e-01,-1.013448476791381836e+00,2.615396082401275635e-01,6.162960529327392578e-01
7.133708596229553223e-01,4.464209973812103271e-01,-2.551795840263366699e-01,2.523169815540313721e-01,-1.586447954177856445e-01,-6.389003396034240723e-01,5.980611220002174377e-02,-2.983669340610504150e-01,-3.092087805271148682e-01,1.133030951023101807e-01,-1.207253113389015198e-01,-7.987610101699829102e-01,2.423592209815979004e-01,5.948210954666137695e-01
3.928336203098297119e-01,4.129825830459594727e-01,-2.631646096706390381e-01,3.057281076908111572e-01,-2.080929875373840332e-01,-4.983690083026885986e-01,-2.762972144410014153e-03,-2.446199059486389160e-01,-2.108370214700698853e-01,5.298484861850738525e-02,-4.330055043101310730e-02,-7.190555930137634277e-01,1.903892606496810913e-01,5.459060668945312500e-01
5.254226922988891602e-01,5.692026019096374512e-01,-9.897492080926895142e-02,3.546038269996643066e-01,-5.171104148030281067e-02,-4.498483538627624512e-01,-2.639255672693252563e-02,-2.222281843423843384e-01,-2.144277244806289673e-01,3.942635655403137207e-02,-9.062143415212631226e-02,-7.188169360160827637e-01,1.016032770276069641e-01,7.379424571990966797e-01
4.885598123073577881e-01,5.248740315437316895e-01,-1.367755085229873657e-01,2.324449717998504639e-01,1.330732833594083786e-02,-5.873045921325683594e-01,-4.954295605421066284e-02,-1.529495269060134888e-01,-2.264453023672103882e-01,2.693983912467956543e-01,6.572563946247100830e-02,-7.441276311874389648e-01,4.064012467861175537e-01,7.228279709815979004e-01
2.222454398870468140e-01,5.039753913879394531e-01,-2.621088027954101562e-01,3.586678802967071533e-01,-1.945217102766036987e-01,-5.482765436172485352e-01,1.638246625661849976e-01,-1.703036576509475708e-01,-3.941679596900939941e-01,3.208405151963233948e-02,-2.568195760250091553e-01,-8.424267768859863281e-01,3.417328298091888428e-01,6.524267792701721191e-01
3.088414669036865234e-01,2.647790610790252686e-01,-3.184194266796112061e-01,4.377548396587371826e-01,-8.560238406062126160e-03,-6.220210790634155273e-01,1.177347153425216675e-01,2.508302405476570129e-02,-5.265612602233886719e-01,3.801651298999786377e-02,-1.563118100166320801e-01,-8.437361717224121094e-01,2.250753343105316162e-01,6.328092217445373535e-01
3.868344128131866455e-01,6.107679605484008789e-01,-3.056507408618927002e-01,3.293692171573638916e-01,-4.535266011953353882e-02,-4.823344349861145020e-01,-1.994774192571640015e-01,-6.683322042226791382e-02,-6.027815937995910645e-01,3.529233336448669434e-01,-2.438184320926666260e-01,-9.618797898292541504e-01,3.639144599437713623e-01,9.593901038169860840e-01
1.960019767284393311e-01,5.215408802032470703e-01,-2.388725429773330688e-01,4.054930210113525391e-01,-7.653775066137313843e-02,-6.572163105010986328e-01,-1.047069802880287170e-01,1.641364395618438721e-01,-4.599151015281677246e-01,9.127786010503768921e-02,-1.899260729551315308e-01,-8.153045177459716797e-01,2.624808251857757568e-01,6.981372833251953125e-01
1.809328347444534302e-01,5.005340576171875000e-01,-3.046714663505554199e-01,3.681972622871398926e-01,-7.892040908336639404e-02,-4.886967837810516357e-01,-3.752215802669525146e-01,-3.854922205209732056e-02,-4.712711870670318604e-01,1.802104562520980835e-01,-3.177629411220550537e-01,-9.658999443054199219e-01,3.755901157855987549e-01,8.661702275276184082e-01
1.062584295868873596e-01,4.470589756965637207e-01,-1.323285996913909912e-01,4.359732270240783691e-01,-6.703828461468219757e-03,-4.493352472782135010e-01,-3.128661513328552246e-01,1.644052565097808838e-02,-5.485240817070007324e-01,2.042901515960693359e-01,-4.175969064235687256e-01,-8.229835033416748047e-01,4.716736078262329102e-01,7.116129994392395020e-01
1.860038638114929199e-01,4.748048186302185059e-01,-2.768402993679046631e-01,4.890388846397399902e-01,-7.311653345823287964e-02,-6.328147053718566895e-01,-3.869176805019378662e-01,1.160490736365318298e-01,-7.151700854301452637e-01,1.471528261899948120e-01,-2.516711354255676270e-01,-8.699150085449218750e-01,4.932242035865783691e-01,6.693401336669921875e-01
6.866309791803359985e-02,4.533192217350006104e-01,-3.668000549077987671e-02,4.684180319309234619e-01,3.259139060974121094e-01,-5.582588911056518555e-01,-2.765339016914367676e-01,1.800911873579025269e-01,-7.103241682052612305e-01,6.461785733699798584e-02,-2.595793604850769043e-01,-8.454421162605285645e-01,4.408765137195587158e-01,8.476589918136596680e-01
-5.900393426418304443e-02,3.408670127391815186e-01,-1.024563312530517578e-01,5.811597704887390137e-01,-7.065223157405853271e-02,-4.630827903747558594e-01,-2.345296144485473633e-01,1.943644285202026367e-01,-7.091428637504577637e-01,2.905815094709396362e-02,-2.398092001676559448e-01,-7.087652087211608887e-01,5.966547727584838867e-01,7.646118402481079102e-01
-1.268545985221862793e-01,4.500899910926818848e-01,-2.777256369590759277e-01,6.407634019851684570e-01,-1.476640254259109497e-01,-4.745016992092132568e-01,-3.438445925712585449e-02,3.168262839317321777e-01,-7.959428429603576660e-01,7.371576875448226929e-02,-2.862859666347503662e-01,-7.035323977470397949e-01,5.471603870391845703e-01,6.559801697731018066e-01
-1.575215603224933147e-03,3.557290732860565186e-01,2.778000570833683014e-02,6.604350805282592773e-01,1.855952739715576172e-01,-4.650789797306060791e-01,-3.280339539051055908e-01,2.827384471893310547e-01,-5.772008299827575684e-01,-1.082680840045213699e-02,-2.919031381607055664e-01,-6.712861061096191406e-01,5.211006402969360352e-01,7.382538914680480957e-01
-9.822487831115722656e-02,4.859882295131683350e-01,-2.217279523611068726e-01,5.350610613822937012e-01,2.175448387861251831e-01,-4.133645594120025635e-01,-6.814889609813690186e-02,2.564530372619628906e-01,-6.123532056808471680e-01,7.740591466426849365e-02,-1.797887831926345825e-01,-6.792734861373901367e-01,7.650226354598999023e-01,8.380532860755920410e-01
-2.797572501003742218e-02,3.464390635490417480e-01,1.026848852634429932e-01,5.409936308860778809e-01,3.148674666881561279e-01,-5.982242226600646973e-01,-2.054015100002288818e-01,2.964368760585784912e-01,-4.151724278926849365e-01,-1.737578026950359344e-02,-1.978635638952255249e-01,-3.908066153526306152e-01,5.044872760772705078e-01,4.697681665420532227e-01
