AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
3.595354855060577393e-01,4.025994241237640381e-01,-4.437944591045379639e-01,-5.545902848243713379e-01,4.146696329116821289e-01,5.823664069175720215e-01,1.071049690246582031e+00,7.113202810287475586e-01,-3.463646024465560913e-02,3.373896777629852295e-01,-6.908746957778930664e-01,6.878597140312194824e-01,-3.729553222656250000e-01,3.589917421340942383e-01
3.853124976158142090e-01,5.130410194396972656e-01,-3.998225033283233643e-01,-2.914660274982452393e-01,4.740863740444183350e-01,6.026430130004882812e-01,8.506797552108764648e-01,6.076378822326660156e-01,-1.459971666336059570e-01,3.936252892017364502e-01,-5.972551107406616211e-01,6.385007500648498535e-01,-2.020080685615539551e-01,3.212015330791473389e-01
5.847116708755493164e-01,3.027803003787994385e-01,-1.331569254398345947e-01,-4.379139840602874756e-01,6.212039589881896973e-01,6.266873478889465332e-01,9.620317220687866211e-01,5.468877553939819336e-01,-2.064449787139892578e-01,1.706090271472930908e-01,-6.448036432266235352e-01,5.173668265342712402e-01,-1.496801674365997314e-01,4.302116930484771729e-01
4.365442097187042236e-01,2.815815508365631104e-01,-3.460844457149505615e-01,-5.468617677688598633e-01,9.734510183334350586e-01,3.272081613540649414e-01,1.222327470779418945e+00,8.857385516166687012e-01,1.844228245317935944e-02,3.206595182418823242e-01,-5.874378085136413574e-01,5.411081910133361816e-01,-1.860889643430709839e-01,3.339061439037322998e-01
5.457675457000732422e-01,2.563492357730865479e-01,-4.178216457366943359e-01,-5.215678215026855469e-01,8.392837643623352051e-01,4.408032894134521484e-01,1.016272068023681641e+00,3.829383254051208496e-01,-1.792331188917160034e-01,1.120971143245697021e-01,-5.232576131820678711e-01,2.864494323730468750e-01,-2.147039175033569336e-01,1.282207667827606201e-01
4.643939137458801270e-01,4.412966966629028320e-01,-2.725729644298553467e-01,-5.063047409057617188e-01,9.239255785942077637e-01,2.507529258728027344e-01,8.932543992996215820e-01,5.194573998451232910e-01,-1.928711235523223877e-01,9.447665512561798096e-02,-5.015507936477661133e-01,6.599764823913574219e-01,-1.917157620191574097e-01,1.844232976436614990e-01
5.935029983520507812e-01,3.069191575050354004e-01,-3.260453045368194580e-01,-4.398421347141265869e-01,1.032244920730590820e+00,3.769745528697967529e-01,1.074654579162597656e+00,3.700348436832427979e-01,-3.648120462894439697e-01,-8.318011462688446045e-02,-3.505583405494689941e-01,3.820061981678009033e-01,-2.861357629299163818e-01,7.253751903772354126e-02
5.849208235740661621e-01,3.206267356872558594e-01,-2.732398211956024170e-01,-6.042060852050781250e-01,1.082650542259216309e+00,3.463720381259918213e-01,9.652226567268371582e-01,3.407001197338104248e-01,-2.757660150527954102e-01,-9.264573454856872559e-03,-5.939800292253494263e-02,3.932241499423980713e-01,-3.030017018318176270e-01,1.976445913314819336e-01
5.211525559425354004e-01,2.349979579448699951e-01,-1.836468726396560669e-01,-5.618196725845336914e-01,1.080819010734558105e+00,2.439863681793212891e-01,9.544211030006408691e-01,2.919102311134338379e-01,-5.119208097457885742e-01,-3.202837407588958740e-01,-2.814504802227020264e-01,2.828609049320220947e-01,-2.661408670246601105e-02,6.479738652706146240e-02
4.724662005901336670e-01,2.791344821453094482e-01,-1.886758208274841309e-01,-4.734632372856140137e-01,1.030718326568603516e+00,2.880018055438995361e-01,8.450741767883300781e-01,5.452131628990173340e-01,-3.942997157573699951e-01,-3.809872567653656006e-01,-2.164564430713653564e-01,1.095231473445892334e-01,-1.049938946962356567e-01,1.117447391152381897e-02
