Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,Oz,O2,A1
4.835810065269470215e-01,3.080488145351409912e-01,-1.325381696224212646e-01,8.026176095008850098e-01,-3.536932766437530518e-01,-5.305752158164978027e-01,-2.986059784889221191e-01,1.988785862922668457e-01,-4.366717338562011719e-01,-1.554465740919113159e-01,-1.294664144515991211e-01,-1.197708621621131897e-01,6.654145121574401855e-01,4.885157570242881775e-03,-4.611567258834838867e-01,7.963462471961975098e-01,1.894020885229110718e-01,3.767537176609039307e-01,4.797630310058593750e-01,6.488543935120105743e-03,-5.715242028236389160e-01
5.481668114662170410e-01,3.632004857063293457e-01,-1.604763269424438477e-01,7.285927534103393555e-01,-4.365428686141967773e-01,-7.274807095527648926e-01,-7.096120715141296387e-01,1.041064113378524780e-01,-3.128525614738464355e-01,-1.991309523582458496e-01,4.196452349424362183e-02,-1.053691655397415161e-01,4.990617632865905762e-01,-2.065312862396240234e-02,-1.862406730651855469e-01,6.713925004005432129e-01,7.423529773950576782e-02,2.054753750562667847e-01,4.456885159015655518e-01,-1.537958718836307526e-02,-4.855378866195678711e-01
6.943787336349487305e-01,2.746019065380096436e-01,-2.709226608276367188e-01,6.869636774063110352e-01,-6.004577279090881348e-01,-6.910076737403869629e-01,-4.267415702342987061e-01,-4.317461699247360229e-02,-5.706615447998046875e-01,-4.185030758380889893e-01,-1.365212500095367432e-01,-4.110382497310638428e-01,6.436381936073303223e-01,1.053712368011474609e-01,-2.969316542148590088e-01,8.365057706832885742e-01,7.731559127569198608e-02,1.107645705342292786e-01,5.039620995521545410e-01,3.506687656044960022e-02,-5.982388854026794434e-01
7.801041007041931152e-01,5.734815001487731934e-01,-5.467714071273803711e-01,7.005238533020019531e-01,-6.908032298088073730e-01,-3.750394284725189209e-01,-4.076496064662933350e-01,-1.275835186243057251e-01,-3.701449334621429443e-01,-4.200961291790008545e-01,1.334968023002147675e-02,-2.824290990829467773e-01,6.331518292427062988e-01,5.165313556790351868e-02,-2.123622745275497437e-01,8.263008594512939453e-01,3.081238130107522011e-03,3.277115896344184875e-02,3.949553668498992920e-01,1.817656122148036957e-02,-4.448523223400115967e-01
6.978231668472290039e-01,4.837732017040252686e-01,-6.315717101097106934e-01,7.807621359825134277e-01,-4.339752495288848877e-01,-5.287263393402099609e-01,-1.747092455625534058e-01,-2.448795884847640991e-01,-4.378753900527954102e-01,-3.212205171585083008e-01,3.545765578746795654e-02,-2.919982075691223145e-01,4.047635793685913086e-01,-1.433102041482925415e-02,-1.627174392342567444e-02,8.405648469924926758e-01,8.072336018085479736e-02,-5.955886468291282654e-02,4.071579873561859131e-02,-9.991883486509323120e-02,-3.704603910446166992e-01
9.599414467811584473e-01,4.216077625751495361e-01,-5.657095313072204590e-01,9.115983247756958008e-01,-9.053644537925720215e-01,-2.910466492176055908e-01,-3.997188508510589600e-01,-9.895373135805130005e-02,-5.976145863533020020e-01,-3.538886606693267822e-01,1.301746070384979248e-01,-2.918909788131713867e-01,5.707284808158874512e-01,6.173309311270713806e-02,2.904615178704261780e-02,6.333779096603393555e-01,-1.101024523377418518e-01,-4.452754929661750793e-02,2.726620435714721680e-01,-1.275610327720642090e-01,-3.487141430377960205e-01
8.494122624397277832e-01,3.427676260471343994e-01,-3.863088488578796387e-01,9.854569435119628906e-01,-8.577245473861694336e-01,-9.365685284137725830e-02,-1.380289047956466675e-01,-8.761163055896759033e-02,-5.646561980247497559e-01,-5.907209515571594238e-01,2.371677011251449585e-01,-4.281869828701019287e-01,4.710283279418945312e-01,1.139949038624763489e-01,5.245990585535764694e-03,6.255757212638854980e-01,-6.311547011137008667e-03,-5.173144489526748657e-02,-7.982814684510231018e-03,-2.616897821426391602e-01,-1.139121316373348236e-02
1.007652163505554199e+00,3.085300624370574951e-01,-2.116026580333709717e-01,8.460515141487121582e-01,-8.697007894515991211e-01,-1.680504977703094482e-01,-1.211708504706621170e-02,-6.111405417323112488e-02,-3.486067652702331543e-01,-4.908567667007446289e-01,3.425710797309875488e-01,-3.196150660514831543e-01,4.427543878555297852e-01,-5.835517868399620056e-02,-6.101592443883419037e-03,6.023340225219726562e-01,-1.851740628480911255e-01,-2.310406267642974854e-01,-2.478550523519515991e-01,-9.982183575630187988e-02,-3.511203825473785400e-02
8.623695969581604004e-01,-8.365459740161895752e-02,-4.565751552581787109e-01,1.016113519668579102e+00,-8.050044775009155273e-01,-1.013012900948524475e-01,1.488958299160003662e-01,-9.497351944446563721e-03,-2.634271383285522461e-01,-4.873848259449005127e-01,5.628658458590507507e-02,-2.799815535545349121e-01,2.864928841590881348e-01,8.684686571359634399e-02,1.078877076506614685e-01,6.510772109031677246e-01,-3.413686752319335938e-01,-1.263169944286346436e-01,-1.843831688165664673e-01,-1.842406541109085083e-01,1.173326466232538223e-02
8.708167672157287598e-01,2.497282624244689941e-02,-4.191226363182067871e-01,9.472114443778991699e-01,-8.524595499038696289e-01,4.610039293766021729e-02,3.287737257778644562e-03,7.912405580282211304e-02,-2.419021427631378174e-01,-6.572132706642150879e-01,3.270387649536132812e-01,-8.361803740262985229e-02,3.326981067657470703e-01,-1.654019802808761597e-01,1.141848266124725342e-01,4.890542328357696533e-01,-3.543553948402404785e-01,-9.203132241964340210e-02,-2.803432345390319824e-01,-2.440846562385559082e-01,-1.136396974325180054e-01
