Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,Oz,O2,A1
-3.087641298770904541e-01,-9.595576524734497070e-01,3.474314808845520020e-01,-8.163402080535888672e-01,-4.769236743450164795e-01,3.008010089397430420e-01,-3.811315298080444336e-01,5.327976122498512268e-02,2.435858128592371941e-03,-3.818707168102264404e-01,1.834252476692199707e-01,7.935876399278640747e-02,-1.725259870290756226e-01,4.696019887924194336e-01,-1.942231208086013794e-01,3.851212859153747559e-01,-1.024867177009582520e+00,-1.939872950315475464e-01,3.422806560993194580e-01,3.916190564632415771e-01,-1.402228698134422302e-02
-3.906749188899993896e-01,-8.394389748573303223e-01,1.693543046712875366e-01,-7.267875671386718750e-01,-4.358460009098052979e-01,5.246953368186950684e-01,-1.141842305660247803e-01,-1.441616863012313843e-01,3.522993996739387512e-03,-4.013493284583091736e-02,1.460067480802536011e-01,2.113175690174102783e-01,-7.717887312173843384e-02,4.438289105892181396e-01,-3.497541546821594238e-01,5.507402420043945312e-01,-9.872045516967773438e-01,-1.172243803739547729e-01,2.679725885391235352e-01,5.530261397361755371e-01,1.351957321166992188e-01
-6.114342212677001953e-01,-1.012454032897949219e+00,1.674329638481140137e-01,-4.749138653278350830e-01,-5.732104778289794922e-01,2.572514414787292480e-01,-2.477932274341583252e-01,-1.042670160531997681e-01,-2.686874754726886749e-02,-1.804912239313125610e-01,1.853798329830169678e-01,-2.449752530083060265e-03,9.775255620479583740e-02,1.146245822310447693e-01,-4.526874721050262451e-01,3.398225307464599609e-01,-1.055290818214416504e+00,-7.689022272825241089e-02,1.844206750392913818e-01,3.104261755943298340e-01,1.597744971513748169e-01
-6.853113770484924316e-01,-8.751848340034484863e-01,2.548445165157318115e-01,-5.915899872779846191e-01,-5.306926965713500977e-01,-9.723112918436527252e-03,-1.063941866159439087e-01,-2.056391537189483643e-01,8.014028519392013550e-02,-1.220514625310897827e-01,1.499455720186233521e-01,-6.282148510217666626e-02,1.278466582298278809e-01,3.743295073509216309e-01,-5.893155932426452637e-01,3.214323520660400391e-01,-9.010138511657714844e-01,-1.221612766385078430e-01,4.066254794597625732e-01,2.762390375137329102e-01,4.824241623282432556e-02
-5.472994446754455566e-01,-6.845022439956665039e-01,2.602492272853851318e-01,-4.529181420803070068e-01,-5.760299563407897949e-01,1.053137034177780151e-01,-3.560761809349060059e-01,-4.587472379207611084e-01,3.885360062122344971e-02,1.576960235834121704e-01,7.779168337583541870e-02,-1.438950896263122559e-01,1.105737090110778809e-01,2.113082557916641235e-01,-6.510754227638244629e-01,4.620401561260223389e-01,-1.138451814651489258e+00,1.035579144954681396e-01,1.569084674119949341e-01,3.035619556903839111e-01,7.658535987138748169e-02
-6.519468426704406738e-01,-7.993783950805664062e-01,3.983107209205627441e-01,-3.819889724254608154e-01,-5.088790059089660645e-01,-2.358614094555377960e-02,-9.742110967636108398e-02,-3.897357285022735596e-01,-8.538542687892913818e-02,3.928810730576515198e-02,5.088820457458496094e-01,-4.755156636238098145e-01,8.861815184354782104e-02,2.004887014627456665e-01,-2.674532532691955566e-01,1.496608853340148926e-01,-1.022681474685668945e+00,1.927757076919078827e-02,2.052307724952697754e-01,3.004523515701293945e-01,2.585960030555725098e-01
-6.842740178108215332e-01,-4.948392808437347412e-01,5.706465989351272583e-02,-3.252535760402679443e-01,-4.148707091808319092e-01,-3.324456214904785156e-01,-2.975125908851623535e-01,-4.469810426235198975e-01,-2.348313480615615845e-01,-7.040781527757644653e-02,1.905512809753417969e-02,-4.596444368362426758e-01,1.268843561410903931e-01,4.479682445526123047e-02,-4.751158356666564941e-01,-6.170984823256731033e-03,-7.682905197143554688e-01,-4.902902245521545410e-02,2.118173241615295410e-01,-2.385518513619899750e-02,2.306065112352371216e-01
-1.025753855705261230e+00,-6.619374752044677734e-01,3.920679092407226562e-01,-2.586598694324493408e-01,-4.413294792175292969e-01,-3.395212590694427490e-01,-2.729011178016662598e-01,-5.694827437400817871e-01,-1.562216579914093018e-01,-1.276190876960754395e-01,3.693540096282958984e-01,-6.794242858886718750e-01,1.153298392891883850e-01,1.848921328783035278e-01,-6.883139610290527344e-01,-2.550692856311798096e-01,-5.710395574569702148e-01,1.693410724401473999e-01,-5.192084237933158875e-03,-2.327217534184455872e-02,2.622570395469665527e-01
-9.499309659004211426e-01,-3.725466132164001465e-01,4.259909689426422119e-01,-4.764940440654754639e-01,-4.259740710258483887e-01,-4.074657559394836426e-01,-4.083379209041595459e-01,-4.101398885250091553e-01,-4.036037623882293701e-01,-8.314297348260879517e-02,2.643544077873229980e-01,-5.501394867897033691e-01,-7.483025640249252319e-02,1.105825006961822510e-01,-5.246759653091430664e-01,-1.500946003943681717e-02,-5.833160281181335449e-01,1.212583929300308228e-01,1.257248781621456146e-02,-7.282954454421997070e-02,2.122375816106796265e-01
-7.423938512802124023e-01,-3.658132553100585938e-01,3.510437905788421631e-01,-2.667791843414306641e-01,-4.316573143005371094e-01,-4.398769736289978027e-01,-3.790421485900878906e-01,-5.604317784309387207e-01,-3.430433869361877441e-01,-2.154136896133422852e-01,5.354897975921630859e-01,-7.837848067283630371e-01,3.152756486088037491e-03,1.636329442262649536e-01,-3.102087974548339844e-01,-2.178339511156082153e-01,-5.338381528854370117e-01,-5.321658030152320862e-02,-4.921029880642890930e-02,1.394255161285400391e-01,1.094947606325149536e-01
