Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,Oz,O2,A1
-5.496585369110107422e-01,3.228349685668945312e+00,1.217895746231079102e+00,3.204843759536743164e+00,-8.380426406860351562e+00,-6.873224735260009766e+00,5.155798912048339844e+00,-3.183954715728759766e+00,3.943886280059814453e+00,4.861218929290771484e+00,1.701581764221191406e+01,-5.537729337811470032e-02,6.272107601165771484e+00,4.922081947326660156e+00,7.336076736450195312e+00,6.135771751403808594e+00,5.174453258514404297e+00,4.460844516754150391e+00,9.127660751342773438e+00,-5.050093173980712891e+00,-3.968810662627220154e-02
-2.265375137329101562e+00,3.679416656494140625e+00,1.637354254722595215e+00,4.965415000915527344e+00,-9.396428108215332031e+00,-3.374412536621093750e+00,5.783736228942871094e+00,-2.775022029876708984e+00,5.542147636413574219e+00,7.786084651947021484e+00,1.723011207580566406e+01,1.817887902259826660e+00,8.852849006652832031e+00,7.637157917022705078e+00,1.035385513305664062e+01,8.327285766601562500e+00,6.086990833282470703e+00,7.121622085571289062e+00,1.225665187835693359e+01,-3.301002979278564453e+00,-3.763017803430557251e-02
-3.761647939682006836e+00,3.659677982330322266e+00,1.340130686759948730e+00,6.069766044616699219e+00,-1.022940826416015625e+01,-7.556551098823547363e-01,5.870822429656982422e+00,-1.248340129852294922e+00,6.231280326843261719e+00,1.000145721435546875e+01,1.670348930358886719e+01,4.045596599578857422e+00,1.038393497467041016e+01,9.892627716064453125e+00,1.272643470764160156e+01,9.923989295959472656e+00,6.133425235748291016e+00,8.822710990905761719e+00,1.444840621948242188e+01,-9.594786167144775391e-01,-3.583375364542007446e-02
-5.356460571289062500e+00,3.144277334213256836e+00,3.571051657199859619e-01,6.461368083953857422e+00,-1.110697078704833984e+01,3.325206637382507324e-01,5.401015281677246094e+00,1.009679555892944336e+00,6.015044689178466797e+00,1.136311054229736328e+01,1.554960346221923828e+01,6.609094142913818359e+00,1.074269199371337891e+01,1.160231685638427734e+01,1.423905849456787109e+01,1.084120082855224609e+01,5.361200332641601562e+00,9.456931114196777344e+00,1.552132320404052734e+01,2.049709320068359375e+00,-3.500375896692276001e-02
-7.251087188720703125e+00,2.163188457489013672e+00,-1.121293067932128906e+00,6.224604129791259766e+00,-1.214291763305664062e+01,-3.643875420093536377e-01,4.517167091369628906e+00,3.370821237564086914e+00,5.071130752563476562e+00,1.186477184295654297e+01,1.401311397552490234e+01,9.398005485534667969e+00,1.003674983978271484e+01,1.280133342742919922e+01,1.488519191741943359e+01,1.118094635009765625e+01,3.952016353607177734e+00,9.120647430419921875e+00,1.551297378540039062e+01,5.407940864562988281e+00,-3.567457571625709534e-02
-9.401498794555664062e+00,8.509271144866943359e-01,-2.811993837356567383e+00,5.544625759124755859e+00,-1.325746917724609375e+01,-2.484843730926513672e+00,3.443867921829223633e+00,5.249540805816650391e+00,3.657139539718627930e+00,1.159512901306152344e+01,1.234735584259033203e+01,1.221023464202880859e+01,8.501034736633300781e+00,1.359713172912597656e+01,1.481516265869140625e+01,1.115441989898681641e+01,2.170347213745117188e+00,8.040013313293457031e+00,1.461644077301025391e+01,8.498442649841308594e+00,-3.797126933932304382e-02
-1.154561996459960938e+01,-5.585657358169555664e-01,-4.424207210540771484e+00,4.649183750152587891e+00,-1.423475456237792969e+01,-5.134521961212158203e+00,2.401125431060791016e+00,6.341213226318359375e+00,2.033493995666503906e+00,1.070647144317626953e+01,1.072497558593750000e+01,1.482347869873046875e+01,6.400566101074218750e+00,1.411737918853759766e+01,1.424559497833251953e+01,1.100546169281005859e+01,3.059035539627075195e-01,6.514933109283447266e+00,1.310726165771484375e+01,1.068010425567626953e+01,-4.166644439101219177e-02
-1.335638236999511719e+01,-1.780174970626831055e+00,-5.723756313323974609e+00,3.743911027908325195e+00,-1.485186386108398438e+01,-7.256167411804199219e+00,1.524152159690856934e+00,6.769111156463623047e+00,4.220707416534423828e-01,9.398568153381347656e+00,9.211043357849121094e+00,1.711492538452148438e+01,3.993417263031005859e+00,1.448655319213867188e+01,1.340151309967041016e+01,1.096465206146240234e+01,-1.370783329010009766e+00,4.841376781463623047e+00,1.128497409820556641e+01,1.162379455566406250e+01,-4.622572287917137146e-02
-1.460875129699707031e+01,-2.604084968566894531e+00,-6.590980529785156250e+00,2.976272583007812500e+00,-1.501142120361328125e+01,-8.062487602233886719e+00,8.343379497528076172e-01,6.967058181762695312e+00,-1.008843183517456055e+00,7.890000343322753906e+00,7.799486160278320312e+00,1.910322952270507812e+01,1.509887695312500000e+00,1.480572319030761719e+01,1.248273372650146484e+01,1.119624996185302734e+01,-2.657824754714965820e+00,3.294664621353149414e+00,9.423026084899902344e+00,1.150597190856933594e+01,-5.089870095252990723e-02
-1.524262237548828125e+01,-2.965961933135986328e+00,-7.014298915863037109e+00,2.420820236206054688e+00,-1.477443218231201172e+01,-7.333469390869140625e+00,2.797363996505737305e-01,7.378361701965332031e+00,-2.132326841354370117e+00,6.400244712829589844e+00,6.476422309875488281e+00,2.090187454223632812e+01,-8.289815783500671387e-01,1.512595748901367188e+01,1.164238739013671875e+01,1.175331115722656250e+01,-3.446200847625732422e+00,2.085220098495483398e+00,7.727024555206298828e+00,1.092294120788574219e+01,-5.493497103452682495e-02
-1.530761718750000000e+01,-2.926484584808349609e+00,-7.043892860412597656e+00,2.085746288299560547e+00,-1.430749320983886719e+01,-5.433027267456054688e+00,-2.099324315786361694e-01,8.218748092651367188e+00,-2.853424549102783203e+00,5.131758213043212891e+00,5.256600856781005859e+00,2.261968231201171875e+01,-2.809092998504638672e+00,1.544725608825683594e+01,1.099158573150634766e+01,1.257155799865722656e+01,-3.708656311035156250e+00,1.361520051956176758e+00,6.324301719665527344e+00,1.059879016876220703e+01,-5.773193389177322388e-02
