Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,Oz,O2,A1
4.337233603000640869e-01,-3.932409882545471191e-01,1.077442839741706848e-01,-8.314015865325927734e-01,3.831209838390350342e-01,-2.255525588989257812e-01,-3.310386836528778076e-01,2.310573309659957886e-02,-9.699194692075252533e-03,-5.594664439558982849e-02,4.109476692974567413e-03,6.295481324195861816e-01,1.825843602418899536e-01,-3.798321783542633057e-01,-4.214510321617126465e-01,-4.501780569553375244e-01,3.138360083103179932e-01,5.225695371627807617e-01,-3.196654021739959717e-01,-3.100077807903289795e-01,-7.968591451644897461e-01
4.614334106445312500e-01,-3.077484071254730225e-01,-5.228473991155624390e-02,-7.544189691543579102e-01,1.661277711391448975e-01,-1.400108784437179565e-01,-1.636783629655838013e-01,5.076464265584945679e-02,-3.175750076770782471e-01,-7.867120206356048584e-02,-4.764071106910705566e-02,5.169624090194702148e-01,3.408566117286682129e-01,-1.939707249402999878e-01,-1.736269891262054443e-01,-4.345664978027343750e-01,4.554026424884796143e-01,3.523691892623901367e-01,-2.378044426441192627e-01,-1.602143943309783936e-01,-9.421368837356567383e-01
4.221364855766296387e-01,-2.004858553409576416e-01,-1.579072773456573486e-01,-7.145244479179382324e-01,3.096777200698852539e-01,-1.704549491405487061e-01,-3.433417975902557373e-01,-1.090861633419990540e-01,-1.048544570803642273e-01,-6.044686213135719299e-02,6.098878383636474609e-02,5.165170431137084961e-01,2.951472699642181396e-01,-3.226601183414459229e-01,-2.583193182945251465e-01,-3.531343042850494385e-01,3.851502835750579834e-01,2.432417124509811401e-01,-2.499015778303146362e-01,-2.687453329563140869e-01,-1.118556141853332520e+00
1.203557178378105164e-01,-2.678996026515960693e-01,-2.683960199356079102e-01,-6.191326975822448730e-01,2.479481510818004608e-02,-1.663273572921752930e-01,-7.031304389238357544e-02,-8.408423513174057007e-02,-1.962203085422515869e-01,-1.036413386464118958e-01,7.851095497608184814e-02,4.075345396995544434e-01,1.446818560361862183e-01,-4.463298916816711426e-01,-1.504212468862533569e-01,-3.831878304481506348e-02,2.845726013183593750e-01,4.415020942687988281e-01,-3.111703991889953613e-01,-1.849673539400100708e-01,-9.767563939094543457e-01
3.882707059383392334e-01,-3.029555678367614746e-01,-2.573105394840240479e-01,-8.232983946800231934e-01,1.505604386329650879e-01,-3.302216231822967529e-01,-1.034217104315757751e-01,-9.069947898387908936e-02,-3.537813127040863037e-01,-1.002288982272148132e-01,-9.681104123592376709e-02,4.304401278495788574e-01,2.944909632205963135e-01,-3.703401684761047363e-01,-1.259758770465850830e-01,-9.392894059419631958e-02,3.544888198375701904e-01,4.427435994148254395e-01,-2.307254821062088013e-01,6.073261797428131104e-02,-1.000832915306091309e+00
4.329435229301452637e-01,-3.608397245407104492e-01,-2.412375956773757935e-01,-5.530016422271728516e-01,3.732134401798248291e-01,-1.857769787311553955e-01,-7.858749479055404663e-02,-4.537848755717277527e-02,-2.233333289623260498e-01,-3.458620607852935791e-02,1.110788248479366302e-02,5.194235444068908691e-01,3.472899198532104492e-01,-3.193454444408416748e-01,6.362178921699523926e-02,1.514515131711959839e-01,4.095405638217926025e-01,5.169398188591003418e-01,-3.980959951877593994e-01,3.749977052211761475e-02,-1.172863841056823730e+00
2.572274208068847656e-01,-1.911812126636505127e-01,-2.322783619165420532e-01,-6.466941237449645996e-01,3.280733525753021240e-01,-1.227231919765472412e-01,-5.354068055748939514e-02,-1.991465389728546143e-01,-2.120106071233749390e-01,-1.529156416654586792e-01,2.516036480665206909e-02,2.838566303253173828e-01,1.850856244564056396e-01,-3.312632143497467041e-01,-3.551236167550086975e-02,1.058535277843475342e-01,1.352867484092712402e-01,4.291889369487762451e-01,-3.579260706901550293e-01,-1.074087470769882202e-01,-1.020795583724975586e+00
2.574302069842815399e-02,-1.057164669036865234e-01,-6.853221654891967773e-01,-5.221452713012695312e-01,2.282863706350326538e-01,-1.235232949256896973e-01,1.835159026086330414e-02,-1.999127864837646484e-01,9.709802269935607910e-02,-2.308331616222858429e-02,9.687393903732299805e-03,1.872571744024753571e-02,6.614134460687637329e-02,-1.832281798124313354e-01,-4.172137007117271423e-02,1.486514210700988770e-01,2.630714178085327148e-01,3.705152869224548340e-01,-3.262456953525543213e-01,5.106726288795471191e-02,-9.530533552169799805e-01
1.728853136301040649e-01,-3.290767073631286621e-01,-5.900833010673522949e-01,-3.001708388328552246e-01,1.578793227672576904e-01,-2.895710766315460205e-01,1.949929632246494293e-02,-1.503994762897491455e-01,-5.231101438403129578e-02,-2.327144742012023926e-01,-3.036072552204132080e-01,1.390911191701889038e-01,2.075748145580291748e-01,-8.686646819114685059e-02,6.508443504571914673e-02,2.834388613700866699e-01,3.498428687453269958e-02,2.038595229387283325e-01,-5.260564088821411133e-01,2.298598736524581909e-01,-1.002079129219055176e+00
2.850787937641143799e-01,-9.518420696258544922e-02,-5.623626708984375000e-01,-1.194583624601364136e-01,9.333875775337219238e-02,-3.297764062881469727e-02,1.500734537839889526e-01,-3.427597284317016602e-01,1.330921659246087074e-03,-1.932530850172042847e-01,-1.774958968162536621e-01,-2.704480104148387909e-02,2.742395699024200439e-01,-2.045074850320816040e-01,2.408319562673568726e-01,3.756828904151916504e-01,5.625941604375839233e-02,4.742397926747798920e-03,-5.387614369392395020e-01,1.778359264135360718e-01,-9.161769151687622070e-01
