Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,Oz,O2,A1
8.501839637756347656e-02,3.187671303749084473e-01,-4.766875803470611572e-01,-6.023592948913574219e-01,1.216179013252258301e+00,-1.854135245084762573e-01,3.443537354469299316e-01,1.921499073505401611e-01,1.208622083067893982e-01,-1.255972962826490402e-02,-3.572651743888854980e-01,3.102701902389526367e-01,-6.937344074249267578e-01,2.104040831327438354e-01,-4.748466610908508301e-01,-7.678987383842468262e-01,-4.258253052830696106e-02,4.478992223739624023e-01,-4.674183428287506104e-01,-3.314080238342285156e-01,-5.878502726554870605e-01
1.664322465658187866e-01,3.090179562568664551e-01,-3.016601204872131348e-01,-4.665400683879852295e-01,1.132347941398620605e+00,1.978054791688919067e-01,6.225306391716003418e-01,1.394210159778594971e-01,2.007802948355674744e-03,8.470726013183593750e-02,-4.639124274253845215e-01,2.970294654369354248e-01,-6.364181637763977051e-01,1.497874259948730469e-01,-1.668762266635894775e-01,-6.568173170089721680e-01,1.574837416410446167e-01,5.313266515731811523e-01,-5.442661643028259277e-01,-6.022179722785949707e-01,-4.158549010753631592e-01
1.009945198893547058e-01,2.596758604049682617e-01,-3.201252222061157227e-01,-4.537631571292877197e-01,1.150470495223999023e+00,1.396216750144958496e-01,3.010013401508331299e-01,-1.533483853563666344e-03,-1.275580842047929764e-02,3.251953125000000000e-01,-4.854015707969665527e-01,2.771231830120086670e-01,-3.762778639793395996e-01,1.608873009681701660e-01,-2.846153974533081055e-01,-5.778901576995849609e-01,2.028083056211471558e-01,5.345631241798400879e-01,-3.907083570957183838e-01,-5.857468843460083008e-01,-4.255267083644866943e-01
-1.159809306263923645e-01,-5.424810945987701416e-02,-3.741821050643920898e-01,-5.476171970367431641e-01,9.350261688232421875e-01,1.290889382362365723e-01,3.017696142196655273e-01,-3.946787863969802856e-02,7.856361567974090576e-02,1.506006270647048950e-01,-3.210463523864746094e-01,2.724463343620300293e-01,-4.009543359279632568e-01,3.646393073722720146e-03,-2.013968974351882935e-01,-6.333366036415100098e-01,4.949886202812194824e-01,4.663472473621368408e-01,-3.588141500949859619e-01,-4.845867753028869629e-01,-5.262538790702819824e-01
-3.633840084075927734e-01,1.040017232298851013e-01,-3.409121632575988770e-01,-4.469653964042663574e-01,9.126355648040771484e-01,1.122814565896987915e-01,4.014085829257965088e-01,-6.457996368408203125e-02,4.881574586033821106e-02,1.053566560149192810e-01,-3.427419662475585938e-01,2.246291339397430420e-01,-2.690885066986083984e-01,9.203334152698516846e-02,-2.052321285009384155e-01,-5.520928502082824707e-01,3.848940730094909668e-01,4.490631818771362305e-01,-2.319750189781188965e-01,-5.931197404861450195e-01,-6.000301837921142578e-01
-7.413528114557266235e-02,1.577257737517356873e-02,-9.176835417747497559e-02,-3.119335770606994629e-01,7.511925101280212402e-01,3.790587484836578369e-01,5.708233714103698730e-01,-2.371586859226226807e-01,3.352347016334533691e-02,2.221173346042633057e-01,-3.571544289588928223e-01,9.398411214351654053e-02,1.523567922413349152e-02,7.590447366237640381e-02,-2.208492904901504517e-01,-5.720658302307128906e-01,5.257377028465270996e-01,3.996709883213043213e-01,7.873364537954330444e-02,-7.165911197662353516e-01,-6.485655903816223145e-01
-3.758307099342346191e-01,8.778946474194526672e-03,-1.716184914112091064e-01,-3.741251826286315918e-01,9.592840671539306641e-01,4.531310796737670898e-01,5.251019597053527832e-01,-1.260542720556259155e-01,2.789365313947200775e-02,1.026398763060569763e-01,-4.206218719482421875e-01,3.448785468935966492e-02,-1.576316542923450470e-02,-8.162257820367813110e-02,-6.540112942457199097e-02,-4.903188943862915039e-01,4.718530774116516113e-01,2.086976617574691772e-01,-5.154000222682952881e-02,-6.733966469764709473e-01,-5.543884038925170898e-01
-5.390203595161437988e-01,-7.239458709955215454e-02,-1.202611103653907776e-01,-2.542059719562530518e-01,9.107324481010437012e-01,3.824147880077362061e-01,3.959034085273742676e-01,-1.159552186727523804e-01,7.448291406035423279e-03,2.158775776624679565e-01,-2.764562964439392090e-01,-1.562116891145706177e-01,1.795038133859634399e-01,-6.117668375372886658e-02,3.230163082480430603e-02,-6.977302432060241699e-01,6.545062661170959473e-01,1.600629240274429321e-01,1.674341112375259399e-01,-6.890267133712768555e-01,-3.477142155170440674e-01
-4.857588112354278564e-01,-9.961976110935211182e-02,-2.844799868762493134e-02,-2.829821109771728516e-01,9.590371847152709961e-01,3.075786828994750977e-01,4.646653532981872559e-01,-2.942744195461273193e-01,2.101067900657653809e-01,5.062800645828247070e-01,-1.439307481050491333e-01,-2.063297182321548462e-01,2.903080284595489502e-01,-2.879644334316253662e-01,2.184786051511764526e-01,-5.020835995674133301e-01,5.409492850303649902e-01,-4.707113653421401978e-02,1.364628076553344727e-01,-8.408240079879760742e-01,-5.316106677055358887e-01
-3.515022397041320801e-01,-2.708071172237396240e-01,-1.211400926113128662e-01,4.389313980937004089e-03,7.988713979721069336e-01,1.979165971279144287e-01,4.835726618766784668e-01,-4.194809496402740479e-01,1.440360695123672485e-01,3.503983616828918457e-01,-4.082847833633422852e-01,-1.949572861194610596e-01,2.173545360565185547e-01,-3.159883618354797363e-01,9.050268679857254028e-02,-5.887717008590698242e-01,7.753247618675231934e-01,-3.253118991851806641e-01,1.452191174030303955e-01,-6.529981493949890137e-01,-3.456579446792602539e-01
