Fp1,Fp2,F7,F3,Fz,F4,F8,T3,C3,Cz,C4,T4,T5,P3,Pz,P4,T6,O1,Oz,O2,A1
7.117330074310302734e+00,3.798893213272094727e+00,1.767971873283386230e+00,7.816645145416259766e+00,4.939725875854492188e+00,-2.455122768878936768e-01,3.140271663665771484e+00,1.212584853172302246e+00,4.311780929565429688e+00,6.552915096282958984e+00,-1.212401771545410156e+01,-4.727430820465087891e+00,-1.174116420745849609e+01,-1.372253894805908203e+00,-2.062457656860351562e+01,3.519402980804443359e+00,1.160204029083251953e+01,1.017498111724853516e+01,-8.318337798118591309e-02,-2.230553887784481049e-02,-5.113303661346435547e-02
7.255927562713623047e+00,3.972994804382324219e+00,2.006547212600708008e+00,8.302133560180664062e+00,4.901873111724853516e+00,-5.721952319145202637e-01,3.428570747375488281e+00,1.028198003768920898e+00,4.965782642364501953e+00,6.958522319793701172e+00,-1.240282154083251953e+01,-5.109137535095214844e+00,-1.229789447784423828e+01,-1.878429770469665527e+00,-2.279541587829589844e+01,9.963409900665283203e-01,1.210934734344482422e+01,1.044647312164306641e+01,-9.059807658195495605e-01,1.645643711090087891e-01,-4.728080332279205322e-02
7.272559165954589844e+00,3.898161649703979492e+00,1.984319567680358887e+00,8.570147514343261719e+00,4.839270591735839844e+00,-7.889802455902099609e-01,3.626776218414306641e+00,9.410073161125183105e-01,5.472870826721191406e+00,7.247064113616943359e+00,-1.246943855285644531e+01,-5.238746643066406250e+00,-1.254842376708984375e+01,-2.159380674362182617e+00,-2.440203857421875000e+01,-1.195241093635559082e+00,1.219671726226806641e+01,1.061766815185546875e+01,-1.544671535491943359e+00,3.166677951812744141e-01,-4.464081302285194397e-02
7.276255130767822266e+00,3.783621072769165039e+00,1.805017709732055664e+00,8.707983970642089844e+00,4.824712276458740234e+00,-7.724202871322631836e-01,3.744898796081542969e+00,9.610183238983154297e-01,5.826726913452148438e+00,7.405350208282470703e+00,-1.232756900787353516e+01,-5.153289794921875000e+00,-1.256466102600097656e+01,-2.284763574600219727e+00,-2.551528930664062500e+01,-3.110192775726318359e+00,1.193601799011230469e+01,1.069202518463134766e+01,-2.074262142181396484e+00,4.166214466094970703e-01,-4.324000328779220581e-02
7.370501995086669922e+00,3.844709396362304688e+00,1.581260800361633301e+00,8.815189361572265625e+00,4.925167083740234375e+00,-4.291773438453674316e-01,3.806962966918945312e+00,1.076796054840087891e+00,6.017872333526611328e+00,7.415242671966552734e+00,-1.200312042236328125e+01,-4.901192665100097656e+00,-1.242547893524169922e+01,-2.354420900344848633e+00,-2.621360015869140625e+01,-4.827210426330566406e+00,1.143998336791992188e+01,1.067300415039062500e+01,-2.590215206146240234e+00,4.593552649021148682e-01,-4.275510832667350769e-02
7.627369880676269531e+00,4.217348098754882812e+00,1.416777253150939941e+00,8.963746070861816406e+00,5.172665596008300781e+00,2.573085129261016846e-01,3.824981689453125000e+00,1.251177430152893066e+00,6.036828994750976562e+00,7.265201091766357422e+00,-1.154790401458740234e+01,-4.553668498992919922e+00,-1.223062324523925781e+01,-2.498378992080688477e+00,-2.659311866760253906e+01,-6.448837757110595703e+00,1.083685111999511719e+01,1.055714416503906250e+01,-3.197084903717041016e+00,4.434206187725067139e-01,-4.276857525110244751e-02
8.035771369934082031e+00,4.904591560363769531e+00,1.370840311050415039e+00,9.159779548645019531e+00,5.561384201049804688e+00,1.202731966972351074e+00,3.806962966918945312e+00,1.424129366874694824e+00,5.859900951385498047e+00,6.937088012695312500e+00,-1.102483654022216797e+01,-4.203296184539794922e+00,-1.209376049041748047e+01,-2.853631019592285156e+00,-2.673986434936523438e+01,-8.068080902099609375e+00,1.022808265686035156e+01,1.032369613647460938e+01,-4.001698970794677734e+00,3.637474179267883301e-01,-4.295714572072029114e-02
8.508852005004882812e+00,5.768990993499755859e+00,1.449377536773681641e+00,9.346623420715332031e+00,6.037454605102539062e+00,2.227944374084472656e+00,3.736890316009521484e+00,1.518466830253601074e+00,5.469711780548095703e+00,6.412766456604003906e+00,-1.049313449859619141e+01,-3.948350429534912109e+00,-1.211231803894042969e+01,-3.540915489196777344e+00,-2.672468376159667969e+01,-9.749327659606933594e+00,9.670043945312500000e+00,9.941533088684082031e+00,-5.079063415527343750e+00,2.087467908859252930e-01,-4.315918684005737305e-02
8.906165122985839844e+00,6.575356483459472656e+00,1.615342974662780762e+00,9.423198699951171875e+00,6.522260665893554688e+00,3.110138893127441406e+00,3.594743013381958008e+00,1.464151382446289062e+00,4.853622913360595703e+00,5.667504310607910156e+00,-9.991039276123046875e+00,-3.882833480834960938e+00,-1.235820674896240234e+01,-4.639177799224853516e+00,-2.659058761596679688e+01,-1.150450038909912109e+01,9.168373107910156250e+00,9.372611999511718750e+00,-6.465545177459716797e+00,-3.534297272562980652e-02,-4.342857375741004944e-02
9.078026771545410156e+00,7.083916664123535156e+00,1.807981371879577637e+00,9.280768394470214844e+00,6.934272766113281250e+00,3.649090528488159180e+00,3.362502098083496094e+00,1.206867456436157227e+00,4.035330772399902344e+00,4.689759731292724609e+00,-9.523487091064453125e+00,-4.066565513610839844e+00,-1.284302711486816406e+01,-6.166993141174316406e+00,-2.634516716003417969e+01,-1.328829097747802734e+01,8.704751014709472656e+00,8.584076881408691406e+00,-8.140687942504882812e+00,-3.822836279869079590e-01,-4.385959357023239136e-02
8.928340911865234375e+00,7.131259918212890625e+00,1.968019485473632812e+00,8.842757225036621094e+00,7.207976818084716797e+00,3.721352338790893555e+00,3.046174049377441406e+00,7.194572687149047852e-01,3.057487726211547852e+00,3.476235628128051758e+00,-9.054700851440429688e+00,-4.520910263061523438e+00,-1.351806259155273438e+01,-8.084888458251953125e+00,-2.597577095031738281e+01,-1.500292396545410156e+01,8.258038520812988281e+00,7.563822269439697266e+00,-1.002266597747802734e+01,-8.371452689170837402e-01,-4.449265077710151672e-02
8.451564788818359375e+00,6.679206848144531250e+00,2.062856912612915039e+00,8.089253425598144531e+00,7.306976318359375000e+00,3.310364007949829102e+00,2.673787832260131836e+00,4.779717419296503067e-03,2.000658750534057617e+00,2.048366069793701172e+00,-8.520530700683593750e+00,-5.227352619171142578e+00,-1.427892780303955078e+01,-1.030230998992919922e+01,-2.546215629577636719e+01,-1.654585456848144531e+01,7.821190357208251953e+00,6.322225093841552734e+00,-1.200010776519775391e+01,-1.396306395530700684e+00,-4.526040330529212952e-02
