AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-9.787698090076446533e-02,1.094964146614074707e-01,8.572863414883613586e-03,6.833452731370925903e-02,-4.741542041301727295e-02,-9.827198833227157593e-02,-1.586301922798156738e-01,1.483914256095886230e-01,-1.467198580503463745e-01,5.513149872422218323e-02,-1.083221808075904846e-01,-9.935792535543441772e-03,-1.706870049238204956e-01,-2.347432374954223633e-01
6.821526885032653809e-01,6.670303940773010254e-01,4.586929976940155029e-01,6.938254237174987793e-01,8.324955105781555176e-01,3.814779520034790039e-01,6.068061590194702148e-01,8.147079944610595703e-01,7.590159177780151367e-01,6.136025786399841309e-01,8.164655566215515137e-01,8.991040587425231934e-01,5.989273190498352051e-01,7.172566652297973633e-01
1.328911066055297852e+00,1.178542017936706543e+00,9.681690931320190430e-01,1.279848575592041016e+00,1.307562947273254395e+00,9.478847384452819824e-01,1.120173454284667969e+00,1.250636816024780273e+00,1.253601193428039551e+00,9.525836110115051270e-01,1.366098403930664062e+00,1.351743459701538086e+00,1.038377285003662109e+00,1.395216226577758789e+00
1.479246258735656738e+00,1.590178728103637695e+00,1.490904927253723145e+00,1.607302188873291016e+00,1.444962143898010254e+00,1.053304791450500488e+00,1.418766856193542480e+00,1.468609094619750977e+00,1.476785063743591309e+00,9.635043740272521973e-01,1.678662896156311035e+00,1.457564592361450195e+00,1.392035126686096191e+00,1.561740517616271973e+00
1.460773348808288574e+00,1.365925431251525879e+00,1.217200517654418945e+00,1.433468937873840332e+00,1.520723581314086914e+00,1.101643800735473633e+00,1.095032095909118652e+00,1.129329562187194824e+00,1.186903119087219238e+00,8.385604619979858398e-01,1.589455246925354004e+00,1.070845961570739746e+00,1.181114673614501953e+00,1.387836217880249023e+00
1.083747982978820801e+00,1.275348067283630371e+00,7.921772003173828125e-01,1.346522808074951172e+00,8.954898715019226074e-01,6.200029253959655762e-01,7.741475701332092285e-01,9.072649478912353516e-01,9.870224595069885254e-01,5.249377489089965820e-01,1.106619238853454590e+00,7.708215117454528809e-01,7.535955905914306641e-01,8.595229387283325195e-01
7.710192799568176270e-01,6.987673044204711914e-01,3.749924004077911377e-01,8.621577620506286621e-01,1.892107278108596802e-01,2.450294941663742065e-01,2.950053215026855469e-01,2.803455591201782227e-01,2.132192999124526978e-01,1.486018896102905273e-01,6.679273843765258789e-01,2.706739008426666260e-01,4.983596131205558777e-02,7.878348976373672485e-02
8.710070699453353882e-02,1.525245755910873413e-01,-4.933249205350875854e-02,1.082272753119468689e-01,-3.828273341059684753e-02,-1.507379487156867981e-02,-1.960187256336212158e-01,-2.827417850494384766e-01,-3.402362167835235596e-01,-1.771346032619476318e-01,-4.648323357105255127e-02,-2.246832549571990967e-01,-4.196986258029937744e-01,-3.457868397235870361e-01
-1.602081656455993652e-01,-1.730279028415679932e-01,-5.148816108703613281e-01,-2.975660860538482666e-01,-4.822707474231719971e-01,-2.719246745109558105e-01,-4.275035262107849121e-01,-5.936868190765380859e-01,-6.629252433776855469e-01,-4.426030516624450684e-01,-3.602177798748016357e-01,-4.624793529510498047e-01,-6.435815691947937012e-01,-6.583369970321655273e-01
-5.662491917610168457e-01,-5.625012516975402832e-01,-4.239221811294555664e-01,-6.173934936523437500e-01,-3.952854275703430176e-01,-3.220978379249572754e-01,-2.516835629940032959e-01,-6.757927536964416504e-01,-5.025035738945007324e-01,-4.121978580951690674e-01,-6.003931164741516113e-01,-4.142732024192810059e-01,-3.147437572479248047e-01,-4.709472954273223877e-01
