AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-1.352958008646965027e-02,-7.470349967479705811e-02,1.143402233719825745e-02,-1.286513954401016235e-01,-6.520011276006698608e-02,-4.506065696477890015e-02,-4.316901043057441711e-02,-1.533917244523763657e-02,1.256980746984481812e-01,1.355509273707866669e-02,-8.395411819219589233e-02,4.792298004031181335e-02,-1.289413571357727051e-01,-1.483988761901855469e-01
6.147742867469787598e-01,4.739882349967956543e-01,5.350983738899230957e-01,8.444175720214843750e-01,4.872865378856658936e-01,6.991155743598937988e-01,5.470384359359741211e-01,6.386283636093139648e-01,7.357540726661682129e-01,4.884584844112396240e-01,5.735943913459777832e-01,5.634492635726928711e-01,8.099825978279113770e-01,9.266827106475830078e-01
1.174717068672180176e+00,9.734836816787719727e-01,8.058205246925354004e-01,1.340675711631774902e+00,1.131778120994567871e+00,1.058134317398071289e+00,1.241021871566772461e+00,1.194347262382507324e+00,1.277873635292053223e+00,8.044694066047668457e-01,1.117584943771362305e+00,1.225973486900329590e+00,1.471837878227233887e+00,1.509149312973022461e+00
1.371106982231140137e+00,1.199189305305480957e+00,1.106318593025207520e+00,1.614315509796142578e+00,1.083790421485900879e+00,1.347272515296936035e+00,1.510252833366394043e+00,1.197969317436218262e+00,1.494378328323364258e+00,1.345950484275817871e+00,1.788321018218994141e+00,1.473532080650329590e+00,1.505450010299682617e+00,1.691614031791687012e+00
1.506884932518005371e+00,1.120346307754516602e+00,1.153809905052185059e+00,1.414167046546936035e+00,1.153558492660522461e+00,1.153207898139953613e+00,1.433831691741943359e+00,1.290877461433410645e+00,1.105111241340637207e+00,1.085883498191833496e+00,1.621533036231994629e+00,1.329719185829162598e+00,1.219961762428283691e+00,1.422617673873901367e+00
1.167693138122558594e+00,1.095827698707580566e+00,7.471587061882019043e-01,7.806217074394226074e-01,6.869953870773315430e-01,7.233683466911315918e-01,9.760383367538452148e-01,9.264490008354187012e-01,5.753220319747924805e-01,9.899871945381164551e-01,1.290334939956665039e+00,1.099107623100280762e+00,7.411476373672485352e-01,9.934405088424682617e-01
6.749616861343383789e-01,5.191106796264648438e-01,5.491509437561035156e-01,-1.936836866661906242e-03,3.617179691791534424e-01,2.568154335021972656e-01,6.789640188217163086e-01,5.282465815544128418e-01,2.489351294934749603e-02,5.326964855194091797e-01,7.851913571357727051e-01,6.815199851989746094e-01,1.648299694061279297e-01,2.821779251098632812e-01
8.806362003087997437e-02,1.160775050520896912e-01,-6.028436837368644774e-05,-5.221489071846008301e-01,-7.187592983245849609e-02,-1.878667622804641724e-01,-3.975035622715950012e-02,1.467886716127395630e-01,-1.800187081098556519e-01,5.292047932744026184e-02,1.348367035388946533e-01,2.039197236299514771e-01,-3.174012303352355957e-01,-1.912507712841033936e-01
-2.985707521438598633e-01,-4.636411964893341064e-01,-1.847259551286697388e-01,-5.031111240386962891e-01,-4.592346549034118652e-01,-4.540960192680358887e-01,-4.307534694671630859e-01,-4.711244702339172363e-01,-4.782818853855133057e-01,-1.807430982589721680e-01,-3.990217447280883789e-01,-9.994544088840484619e-02,-5.546318888664245605e-01,-5.643909573554992676e-01
-4.944832324981689453e-01,-5.044589042663574219e-01,-4.279173314571380615e-01,-3.667656779289245605e-01,-3.583188354969024658e-01,-4.474703073501586914e-01,-6.719219088554382324e-01,-5.862866640090942383e-01,-3.469664454460144043e-01,-6.214445233345031738e-01,-5.900739431381225586e-01,-4.736485481262207031e-01,-3.758569657802581787e-01,-5.507097244262695312e-01
-5.203291177749633789e-01,-4.318969249725341797e-01,-3.120366632938385010e-01,5.160689726471900940e-02,-9.892417490482330322e-02,2.019784180447459221e-03,-3.692889511585235596e-01,-4.012768864631652832e-01,2.262746840715408325e-01,-4.813231527805328369e-01,-3.977335095405578613e-01,-5.763544440269470215e-01,2.366023659706115723e-01,-9.620869904756546021e-02
-3.767985403537750244e-01,-2.793346643447875977e-01,-1.490805447101593018e-01,7.176377773284912109e-01,3.544124364852905273e-01,2.962438166141510010e-01,2.210868336260318756e-02,3.154436498880386353e-02,8.727552294731140137e-01,-4.321306347846984863e-01,-3.797608315944671631e-01,-2.847533226013183594e-01,9.246082901954650879e-01,6.020918488502502441e-01
4.704044386744499207e-02,1.956280618906021118e-01,1.842646747827529907e-01,1.023616909980773926e+00,9.063461422920227051e-01,5.562383532524108887e-01,5.940735936164855957e-01,5.330564379692077637e-01,1.114639997482299805e+00,7.498946040868759155e-02,-3.066196143627166748e-01,9.125252068042755127e-02,9.959719181060791016e-01,9.358251094818115234e-01
