AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
8.086978644132614136e-02,-6.111592426896095276e-02,1.319228205829858780e-02,8.055388927459716797e-02,-2.169692367315292358e-01,9.065417572855949402e-03,2.453032135963439941e-02,-7.490998506546020508e-02,-8.521041274070739746e-02,1.074172258377075195e-01,5.130997300148010254e-02,4.385836794972419739e-02,-6.626749411225318909e-03,4.579062014818191528e-02
5.813189744949340820e-01,7.570996284484863281e-01,8.589766025543212891e-01,4.809767901897430420e-01,6.954954862594604492e-01,8.050348162651062012e-01,7.237032055854797363e-01,7.713563442230224609e-01,6.840373873710632324e-01,6.331215500831604004e-01,6.753223538398742676e-01,6.799594759941101074e-01,6.430833339691162109e-01,7.046561837196350098e-01
9.228813648223876953e-01,1.415397644042968750e+00,1.424884557723999023e+00,1.018132209777832031e+00,1.078194022178649902e+00,1.230938673019409180e+00,1.065845966339111328e+00,1.100484848022460938e+00,1.189797401428222656e+00,1.225879788398742676e+00,1.106307625770568848e+00,1.150787591934204102e+00,1.064783573150634766e+00,1.120524525642395020e+00
1.215855360031127930e+00,1.499515771865844727e+00,1.510501146316528320e+00,1.175537824630737305e+00,1.350042700767517090e+00,1.283008575439453125e+00,1.264198064804077148e+00,1.564349174499511719e+00,1.416880011558532715e+00,1.407546162605285645e+00,1.424508571624755859e+00,1.281508684158325195e+00,1.185332417488098145e+00,1.239654064178466797e+00
1.206404447555541992e+00,1.607548713684082031e+00,1.315225243568420410e+00,1.056740641593933105e+00,1.066131353378295898e+00,1.272464990615844727e+00,1.149178504943847656e+00,1.330995559692382812e+00,1.371256709098815918e+00,1.018079161643981934e+00,1.164977192878723145e+00,1.328033685684204102e+00,1.048850536346435547e+00,1.065271139144897461e+00
8.243184685707092285e-01,1.193907260894775391e+00,8.572483658790588379e-01,7.584683895111083984e-01,9.415369033813476562e-01,9.901738762855529785e-01,8.165552020072937012e-01,9.491809010505676270e-01,1.155743360519409180e+00,7.958915233612060547e-01,7.171525955200195312e-01,6.282592415809631348e-01,8.091649413108825684e-01,8.274930715560913086e-01
4.479133486747741699e-01,8.723289370536804199e-01,2.569181025028228760e-01,5.359721779823303223e-01,1.420813649892807007e-01,3.257215023040771484e-01,2.519729733467102051e-01,5.724820494651794434e-01,6.639478206634521484e-01,9.021887928247451782e-02,2.979968488216400146e-01,6.447230279445648193e-02,3.632087707519531250e-01,3.230676949024200439e-01
-1.282147597521543503e-02,1.724689006805419922e-01,-5.014717578887939453e-01,-2.805042825639247894e-02,-2.221959382295608521e-01,1.240088883787393570e-02,-4.207051098346710205e-01,8.265387266874313354e-02,-3.661427274346351624e-02,-3.791439533233642578e-01,-2.189173996448516846e-01,-2.407261878252029419e-01,-6.294119171798229218e-03,-2.845424041152000427e-02
-2.323653697967529297e-01,-2.596755027770996094e-01,-4.974428713321685791e-01,-2.202136218547821045e-01,-4.283682703971862793e-01,-3.776428699493408203e-01,-2.716073989868164062e-01,-3.039237856864929199e-01,-5.229517221450805664e-01,-4.367809295654296875e-01,-5.859606862068176270e-01,-4.880030155181884766e-01,-3.282447755336761475e-01,-4.959122836589813232e-01
-4.733582139015197754e-01,-5.648314952850341797e-01,-3.329652547836303711e-01,-4.296434223651885986e-01,-2.720528841018676758e-01,-6.150581240653991699e-01,-4.254139661788940430e-01,-6.456621289253234863e-01,-6.279925107955932617e-01,-5.037141963839530945e-03,-3.318207859992980957e-01,-3.874258697032928467e-01,-4.028081893920898438e-01,-4.352383315563201904e-01
-4.688458144664764404e-01,-9.106304049491882324e-01,-1.096791215240955353e-02,-2.708775997161865234e-01,-1.607345640659332275e-01,-3.866940140724182129e-01,-7.288118451833724976e-02,-5.146754980087280273e-01,-3.990037441253662109e-01,2.624290585517883301e-01,-3.825034797191619873e-01,7.569295912981033325e-02,-1.869696378707885742e-01,3.151031211018562317e-02
-1.327127963304519653e-01,-4.788113832473754883e-01,4.913970530033111572e-01,-7.162024080753326416e-02,3.506281673908233643e-01,8.961294591426849365e-02,3.975881934165954590e-01,-2.248000353574752808e-01,-1.580800265073776245e-01,6.254765391349792480e-01,2.443493604660034180e-01,6.542333364486694336e-01,6.966528296470642090e-02,4.025884568691253662e-01
2.352548390626907349e-01,-8.104139566421508789e-02,1.055280804634094238e+00,1.369781941175460815e-01,5.999500751495361328e-01,5.536215305328369141e-01,7.541958689689636230e-01,1.268896907567977905e-01,1.522631049156188965e-01,1.415209650993347168e+00,5.478318333625793457e-01,8.651034235954284668e-01,4.228741526603698730e-01,6.846834421157836914e-01
5.117371678352355957e-01,3.759602904319763184e-01,1.106529355049133301e+00,5.532803535461425781e-01,8.244563341140747070e-01,5.484282374382019043e-01,1.121592521667480469e+00,7.481686472892761230e-01,5.884321331977844238e-01,1.231495499610900879e+00,9.255393147468566895e-01,1.039477467536926270e+00,7.104706168174743652e-01,7.165635228157043457e-01
6.328713297843933105e-01,7.118484973907470703e-01,8.526242375373840332e-01,7.551353573799133301e-01,9.923863410949707031e-01,8.639195561408996582e-01,9.540457725524902344e-01,9.545730352401733398e-01,9.805359244346618652e-01,1.036599278450012207e+00,8.548085689544677734e-01,8.152027726173400879e-01,1.127037644386291504e+00,7.738538980484008789e-01
8.228284120559692383e-01,9.340372085571289062e-01,4.305845499038696289e-01,7.656198740005493164e-01,8.417410850524902344e-01,8.589589595794677734e-01,4.546936154365539551e-01,7.881284952163696289e-01,9.160294532775878906e-01,4.609749615192413330e-01,9.614467620849609375e-01,3.363353908061981201e-01,5.040006041526794434e-01,3.836249113082885742e-01
