AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-2.437584698200225830e-01,8.989833295345306396e-02,7.005847245454788208e-02,-1.983664371073246002e-02,-9.972564131021499634e-02,7.819461822509765625e-02,1.244530826807022095e-02,-2.346282750368118286e-01,3.980601951479911804e-02,2.969415858387947083e-02,-4.345479421317577362e-03,-6.767461448907852173e-02,-2.076191455125808716e-01,-1.058855354785919189e-01
4.581534266471862793e-01,4.856704473495483398e-01,4.797200560569763184e-01,4.797831177711486816e-01,4.433062970638275146e-01,3.731992840766906738e-01,6.091839075088500977e-01,7.662340402603149414e-01,4.429735839366912842e-01,4.755891263484954834e-01,5.560909509658813477e-01,4.700615406036376953e-01,5.554728507995605469e-01,6.326725482940673828e-01
8.285523056983947754e-01,1.054912686347961426e+00,9.812453389167785645e-01,9.079470038414001465e-01,8.301639556884765625e-01,9.063785672187805176e-01,1.314752578735351562e+00,1.177144408226013184e+00,5.893287658691406250e-01,9.379565715789794922e-01,9.465671777725219727e-01,1.164783477783203125e+00,1.103441476821899414e+00,1.236537337303161621e+00
1.019805550575256348e+00,1.331110358238220215e+00,1.146654367446899414e+00,1.202319741249084473e+00,1.325545668601989746e+00,1.340222477912902832e+00,1.572172522544860840e+00,1.659365057945251465e+00,1.143241405487060547e+00,1.406827688217163086e+00,1.266778349876403809e+00,1.352719545364379883e+00,1.501214146614074707e+00,1.512231349945068359e+00
1.228097558021545410e+00,1.545110106468200684e+00,1.337958455085754395e+00,1.521281242370605469e+00,1.430834054946899414e+00,1.414777517318725586e+00,1.594578623771667480e+00,1.756958007812500000e+00,1.350636720657348633e+00,1.631976842880249023e+00,1.612856388092041016e+00,1.726351857185363770e+00,1.776863813400268555e+00,1.660056352615356445e+00
1.243836879730224609e+00,1.632269144058227539e+00,1.254860520362854004e+00,1.753430366516113281e+00,1.631707906723022461e+00,1.575427055358886719e+00,1.747207522392272949e+00,1.948615312576293945e+00,1.243295907974243164e+00,1.608674287796020508e+00,1.563805818557739258e+00,1.693188786506652832e+00,1.763214468955993652e+00,1.840300798416137695e+00
1.017250776290893555e+00,1.577386736869812012e+00,1.101989150047302246e+00,1.501429080963134766e+00,1.409269452095031738e+00,1.454407691955566406e+00,1.445887088775634766e+00,1.937114119529724121e+00,1.199988842010498047e+00,1.457853317260742188e+00,1.277059197425842285e+00,1.774488568305969238e+00,1.621991157531738281e+00,1.674559831619262695e+00
8.609578609466552734e-01,1.203950166702270508e+00,8.382765650749206543e-01,1.241079568862915039e+00,1.015884995460510254e+00,1.345254302024841309e+00,1.410553097724914551e+00,1.384865283966064453e+00,9.544751048088073730e-01,1.396255731582641602e+00,1.227255225181579590e+00,1.579560041427612305e+00,1.500743389129638672e+00,1.502662420272827148e+00
7.880976200103759766e-01,1.169997930526733398e+00,9.252826571464538574e-01,1.323281288146972656e+00,1.131881952285766602e+00,1.217893600463867188e+00,1.106805443763732910e+00,1.259894371032714844e+00,9.031043648719787598e-01,1.354547619819641113e+00,7.929339408874511719e-01,1.231431007385253906e+00,1.511385560035705566e+00,1.226718902587890625e+00
7.829859256744384766e-01,1.073928356170654297e+00,9.148980379104614258e-01,9.016174077987670898e-01,8.732259273529052734e-01,9.680199027061462402e-01,1.122525691986083984e+00,9.943911433219909668e-01,9.718174934387207031e-01,1.112653374671936035e+00,8.044409751892089844e-01,1.093484640121459961e+00,1.056668996810913086e+00,1.118016719818115234e+00
