AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-2.242148518562316895e-01,1.562697440385818481e-02,-2.529902756214141846e-01,-9.682109951972961426e-02,-1.878532618284225464e-01,7.065939903259277344e-02,1.549739688634872437e-01,-4.056220054626464844e-01,6.588657498359680176e-01,-7.623230814933776855e-01,9.901725053787231445e-01,2.566936314105987549e-01,5.486283302307128906e-01,-1.009579181671142578e+00
-1.833619475364685059e-01,-1.800581514835357666e-01,-1.373347640037536621e-01,-2.806301712989807129e-01,-3.533989191055297852e-01,1.192339807748794556e-01,7.569181919097900391e-02,-4.523160755634307861e-01,8.333496451377868652e-01,-7.750332355499267578e-01,9.215443134307861328e-01,2.310553938150405884e-01,5.654608607292175293e-01,-7.557479739189147949e-01
-7.920742779970169067e-02,-7.648841291666030884e-02,-4.657302424311637878e-02,-1.797461658716201782e-01,-3.479828536510467529e-01,2.422637045383453369e-01,1.465150862932205200e-01,-5.272154808044433594e-01,8.395957350730895996e-01,-7.036895751953125000e-01,8.318281769752502441e-01,3.230010569095611572e-01,7.308895587921142578e-01,-9.255743622779846191e-01
-1.557492911815643311e-01,-8.417066931724548340e-02,-4.930420592427253723e-02,-1.954685896635055542e-01,-3.925182819366455078e-01,1.201661601662635803e-01,1.569979786872863770e-01,-3.775351345539093018e-01,6.813915967941284180e-01,-8.508286476135253906e-01,9.305461049079895020e-01,2.889021039009094238e-01,6.267958283424377441e-01,-9.646745324134826660e-01
2.277359217405319214e-01,-1.434543281793594360e-01,1.900047957897186279e-01,-1.743707209825515747e-01,-3.047075271606445312e-01,1.719934493303298950e-01,1.197725236415863037e-01,-4.685836136341094971e-01,6.135244965553283691e-01,-7.532384991645812988e-01,8.964883685111999512e-01,3.396544754505157471e-01,8.427124619483947754e-01,-8.542790412902832031e-01
1.933115422725677490e-01,-1.815927624702453613e-01,5.877150967717170715e-02,-3.537506163120269775e-01,-1.143886968493461609e-01,4.837582111358642578e-01,7.120899111032485962e-02,-5.564590096473693848e-01,7.795502543449401855e-01,-7.435075640678405762e-01,9.149417877197265625e-01,7.550640404224395752e-02,6.049262285232543945e-01,-7.912499904632568359e-01
1.060262322425842285e-01,-1.156213805079460144e-01,3.761378675699234009e-02,-3.942152857780456543e-01,-1.636572480201721191e-01,4.387073814868927002e-01,7.541864365339279175e-02,-2.137463837862014771e-01,7.079948782920837402e-01,-5.943998694419860840e-01,7.375528216361999512e-01,2.896693348884582520e-01,6.630361676216125488e-01,-9.478484988212585449e-01
1.810762882232666016e-01,-3.467178642749786377e-01,1.829852312803268433e-01,-3.608542680740356445e-01,-2.378752082586288452e-01,5.538231134414672852e-01,-8.626542985439300537e-02,-2.553118169307708740e-01,5.364416241645812988e-01,-9.072576165199279785e-01,5.813554525375366211e-01,1.365332156419754028e-01,6.225110888481140137e-01,-6.404394507408142090e-01
1.412682533264160156e-01,-1.743202060461044312e-01,2.748962640762329102e-01,-5.975600481033325195e-01,-5.666106343269348145e-01,4.802891910076141357e-01,2.743193805217742920e-01,-3.648323714733123779e-01,5.217559337615966797e-01,-6.058647036552429199e-01,7.940515875816345215e-01,3.137726485729217529e-01,7.248017787933349609e-01,-5.940173864364624023e-01
2.393156737089157104e-01,-3.229125961661338806e-02,6.474043428897857666e-02,-4.140074551105499268e-01,-3.252055048942565918e-01,5.571961998939514160e-01,1.964043229818344116e-01,-1.643285602331161499e-01,6.775398850440979004e-01,-7.487390041351318359e-01,5.000964403152465820e-01,4.137194156646728516e-02,7.064614295959472656e-01,-5.739574432373046875e-01
4.110694229602813721e-01,-5.961645022034645081e-02,1.470239311456680298e-01,-5.690859556198120117e-01,-1.586629152297973633e-01,6.030749082565307617e-01,1.922803074121475220e-01,-4.179909527301788330e-01,5.676479935646057129e-01,-7.032662630081176758e-01,4.692686796188354492e-01,1.924121007323265076e-02,7.731561660766601562e-01,-5.377839803695678711e-01
3.163529038429260254e-01,-1.557747870683670044e-01,3.197080790996551514e-01,-1.998603790998458862e-01,-3.292489647865295410e-01,7.207805514335632324e-01,7.182555645704269409e-02,-1.913000792264938354e-01,4.424611032009124756e-01,-6.130958199501037598e-01,4.653776586055755615e-01,2.512432336807250977e-01,6.637307405471801758e-01,-4.726707637310028076e-01
4.499233961105346680e-01,6.249434128403663635e-02,2.263864874839782715e-01,-4.506875872611999512e-01,-4.590504169464111328e-01,8.112353682518005371e-01,4.841450601816177368e-03,-5.251329764723777771e-02,5.211694240570068359e-01,-6.832711696624755859e-01,3.993490636348724365e-01,2.837800979614257812e-01,8.362466096878051758e-01,-5.548779964447021484e-01
5.481275916099548340e-01,1.665029115974903107e-02,2.802728414535522461e-01,-3.977876007556915283e-01,-1.842903047800064087e-01,6.953088641166687012e-01,9.557048976421356201e-02,-1.898762881755828857e-01,5.068328976631164551e-01,-5.217214226722717285e-01,2.060611099004745483e-01,-1.017281636595726013e-01,5.747205018997192383e-01,-4.855893850326538086e-01
5.226647853851318359e-01,-5.592456459999084473e-02,2.949923276901245117e-01,-3.735512793064117432e-01,-4.402203261852264404e-01,6.584746837615966797e-01,-8.955245465040206909e-02,-2.383423745632171631e-01,3.673761785030364990e-01,-5.312131643295288086e-01,1.777885258197784424e-01,1.975868791341781616e-01,4.773150086402893066e-01,-3.450644314289093018e-01
4.000662565231323242e-01,5.856764316558837891e-02,2.285275459289550781e-01,-3.854712843894958496e-01,-3.163748085498809814e-01,5.925362110137939453e-01,1.919137090444564819e-01,-1.176081895828247070e-01,3.528966009616851807e-01,-5.053497552871704102e-01,1.404589861631393433e-01,-4.390836227685213089e-03,8.085674047470092773e-01,-3.864848017692565918e-01
6.553190946578979492e-01,-2.157213389873504639e-01,3.052819967269897461e-01,-5.596780180931091309e-01,-4.751948714256286621e-01,6.843473911285400391e-01,3.991301730275154114e-02,-1.410030573606491089e-01,2.641356885433197021e-01,-3.851428329944610596e-01,1.748023033142089844e-01,1.116936430335044861e-01,7.320016622543334961e-01,-3.115628957748413086e-01
5.972292423248291016e-01,-2.530180513858795166e-01,4.089586436748504639e-01,-6.437035799026489258e-01,-4.115159213542938232e-01,7.838821411132812500e-01,5.269115418195724487e-02,-3.112134933471679688e-01,2.147323489189147949e-01,-5.797285437583923340e-01,1.137268543243408203e-01,1.265940517187118530e-01,5.451173782348632812e-01,-1.696710884571075439e-01
4.289268255233764648e-01,-2.056683450937271118e-01,2.963531315326690674e-01,-2.274757325649261475e-01,-5.733561515808105469e-01,7.599025964736938477e-01,3.146065771579742432e-02,-7.330781966447830200e-02,3.146099448204040527e-01,-1.513403505086898804e-01,6.176036968827247620e-02,-3.352172672748565674e-02,4.853381514549255371e-01,-5.357694625854492188e-02
4.557658135890960693e-01,-1.109375506639480591e-01,3.151274621486663818e-01,-3.323211669921875000e-01,-3.735213279724121094e-01,5.367786884307861328e-01,8.204072713851928711e-02,-2.366197407245635986e-01,2.092746198177337646e-01,-2.309302836656570435e-01,-4.482924565672874451e-02,1.366120725870132446e-01,7.672966718673706055e-01,9.853648394346237183e-02
5.982734560966491699e-01,-1.688187718391418457e-01,3.063818514347076416e-01,-3.020058274269104004e-01,-5.919460058212280273e-01,5.501093864440917969e-01,2.926797233521938324e-02,-2.314781397581100464e-01,1.827523112297058105e-01,-1.431708335876464844e-01,4.752746783196926117e-03,1.910666525363922119e-01,6.375911831855773926e-01,4.530387371778488159e-02
7.396180033683776855e-01,-1.096814498305320740e-01,4.099988639354705811e-01,-9.937322139739990234e-02,-5.305948853492736816e-01,5.420420169830322266e-01,1.567782163619995117e-01,-7.073466479778289795e-02,2.161252498626708984e-01,-2.825862728059291840e-02,-2.639825642108917236e-01,1.118543595075607300e-01,3.267841041088104248e-01,1.686988770961761475e-02
6.959497332572937012e-01,-2.605011463165283203e-01,2.960228919982910156e-01,1.907436922192573547e-02,-3.142601549625396729e-01,6.053651571273803711e-01,2.168738283216953278e-02,-1.718330085277557373e-01,3.906986489892005920e-02,2.063927352428436279e-01,-1.614201217889785767e-01,7.837679982185363770e-02,3.834144175052642822e-01,2.526701390743255615e-01
9.645734429359436035e-01,-2.194640487432479858e-01,4.405562579631805420e-01,-5.424819886684417725e-02,-4.487936198711395264e-01,6.591066122055053711e-01,-1.086690053343772888e-01,4.132554680109024048e-02,9.486594796180725098e-02,3.045380413532257080e-01,-1.472948044538497925e-01,2.052253484725952148e-01,4.967770278453826904e-01,2.255457490682601929e-01
8.019170761108398438e-01,-3.200078606605529785e-01,2.619782388210296631e-01,1.347882300615310669e-02,-2.928464710712432861e-01,5.344738960266113281e-01,-6.488711386919021606e-02,-4.986157268285751343e-02,-4.385847970843315125e-02,2.698214948177337646e-01,-1.839747130870819092e-01,3.461903929710388184e-01,4.488379955291748047e-01,3.894347250461578369e-01
7.929639816284179688e-01,5.981448665261268616e-02,3.536326885223388672e-01,7.638897746801376343e-02,-3.244090676307678223e-01,5.075010061264038086e-01,-1.723289638757705688e-01,5.284325778484344482e-02,1.490729153156280518e-01,1.249438822269439697e-01,-1.059160232543945312e-01,1.785551309585571289e-01,3.662464618682861328e-01,2.233705222606658936e-01
7.007106542587280273e-01,-1.973536908626556396e-01,5.617938637733459473e-01,3.932942748069763184e-01,-3.198142647743225098e-01,4.869710803031921387e-01,-3.164852857589721680e-01,-2.374275028705596924e-01,-3.308721631765365601e-02,4.901970326900482178e-01,-3.101401627063751221e-01,2.933230996131896973e-01,1.837385296821594238e-01,3.235572278499603271e-01
5.739181637763977051e-01,-1.806100904941558838e-01,4.914653897285461426e-01,2.141471952199935913e-01,-4.162983000278472900e-01,5.303097963333129883e-01,-4.364828765392303467e-01,-7.483623921871185303e-02,4.349261522293090820e-02,3.512243032455444336e-01,-2.949410378932952881e-01,2.596987187862396240e-01,3.247545361518859863e-01,2.116500288248062134e-01
