AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
4.235679507255554199e-01,-4.428588449954986572e-01,-7.009808421134948730e-01,-2.783080041408538818e-01,-1.020910125225782394e-02,-6.784073710441589355e-01,3.248766958713531494e-01,1.037002801895141602e+00,-2.100437581539154053e-01,-6.391021013259887695e-01,-2.333178743720054626e-02,4.690891504287719727e-02,8.284921050071716309e-01,-1.525927335023880005e-01
1.090321987867355347e-01,-3.202770948410034180e-01,-7.761754989624023438e-01,-3.328736126422882080e-01,5.612675845623016357e-02,-5.125796794891357422e-01,3.807066082954406738e-01,1.150510549545288086e+00,-3.179748058319091797e-01,-6.359855532646179199e-01,2.714850381016731262e-02,6.848856061697006226e-02,7.358593344688415527e-01,-2.345090061426162720e-01
2.642157673835754395e-01,-2.742976546287536621e-01,-6.193985342979431152e-01,-3.221730887889862061e-01,-1.888500899076461792e-01,-3.538975119590759277e-01,3.749744296073913574e-01,8.906132578849792480e-01,-3.734816610813140869e-01,-5.982356071472167969e-01,9.796797484159469604e-02,-3.378076851367950439e-02,5.287036299705505371e-01,-4.476698115468025208e-02
4.328668713569641113e-01,-5.220690965652465820e-01,-7.858436107635498047e-01,-5.439800620079040527e-01,-6.708968896418809891e-03,-5.874641537666320801e-01,5.641273856163024902e-01,1.006677150726318359e+00,-2.387323230504989624e-01,-4.389233589172363281e-01,1.701503098011016846e-01,-1.419837623834609985e-01,4.730564653873443604e-01,-2.831489965319633484e-02
4.773922264575958252e-01,-3.458445668220520020e-01,-5.710158348083496094e-01,-5.569599270820617676e-01,-7.235042750835418701e-02,-4.091213047504425049e-01,4.867358803749084473e-01,1.001502156257629395e+00,-3.262297511100769043e-01,-5.906786918640136719e-01,3.363649547100067139e-01,1.444434821605682373e-01,5.335789918899536133e-01,-4.007216915488243103e-02
5.075669884681701660e-01,-2.065250277519226074e-01,-6.395969390869140625e-01,-4.960194230079650879e-01,-1.633434444665908813e-01,-5.621606707572937012e-01,7.193898558616638184e-01,1.018261671066284180e+00,-2.265022993087768555e-01,-5.821819305419921875e-01,1.120211035013198853e-01,-6.242229044437408447e-02,4.344806671142578125e-01,1.394284963607788086e-01
4.450649321079254150e-01,-2.579646408557891846e-01,-7.289464473724365234e-01,-2.337415367364883423e-01,-9.418449550867080688e-02,-3.958793878555297852e-01,7.155985236167907715e-01,8.368409872055053711e-01,-3.072747290134429932e-01,-7.114368081092834473e-01,1.630218774080276489e-01,-1.633625924587249756e-01,2.932847440242767334e-01,1.194312870502471924e-01
3.417556583881378174e-01,-3.019484579563140869e-01,-6.985001564025878906e-01,-5.244105458259582520e-01,-2.861973643302917480e-01,-4.451894462108612061e-01,8.358475565910339355e-01,7.916710972785949707e-01,-3.450418114662170410e-01,-6.521986126899719238e-01,1.827334165573120117e-01,-1.680538505315780640e-01,1.491631120443344116e-01,3.085145354270935059e-01
5.066158175468444824e-01,-1.929807960987091064e-01,-7.840360999107360840e-01,-6.464173197746276855e-01,7.819245755672454834e-02,-3.895068764686584473e-01,8.237971067428588867e-01,8.169558644294738770e-01,-5.085760951042175293e-01,-7.103265523910522461e-01,1.670347601175308228e-01,-1.729536987841129303e-02,3.695169985294342041e-01,2.482644319534301758e-01
6.243499517440795898e-01,-7.464542984962463379e-02,-7.671512961387634277e-01,-6.556872725486755371e-01,2.638409733772277832e-01,-3.876309692859649658e-01,7.928609251976013184e-01,7.401767373085021973e-01,-3.659631609916687012e-01,-4.150021672248840332e-01,6.913564354181289673e-02,9.001878090202808380e-03,1.004894301295280457e-01,2.991128563880920410e-01
4.220708012580871582e-01,-1.838486492633819580e-01,-4.743413925170898438e-01,-7.676480412483215332e-01,6.030897423624992371e-02,-2.269908636808395386e-01,8.241427540779113770e-01,6.881293058395385742e-01,-3.579581081867218018e-01,-7.592197656631469727e-01,2.502733170986175537e-01,-8.337128907442092896e-02,4.574712365865707397e-02,3.958398401737213135e-01
5.417045950889587402e-01,-1.887892000377178192e-02,-6.943042874336242676e-01,-7.593145370483398438e-01,-1.438737958669662476e-01,-1.998629271984100342e-01,1.202152490615844727e+00,7.589114904403686523e-01,-6.166867613792419434e-01,-6.027606725692749023e-01,2.231113761663436890e-01,4.929951205849647522e-02,6.228724122047424316e-02,5.245655775070190430e-01
7.037632465362548828e-01,-3.371156752109527588e-02,-6.347257494926452637e-01,-8.082533478736877441e-01,5.818961188197135925e-02,-2.253310382366180420e-01,1.044844746589660645e+00,6.091768741607666016e-01,-3.935177922248840332e-01,-6.164348125457763672e-01,3.325157165527343750e-01,-2.389493584632873535e-02,-3.284781053662300110e-02,7.003158926963806152e-01
5.228075981140136719e-01,-1.138139367103576660e-01,-4.934440255165100098e-01,-8.842896223068237305e-01,1.889660060405731201e-01,-2.935765683650970459e-01,9.253966212272644043e-01,6.448544263839721680e-01,-5.397794842720031738e-01,-5.119639635086059570e-01,2.655744850635528564e-01,4.596038907766342163e-02,-1.691730022430419922e-01,3.601060807704925537e-01
5.817683935165405273e-01,2.364470437169075012e-02,-4.435228705406188965e-01,-5.725195407867431641e-01,1.497160196304321289e-01,-2.172269374132156372e-01,8.420702815055847168e-01,4.962049424648284912e-01,-6.400902271270751953e-01,-4.300564229488372803e-01,3.633283376693725586e-01,8.743023127317428589e-02,-6.820593029260635376e-02,3.605084717273712158e-01
5.418340563774108887e-01,3.210961222648620605e-01,-5.495582818984985352e-01,-6.203613281250000000e-01,1.041063442826271057e-01,-1.461586952209472656e-01,9.508197903633117676e-01,4.419954419136047363e-01,-5.364603996276855469e-01,-4.843943119049072266e-01,2.995906174182891846e-01,2.157300859689712524e-01,-1.755392551422119141e-01,5.028910040855407715e-01
6.760344505310058594e-01,1.213054880499839783e-01,-5.310339927673339844e-01,-6.831009387969970703e-01,1.486426740884780884e-01,-1.753896027803421021e-01,9.541369676589965820e-01,2.856671512126922607e-01,-6.647134423255920410e-01,-4.528258740901947021e-01,1.177937313914299011e-01,3.561988472938537598e-01,-7.102540135383605957e-02,3.704024255275726318e-01
5.498932600021362305e-01,2.570176720619201660e-01,-2.237236499786376953e-01,-8.079707622528076172e-01,9.240815788507461548e-02,-3.803785145282745361e-01,9.203649759292602539e-01,2.007599622011184692e-01,-6.258491873741149902e-01,-4.485948383808135986e-01,1.634796559810638428e-01,2.777507305145263672e-01,-4.898598492145538330e-01,3.705346286296844482e-01
4.569315612316131592e-01,1.277219951152801514e-01,-3.337253034114837646e-01,-5.361912846565246582e-01,-5.090082436800003052e-02,-1.896456629037857056e-01,7.848515510559082031e-01,1.443385034799575806e-01,-7.809318900108337402e-01,-3.382352590560913086e-01,-3.987006098031997681e-02,4.336696565151214600e-01,-3.055083155632019043e-01,3.062393367290496826e-01
5.155836343765258789e-01,3.815559297800064087e-02,-3.245350718498229980e-01,-5.682737827301025391e-01,1.480402201414108276e-01,-4.341765865683555603e-02,7.313155531883239746e-01,1.595693230628967285e-01,-5.371360182762145996e-01,-1.895776540040969849e-01,-2.532873675227165222e-02,4.204491078853607178e-01,-3.038557767868041992e-01,1.615163236856460571e-01
6.760374307632446289e-01,2.188444882631301880e-01,-4.175550043582916260e-01,-6.284173130989074707e-01,-1.735452376306056976e-02,-2.088030129671096802e-01,5.162909626960754395e-01,2.254128605127334595e-01,-5.386537313461303711e-01,-3.733953535556793213e-01,-1.270017120987176895e-02,6.296127438545227051e-01,-4.586894214153289795e-01,1.379831433296203613e-01
2.367948144674301147e-01,2.377030402421951294e-01,-2.922060191631317139e-01,-6.220511794090270996e-01,2.170005589723587036e-01,-3.097876608371734619e-01,6.414113640785217285e-01,1.887886673212051392e-01,-5.708532333374023438e-01,-1.961019933223724365e-01,-3.741698339581489563e-02,5.253558158874511719e-01,-6.102253198623657227e-01,1.049602851271629333e-01
3.370987176895141602e-01,1.027647852897644043e-01,-2.142169177532196045e-01,-6.245071291923522949e-01,8.809670805931091309e-02,-3.512030243873596191e-01,4.786052405834197998e-01,-3.228894667699933052e-03,-6.209006309509277344e-01,2.455546259880065918e-01,-2.032978385686874390e-01,5.841621160507202148e-01,-4.681740999221801758e-01,3.848720788955688477e-01
7.796214520931243896e-02,3.382241129875183105e-01,2.841551089659333229e-03,-5.659604072570800781e-01,1.042621806263923645e-01,-2.408342957496643066e-01,4.932947754859924316e-01,5.817432701587677002e-02,-5.359977483749389648e-01,6.186705455183982849e-02,-1.148910671472549438e-01,6.929917931556701660e-01,-5.854082703590393066e-01,4.316525161266326904e-01
3.243772685527801514e-02,1.921399980783462524e-01,2.845246531069278717e-02,-5.435908436775207520e-01,7.477650791406631470e-02,-3.730049431324005127e-01,4.671320617198944092e-01,-1.819974035024642944e-01,-4.496117532253265381e-01,1.502378284931182861e-01,-2.474572211503982544e-01,7.218936681747436523e-01,-4.754589796066284180e-01,5.822825804352760315e-02
2.050748467445373535e-01,3.881657868623733521e-02,5.165123194456100464e-02,-6.519317030906677246e-01,6.245506182312965393e-02,-2.540466785430908203e-01,2.290147840976715088e-01,-1.275991648435592651e-01,-5.465826988220214844e-01,2.467857301235198975e-01,-1.420843601226806641e-01,7.861972451210021973e-01,-6.487126350402832031e-01,2.019867897033691406e-01
-2.212847024202346802e-02,-7.769019901752471924e-02,-3.688026219606399536e-02,-5.738270878791809082e-01,1.855256408452987671e-01,-2.072478979825973511e-01,1.536596268415451050e-01,-1.286363601684570312e-01,-3.988770544528961182e-01,4.594593048095703125e-01,-1.905153691768646240e-01,6.972451210021972656e-01,-4.701345264911651611e-01,1.870987191796302795e-02
-9.280838817358016968e-02,1.989633142948150635e-01,-6.045662984251976013e-02,-8.026103377342224121e-01,1.900855218991637230e-03,-1.808530986309051514e-01,2.001255452632904053e-01,-1.719310879707336426e-02,-2.731698155403137207e-01,2.905505299568176270e-01,-3.054033219814300537e-01,6.900988221168518066e-01,-5.207563042640686035e-01,2.291307598352432251e-01
-1.659760773181915283e-01,2.481666207313537598e-01,2.054828964173793793e-02,-5.902576446533203125e-01,1.842748932540416718e-02,-1.974172890186309814e-01,4.519830644130706787e-02,3.522620722651481628e-02,-4.760209918022155762e-01,4.377170503139495850e-01,-3.342681527137756348e-01,6.733037233352661133e-01,-3.613460361957550049e-01,7.420019060373306274e-02
-2.380958646535873413e-01,-2.523319125175476074e-01,2.998653054237365723e-01,-7.453906536102294922e-01,1.262303739786148071e-01,3.854892216622829437e-03,2.399841137230396271e-02,-5.254044011235237122e-02,-3.389835059642791748e-01,3.638361394405364990e-01,-2.667317986488342285e-01,8.427556157112121582e-01,-3.403034508228302002e-01,1.676138937473297119e-01
-1.812791228294372559e-01,-1.005458012223243713e-01,2.943886518478393555e-01,-6.518813967704772949e-01,-6.553472485393285751e-03,-3.216493427753448486e-01,2.192564606666564941e-01,-1.437216550111770630e-01,-3.207771480083465576e-01,4.236744344234466553e-01,-3.521882295608520508e-01,6.483533382415771484e-01,-2.537145912647247314e-01,5.258113145828247070e-02
-2.854401767253875732e-01,-1.822219043970108032e-01,4.769442081451416016e-01,-7.664295434951782227e-01,4.139324277639389038e-02,-2.066791355609893799e-01,2.708051167428493500e-02,-9.055985510349273682e-02,-7.460483163595199585e-02,4.413133561611175537e-01,-3.053419478237628937e-02,7.378768920898437500e-01,-3.219471871852874756e-01,1.068707462400197983e-02
-6.437404751777648926e-01,-2.035236060619354248e-01,4.140148162841796875e-01,-8.090813755989074707e-01,-1.880482584238052368e-02,5.502605438232421875e-02,-4.862038791179656982e-02,-1.621544063091278076e-01,-5.935752764344215393e-02,5.376419425010681152e-01,-5.031530857086181641e-01,6.994376182556152344e-01,-2.843292355537414551e-01,1.475621312856674194e-01
-5.035273432731628418e-01,-2.836776152253150940e-02,6.560518145561218262e-01,-7.844400405883789062e-01,-1.043695956468582153e-01,-2.016764432191848755e-01,3.878257423639297485e-02,-6.134836003184318542e-02,-1.872922293841838837e-02,4.195036590099334717e-01,-3.764832019805908203e-01,7.329497933387756348e-01,-2.556770145893096924e-01,7.972239702939987183e-02
-6.244279146194458008e-01,-2.569628655910491943e-01,3.162711560726165771e-01,-6.801379919052124023e-01,-1.707776635885238647e-01,1.514490395784378052e-01,-1.442745178937911987e-01,-7.788208127021789551e-02,5.081927031278610229e-02,6.320054531097412109e-01,-2.425643205642700195e-01,6.809743642807006836e-01,-1.394485682249069214e-01,1.413400620222091675e-01
-3.596396744251251221e-01,-4.118953347206115723e-01,5.586558580398559570e-01,-6.695503592491149902e-01,-1.410193890333175659e-01,-1.449711769819259644e-01,8.520763367414474487e-02,1.185365207493305206e-02,1.840439289808273315e-01,3.400221467018127441e-01,-3.979834020137786865e-01,6.273033618927001953e-01,-2.096151709556579590e-01,1.018930152058601379e-01
-5.905724167823791504e-01,-3.858641684055328369e-01,4.275087714195251465e-01,-6.533201336860656738e-01,-2.164510935544967651e-01,-9.151700139045715332e-02,-6.886017508804798126e-03,-3.508161753416061401e-02,3.215623795986175537e-01,7.045440077781677246e-01,-3.593636751174926758e-01,5.756679177284240723e-01,-1.544413864612579346e-01,9.049589931964874268e-02
-5.403346419334411621e-01,-4.469838440418243408e-01,7.070916295051574707e-01,-5.908361077308654785e-01,-1.406446695327758789e-01,-7.037673145532608032e-02,-1.293678674846887589e-02,-6.073013320565223694e-02,3.095317780971527100e-01,5.778580904006958008e-01,-3.201596736907958984e-01,7.164089083671569824e-01,1.462012678384780884e-01,1.827520132064819336e-01
-6.215378046035766602e-01,-5.720448493957519531e-01,6.638407707214355469e-01,-4.696767628192901611e-01,-2.336456775665283203e-01,1.099868584424257278e-02,-1.471734195947647095e-01,-6.832364946603775024e-02,3.321354389190673828e-01,5.480619072914123535e-01,-5.729036331176757812e-01,5.931946039199829102e-01,-1.477119177579879761e-01,1.021142378449440002e-01
-7.590633630752563477e-01,-7.154250741004943848e-01,6.803689599037170410e-01,-3.322124183177947998e-01,-2.630421221256256104e-01,9.075547009706497192e-02,-3.576068207621574402e-02,-5.496903508901596069e-02,4.225426316261291504e-01,5.758923292160034180e-01,-3.195762932300567627e-01,5.183454155921936035e-01,-1.256600171327590942e-01,1.278945244848728180e-03
-5.735239982604980469e-01,-7.464354634284973145e-01,7.076795697212219238e-01,-3.511409163475036621e-01,-3.363720476627349854e-01,-1.637337207794189453e-01,-1.211549788713455200e-01,-1.555750221014022827e-01,5.920841693878173828e-01,5.581942796707153320e-01,-4.610752463340759277e-01,4.439814984798431396e-01,-2.553037405014038086e-01,3.031597658991813660e-02
-5.399036407470703125e-01,-6.892087459564208984e-01,6.876887083053588867e-01,-2.598760426044464111e-01,-1.993042081594467163e-01,9.541097283363342285e-02,7.682303339242935181e-02,-6.088707968592643738e-02,3.963105678558349609e-01,5.275925397872924805e-01,-6.932597160339355469e-01,4.342768192291259766e-01,7.207871973514556885e-02,-8.215627819299697876e-02
-5.166361331939697266e-01,-7.440924644470214844e-01,7.075108289718627930e-01,-1.152299866080284119e-01,-4.858476519584655762e-01,-1.859580725431442261e-01,-8.750305324792861938e-02,-1.294709146022796631e-01,4.147805869579315186e-01,4.983550012111663818e-01,-7.049931883811950684e-01,4.559346437454223633e-01,1.774001866579055786e-02,-2.958270907402038574e-01
-5.909160375595092773e-01,-6.912414431571960449e-01,6.277653574943542480e-01,-2.745068967342376709e-01,-4.441544711589813232e-01,-1.963969767093658447e-01,-4.260478913784027100e-02,-2.394837886095046997e-01,4.704160690307617188e-01,4.605605304241180420e-01,-7.991294264793395996e-01,4.895583689212799072e-01,1.368099600076675415e-01,-1.695513278245925903e-01
-5.664043426513671875e-01,-8.568272590637207031e-01,4.045673310756683350e-01,-9.832066297531127930e-02,-2.747530937194824219e-01,1.896788179874420166e-01,1.587934046983718872e-01,-4.637048766016960144e-02,5.331934094429016113e-01,7.223358750343322754e-01,-6.849381327629089355e-01,2.702600955963134766e-01,-1.225083842873573303e-01,-2.304055243730545044e-01
-5.789580941200256348e-01,-9.626148939132690430e-01,7.102955579757690430e-01,-5.696744844317436218e-02,-4.330476820468902588e-01,1.246752068400382996e-01,-9.541554749011993408e-02,-1.616977006196975708e-01,6.009228825569152832e-01,7.026665806770324707e-01,-7.484732270240783691e-01,2.588619887828826904e-01,-3.522347891703248024e-03,-2.342930585145950317e-01
-5.198166370391845703e-01,-9.052568674087524414e-01,2.584894001483917236e-01,-1.336256712675094604e-01,-3.504980504512786865e-01,-1.611530333757400513e-01,-9.902127832174301147e-02,-2.459229379892349243e-01,5.339522957801818848e-01,5.517392158508300781e-01,-9.425333142280578613e-01,3.178372085094451904e-01,-2.182029336690902710e-01,-4.149225056171417236e-01
-6.293797492980957031e-01,-7.777407169342041016e-01,3.999908268451690674e-01,3.534319996833801270e-02,-2.289732694625854492e-01,-4.858113825321197510e-02,4.714422859251499176e-03,-1.258759051561355591e-01,3.566649556159973145e-01,6.820948123931884766e-01,-9.094275832176208496e-01,2.893948853015899658e-01,3.781796991825103760e-02,-2.157448530197143555e-01
-5.350295901298522949e-01,-9.298943281173706055e-01,2.672259211540222168e-01,1.608810573816299438e-01,-2.179002165794372559e-01,-1.648251414299011230e-01,1.039054393768310547e-01,-2.623943090438842773e-01,3.596177101135253906e-01,5.873641967773437500e-01,-9.508147835731506348e-01,2.364751100540161133e-01,1.012099385261535645e-01,-2.320296913385391235e-01
-4.839708507061004639e-01,-9.913299083709716797e-01,2.717307507991790771e-01,1.767316907644271851e-01,-7.121650874614715576e-02,-1.734412014484405518e-01,1.112827211618423462e-01,-1.142430007457733154e-01,4.399950802326202393e-01,6.499562859535217285e-01,-1.049242019653320312e+00,3.012088835239410400e-01,-9.266826510429382324e-02,-3.095465004444122314e-01
-5.911728143692016602e-01,-8.179305791854858398e-01,8.281532675027847290e-02,3.481774330139160156e-01,-1.748177707195281982e-01,-2.290378361940383911e-01,1.168809011578559875e-01,-1.472730636596679688e-01,5.696067214012145996e-01,4.845844507217407227e-01,-9.039152860641479492e-01,7.804773002862930298e-02,5.870978906750679016e-02,-3.523671329021453857e-01
-5.451529622077941895e-01,-8.658423423767089844e-01,2.306778281927108765e-01,3.525678515434265137e-01,-2.234416827559471130e-02,-2.488553673028945923e-01,3.687033802270889282e-02,3.417779505252838135e-02,5.827499032020568848e-01,4.789040088653564453e-01,-1.125488638877868652e+00,-5.311337113380432129e-02,-1.755426824092864990e-02,-3.739994764328002930e-01
-6.137923598289489746e-01,-8.993213772773742676e-01,-1.172006502747535706e-02,5.313189029693603516e-01,1.014093682169914246e-01,-8.391080051660537720e-02,-1.308028697967529297e-01,-1.397742182016372681e-01,1.892037540674209595e-01,5.301145315170288086e-01,-9.788551926612854004e-01,1.854899227619171143e-01,-2.576659619808197021e-01,-3.527723848819732666e-01
-5.582348108291625977e-01,-6.143935322761535645e-01,6.139502674341201782e-02,3.769966661930084229e-01,3.168824613094329834e-01,-4.073077440261840820e-01,8.394418656826019287e-02,4.200708866119384766e-02,3.524678051471710205e-01,5.140187740325927734e-01,-9.734669923782348633e-01,1.760084927082061768e-01,-9.663812071084976196e-02,-4.378365874290466309e-01
-4.720686972141265869e-01,-8.394806981086730957e-01,1.029072403907775879e-01,5.706377029418945312e-01,3.279628455638885498e-01,-2.571943998336791992e-01,-1.168566420674324036e-01,-2.507181763648986816e-01,5.685151219367980957e-01,4.839823544025421143e-01,-1.263614654541015625e+00,1.869807392358779907e-01,-1.341340690851211548e-01,-3.797164559364318848e-01
-5.813272595405578613e-01,-7.339093685150146484e-01,7.927504926919937134e-02,4.712398052215576172e-01,1.389287263154983521e-01,-2.069589793682098389e-01,-3.541574999690055847e-02,-2.805637419223785400e-01,3.960606753826141357e-01,3.493270874023437500e-01,-1.005589842796325684e+00,-9.650737978518009186e-03,6.055274978280067444e-02,-3.103386163711547852e-01
