Fp1,Fp2,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T3,C3,Cz,C4,T4,TP7,CP3,CPz,CP4,TP8,T5,P3,Pz,P4,T6,O1,Oz,O2,A1,A2
1.956077194213867188e+01,1.201901435852050781e+01,-5.455860137939453125e+00,-6.539794445037841797e+00,7.843723773956298828e+00,1.658269119262695312e+01,1.524221134185791016e+01,2.112581491470336914e+00,-5.897595405578613281e+00,-2.288455247879028320e+00,1.096285057067871094e+01,1.470811367034912109e+01,1.059986877441406250e+01,3.444109678268432617e+00,5.728431046009063721e-03,5.137577056884765625e-01,1.519883889704942703e-02,-2.868213415145874023e+00,-3.167500019073486328e+00,1.128710031509399414e+00,2.963956356048583984e+00,5.311510086059570312e+00,9.330835342407226562e+00,1.273670005798339844e+01,9.810787200927734375e+00,1.132430839538574219e+01,1.165839958190917969e+01,1.531687450408935547e+01,1.275042819976806641e+01,1.337353801727294922e+01,1.442735576629638672e+01,2.046620130538940430e+00
1.194371032714843750e+01,3.966018438339233398e+00,-5.647708415985107422e+00,-5.985122680664062500e+00,3.396748781204223633e+00,6.026099205017089844e+00,5.821845531463623047e+00,-2.315636277198791504e-01,-3.942089319229125977e+00,-1.770400404930114746e+00,4.203100681304931641e+00,5.813674926757812500e+00,2.281823158264160156e+00,-2.767571449279785156e+00,1.916579723358154297e+00,-4.838807284832000732e-01,1.549023509025573730e+00,-1.916171669960021973e+00,1.821602463722229004e+00,-1.438154458999633789e+00,1.474006295204162598e+00,3.167044401168823242e+00,8.819316864013671875e+00,9.773953437805175781e+00,5.867767333984375000e+00,6.646686553955078125e+00,1.032956218719482422e+01,1.518492698669433594e+01,1.319281673431396484e+01,1.138633823394775391e+01,8.192996025085449219e+00,-1.394421386718750000e+01
-4.234325408935546875e+00,-4.593946933746337891e+00,1.419200062751770020e+00,9.377644062042236328e-01,1.709496259689331055e+00,-1.786317110061645508e+00,1.552658796310424805e+00,3.786002397537231445e+00,2.988668680191040039e+00,4.502817630767822266e+00,3.583956360816955566e-01,-8.911386728286743164e-01,-5.254539012908935547e+00,-8.060045242309570312e+00,-4.294589519500732422e+00,-6.581335544586181641e+00,-4.908423900604248047e+00,-8.460863113403320312e+00,-4.114738941192626953e+00,-5.983384132385253906e+00,-3.089118003845214844e+00,-5.036324977874755859e+00,-4.430485248565673828e+00,-6.953731179237365723e-01,-2.960536181926727295e-01,-1.319641321897506714e-01,1.258570909500122070e+00,3.809692859649658203e+00,1.314050197601318359e+00,-1.555852741003036499e-01,-2.788109540939331055e+00,-1.785784530639648438e+01
-1.884111022949218750e+01,-1.475187015533447266e+01,-1.390934944152832031e+00,1.388499975204467773e+00,-3.621060848236083984e+00,-1.043648815155029297e+01,-6.655304431915283203e+00,3.342694938182830811e-01,2.088445663452148438e+00,2.631288290023803711e+00,-4.455980300903320312e+00,-7.293387889862060547e+00,-8.290238380432128906e+00,-7.679334640502929688e+00,-6.103447914123535156e+00,-6.684696197509765625e+00,-6.040346145629882812e+00,-7.267954826354980469e+00,-5.562607288360595703e+00,-3.998439311981201172e+00,-1.480305790901184082e+00,-6.990524291992187500e+00,-1.032314586639404297e+01,-5.159296035766601562e+00,-2.898891687393188477e+00,-3.148616075515747070e+00,-2.699554204940795898e+00,-3.331065893173217773e+00,-7.241276264190673828e+00,-6.133611202239990234e+00,-4.713655948638916016e+00,-1.007440662384033203e+01
-1.427458381652832031e+01,-1.375869941711425781e+01,-6.505001068115234375e+00,-3.965161323547363281e+00,-8.034151077270507812e+00,-1.203171443939208984e+01,-1.232560157775878906e+01,-7.625334739685058594e+00,-5.543004989624023438e+00,-5.638670444488525391e+00,-9.131601333618164062e+00,-1.138095283508300781e+01,-9.387269020080566406e+00,-9.400574684143066406e+00,-5.419701099395751953e+00,-4.980840206146240234e+00,-9.262156486511230469e-02,1.901517659425735474e-01,-7.831278443336486816e-01,-3.257107257843017578e+00,1.099205017089843750e+00,-6.879099011421203613e-01,-2.546128988265991211e+00,4.075676500797271729e-01,6.267600059509277344e-01,-2.659749269485473633e+00,-2.923031806945800781e+00,-1.515555500984191895e+00,-3.662786722183227539e+00,-1.990542411804199219e+00,-4.367252588272094727e-01,-4.461208343505859375e+00
-5.971270084381103516e+00,-4.621872901916503906e+00,-2.734553337097167969e+00,-4.198406219482421875e+00,-7.492492198944091797e+00,-6.249547481536865234e+00,-6.942686557769775391e+00,-5.273317813873291016e+00,-5.619011878967285156e+00,-5.427069187164306641e+00,-9.052747726440429688e+00,-1.180513286590576172e+01,-1.135614204406738281e+01,-1.202716350555419922e+01,-1.023741245269775391e+01,-8.508186340332031250e+00,-3.973872661590576172e+00,-3.648119211196899414e+00,-4.021698951721191406e+00,-6.150066852569580078e+00,-3.587399244308471680e+00,-4.294823169708251953e+00,-5.634788990020751953e+00,-2.224694788455963135e-01,2.416990756988525391e+00,2.503254264593124390e-02,-3.971273183822631836e+00,-3.078758478164672852e+00,-4.750140190124511719e+00,-3.003478765487670898e+00,-8.692591190338134766e-01,-8.615119457244873047e-01
-1.049424266815185547e+01,-4.636497497558593750e+00,4.495214819908142090e-01,2.438196092844009399e-01,-3.078897953033447266e+00,-5.428074359893798828e+00,-4.055907249450683594e+00,4.387388825416564941e-01,5.480942130088806152e-01,-7.840239405632019043e-01,-6.734744548797607422e+00,-1.005542850494384766e+01,-1.022235679626464844e+01,-7.507769107818603516e+00,-9.412174224853515625e+00,-8.443136215209960938e+00,-1.082988929748535156e+01,-9.202487945556640625e+00,-7.164316177368164062e+00,-6.663741588592529297e+00,-9.508193016052246094e+00,-1.363598155975341797e+01,-1.302644729614257812e+01,-7.164764881134033203e+00,-2.243128776550292969e+00,-1.774096637964248657e-01,-2.829106092453002930e+00,-6.157712936401367188e+00,-8.751134872436523438e+00,-6.794469356536865234e+00,-3.255710601806640625e+00,1.535446405410766602e+00
-7.237138748168945312e+00,-6.486886024475097656e+00,-2.146427154541015625e+00,-8.921082019805908203e-01,-5.341107249259948730e-01,-5.316226482391357422e+00,-5.425117015838623047e+00,-3.245014548301696777e-01,8.820656538009643555e-01,-1.163806438446044922e+00,-5.482534408569335938e+00,-7.595832347869873047e+00,-6.217004776000976562e+00,-3.251479387283325195e+00,-2.773144960403442383e+00,-3.622853279113769531e+00,-6.320479869842529297e+00,-6.814018249511718750e+00,-4.751671314239501953e+00,-8.050843238830566406e+00,-1.184246730804443359e+01,-1.393733596801757812e+01,-1.032503700256347656e+01,-9.250401496887207031e+00,-6.943481445312500000e+00,-5.130629539489746094e+00,-5.164248943328857422e+00,-5.817557334899902344e+00,-4.310242176055908203e+00,-3.117184877395629883e+00,-3.507349014282226562e+00,-6.071798205375671387e-01
-3.297617912292480469e+00,-4.525541782379150391e+00,-4.297049522399902344e+00,-5.463691711425781250e+00,-3.066991806030273438e+00,-4.738651752471923828e+00,-6.063419818878173828e+00,-1.852134227752685547e+00,-2.169792413711547852e+00,-1.173520684242248535e+00,-4.116645336151123047e+00,-6.905234336853027344e+00,-6.068897724151611328e+00,-6.775109291076660156e+00,-5.971258640289306641e+00,-7.289107799530029297e+00,-5.887204647064208984e+00,-8.149496078491210938e+00,-8.218738555908203125e+00,-1.221041488647460938e+01,-1.432881164550781250e+01,-1.277643966674804688e+01,-1.042404174804687500e+01,-9.250867843627929688e+00,-9.297366142272949219e+00,-1.034391403198242188e+01,-1.233493518829345703e+01,-9.149973869323730469e+00,-5.106369495391845703e+00,-5.850776672363281250e+00,-9.449341773986816406e+00,-3.030755996704101562e+00
-2.243514060974121094e+00,-3.967831850051879883e+00,-1.942827463150024414e+00,-4.145338535308837891e+00,-2.732595920562744141e+00,-3.100318908691406250e+00,-2.186844587326049805e+00,3.226185441017150879e-01,-3.497915267944335938e-01,2.994583368301391602e+00,8.736314177513122559e-01,-2.690008401870727539e+00,-2.074974775314331055e+00,-2.884337425231933594e+00,-7.673830509185791016e+00,-9.669424057006835938e+00,-1.106956195831298828e+01,-1.058963108062744141e+01,-9.866340637207031250e+00,-6.066025733947753906e+00,-9.326926231384277344e+00,-9.763130187988281250e+00,-9.609210014343261719e+00,-6.139410018920898438e+00,-8.716914176940917969e+00,-8.851341247558593750e+00,-8.693940162658691406e+00,-8.546298980712890625e+00,-8.003792762756347656e+00,-9.401944160461425781e+00,-1.167947101593017578e+01,-5.297860145568847656e+00
