Fp1,Fp2,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T3,C3,Cz,C4,T4,TP7,CP3,CPz,CP4,TP8,T5,P3,Pz,P4,T6,O1,Oz,O2,A1,A2
-2.521738409996032715e-01,1.761639863252639771e-01,9.781958162784576416e-02,-2.746862769126892090e-01,2.430980950593948364e-01,-7.014327496290206909e-02,-1.998208463191986084e-01,-3.120589256286621094e-01,4.106922149658203125e-01,4.276036918163299561e-01,2.580460608005523682e-01,-3.907067179679870605e-01,-1.149343922734260559e-01,-5.036399364471435547e-01,-6.469469666481018066e-01,-7.027652263641357422e-01,-2.484518289566040039e-01,-3.404613137245178223e-01,-2.632269263267517090e-01,2.611553370952606201e-01,1.260425448417663574e-01,-6.951693445444107056e-02,4.279379248619079590e-01,3.069311976432800293e-01,5.486437678337097168e-01,5.129214376211166382e-02,1.837319321930408478e-02,6.653878837823867798e-02,5.210167169570922852e-01,-2.133697718381881714e-01,1.304435282945632935e-01,-3.292714059352874756e-01
-1.856176108121871948e-01,-4.278123006224632263e-02,7.500019669532775879e-01,-1.680222153663635254e-01,4.670514166355133057e-01,3.321485519409179688e-01,-1.818077638745307922e-02,-6.577997803688049316e-01,4.075601696968078613e-01,4.339904785156250000e-01,-3.180949091911315918e-01,-2.953492701053619385e-01,-7.675140351057052612e-02,-3.324547708034515381e-01,-6.650804877281188965e-01,-9.788262248039245605e-01,1.965277642011642456e-01,-5.849936008453369141e-01,-5.666625499725341797e-01,-1.137998625636100769e-01,-3.152398765087127686e-01,1.668291985988616943e-01,5.283656120300292969e-01,2.614569067955017090e-01,6.867994070053100586e-01,3.753640055656433105e-01,1.911347061395645142e-01,1.644069552421569824e-01,8.916418552398681641e-01,-2.802937328815460205e-01,4.812321439385414124e-02,-5.344741046428680420e-03
-1.809720396995544434e-01,-2.946591079235076904e-01,5.699535012245178223e-01,-1.088994815945625305e-01,2.451933771371841431e-01,-3.746588528156280518e-02,-3.131734728813171387e-01,-3.360956013202667236e-01,5.972840189933776855e-01,6.239878013730049133e-02,1.174607034772634506e-02,-5.048927664756774902e-02,-4.102748632431030273e-01,-6.594569422304630280e-03,-7.581001520156860352e-01,-6.898759603500366211e-01,6.738099455833435059e-01,-4.682493507862091064e-01,-5.614879727363586426e-01,-2.975785136222839355e-01,-5.930764079093933105e-01,4.382354021072387695e-01,4.220137000083923340e-01,-2.758153155446052551e-02,4.804818034172058105e-01,3.397410511970520020e-01,3.045466840267181396e-01,8.753606677055358887e-02,4.900752007961273193e-01,-4.111277759075164795e-01,-3.794806897640228271e-01,2.458737641572952271e-01
2.221536636352539062e-01,-3.930132985115051270e-01,5.426462888717651367e-01,-1.290375739336013794e-01,-2.513172328472137451e-01,-1.474729478359222412e-01,-2.579031288623809814e-01,2.505594193935394287e-01,6.252996325492858887e-01,-3.326318860054016113e-01,2.809851765632629395e-01,2.298072129487991333e-01,-3.967025279998779297e-01,1.485138386487960815e-01,-6.004134416580200195e-01,-1.208545267581939697e-02,5.980940461158752441e-01,-2.277630865573883057e-01,-5.575819611549377441e-01,-2.736529707908630371e-01,-6.646105647087097168e-01,6.906134486198425293e-01,2.627613544464111328e-01,-2.353372871875762939e-01,1.341653019189834595e-01,2.305672168731689453e-01,-6.674042902886867523e-03,1.832502484321594238e-01,1.295651197433471680e-01,-6.392059922218322754e-01,-5.905655622482299805e-01,4.852170944213867188e-01
5.840361714363098145e-01,-4.486165642738342285e-01,5.424516275525093079e-03,-1.026409789919853210e-01,-2.121274322271347046e-01,-2.407896071672439575e-01,7.867924869060516357e-02,3.505441248416900635e-01,5.903061032295227051e-01,-6.343605518341064453e-01,3.739477097988128662e-01,3.217819035053253174e-01,-4.162735641002655029e-01,1.176894875243306160e-03,-1.953442841768264771e-01,2.088135480880737305e-01,5.594171881675720215e-01,3.166830539703369141e-02,-6.807972788810729980e-01,-4.895245730876922607e-01,-5.180969834327697754e-01,4.695830345153808594e-01,2.808267474174499512e-01,-3.476238846778869629e-01,-3.272854089736938477e-01,4.498001635074615479e-01,-1.771146357059478760e-01,9.522840380668640137e-02,-1.079891026020050049e-01,-4.544559419155120850e-01,-3.833999335765838623e-01,6.382313966751098633e-01
6.254764795303344727e-01,-7.698910832405090332e-01,-2.526267990469932556e-02,-3.875897824764251709e-01,-4.503716230392456055e-01,-1.715858578681945801e-01,9.829554706811904907e-02,5.001183152198791504e-01,6.703198552131652832e-01,-5.132174491882324219e-01,3.683634102344512939e-01,1.326519846916198730e-01,-3.533288240432739258e-01,2.514341473579406738e-01,1.790139079093933105e-01,2.029651850461959839e-01,3.443312942981719971e-01,1.354229003190994263e-01,-5.006797909736633301e-01,-7.650055289268493652e-01,-7.105322480201721191e-01,2.248868197202682495e-01,3.330874145030975342e-01,-2.283522039651870728e-01,-5.432110428810119629e-01,5.456008911132812500e-01,-4.438903033733367920e-01,-2.945338375866413116e-02,-2.488724440336227417e-01,-3.998733460903167725e-01,-5.306431651115417480e-01,7.050228714942932129e-01
3.722764849662780762e-01,-1.043290495872497559e+00,-7.209491729736328125e-02,-6.505535244941711426e-01,-2.745332419872283936e-01,-3.379761278629302979e-01,3.582353591918945312e-01,6.894684433937072754e-01,1.792592257261276245e-01,-4.208473563194274902e-01,6.240665912628173828e-01,8.879654854536056519e-02,-4.589166119694709778e-02,2.711262404918670654e-01,3.482463359832763672e-01,4.756377935409545898e-01,2.940135598182678223e-01,3.901903033256530762e-01,-5.967872738838195801e-01,-9.123081564903259277e-01,-8.828076124191284180e-01,4.227273538708686829e-02,-1.136193703860044479e-02,7.935956865549087524e-02,-4.393488168716430664e-01,7.169119715690612793e-01,-4.515920281410217285e-01,9.911428391933441162e-02,-1.734530031681060791e-01,-2.881783545017242432e-01,-4.391428232192993164e-01,4.899391829967498779e-01
6.720910072326660156e-01,-7.022268772125244141e-01,-3.031924068927764893e-01,-6.417995095252990723e-01,3.744827210903167725e-02,-3.989640772342681885e-01,5.834717154502868652e-01,5.065971016883850098e-01,1.027731969952583313e-02,-3.649432659149169922e-01,4.704107940196990967e-01,1.737209409475326538e-01,1.894675046205520630e-01,-2.207239419221878052e-01,2.854045033454895020e-01,5.300800204277038574e-01,4.710042476654052734e-01,6.147115826606750488e-01,-3.939899206161499023e-01,-9.654931426048278809e-01,-1.064697384834289551e+00,-1.786094009876251221e-01,-3.225951790809631348e-01,1.152973249554634094e-01,-4.221723377704620361e-01,8.717223405838012695e-01,-5.966313481330871582e-01,5.790817141532897949e-01,-8.387913554906845093e-02,1.028367206454277039e-01,-5.341397523880004883e-01,8.518862128257751465e-01
5.636554360389709473e-01,-6.136901974678039551e-01,-3.837232291698455811e-01,-4.596019983291625977e-01,2.221836000680923462e-01,6.628619739785790443e-04,3.393782377243041992e-01,5.867584943771362305e-01,-3.803428411483764648e-01,-8.757242560386657715e-02,3.288038671016693115e-01,-7.327245082706212997e-03,4.839611649513244629e-01,-2.951223552227020264e-01,1.802735328674316406e-01,2.776814103126525879e-01,4.538158178329467773e-01,4.602728486061096191e-01,-9.515706449747085571e-02,-6.585335731506347656e-01,-6.603392958641052246e-01,-4.542516171932220459e-02,-2.883734405040740967e-01,2.068714946508407593e-01,1.202426035888493061e-03,7.699783444404602051e-01,-5.057365894317626953e-01,4.937012493610382080e-01,-3.487478196620941162e-02,2.425267547369003296e-01,-3.295947313308715820e-01,6.473639011383056641e-01
1.546059250831604004e-01,-1.703841388225555420e-01,-7.635083794593811035e-01,-2.044403553009033203e-01,4.663369357585906982e-01,-7.874483615159988403e-02,2.190625220537185669e-01,6.629308462142944336e-01,-3.726619780063629150e-01,-2.922217845916748047e-01,2.009494900703430176e-01,-2.647402882575988770e-01,3.041355609893798828e-01,-2.887275516986846924e-01,3.257860243320465088e-02,5.375811457633972168e-01,2.709306478500366211e-01,3.210757672786712646e-01,3.441314101219177246e-01,-5.058574676513671875e-01,-4.870179891586303711e-01,1.095316633582115173e-01,-5.172986984252929688e-01,2.295457273721694946e-01,-3.083248250186443329e-02,4.272142648696899414e-01,-3.609966337680816650e-01,5.257880687713623047e-01,-2.331572212278842926e-02,-2.898274362087249756e-01,4.909709561616182327e-03,5.176526904106140137e-01
1.093174815177917480e-01,-1.466108951717615128e-02,-7.383357882499694824e-01,-6.990155577659606934e-02,2.889897823333740234e-01,-1.738417595624923706e-01,1.742463745176792145e-02,5.547171831130981445e-01,-4.057408273220062256e-01,-2.442135363817214966e-01,2.274949401617050171e-01,-6.706435680389404297e-01,5.368915796279907227e-01,6.230325996875762939e-02,4.287470877170562744e-02,8.580460399389266968e-02,6.116160377860069275e-02,8.147376775741577148e-02,7.511416077613830566e-01,-1.318440586328506470e-01,1.188050284981727600e-01,2.834776937961578369e-01,-4.614337384700775146e-01,2.535144686698913574e-01,-1.155341640114784241e-01,-2.263270169496536255e-01,-3.611092865467071533e-01,1.248820777982473373e-02,6.343895196914672852e-02,-3.900858163833618164e-01,2.790772914886474609e-01,6.492602080106735229e-02
-1.192322745919227600e-01,2.117545753717422485e-01,-7.758253216743469238e-01,4.468697309494018555e-01,1.805155277252197266e-01,8.092870004475116730e-03,-6.310611218214035034e-02,5.362272858619689941e-01,1.391400098800659180e-01,-2.635901570320129395e-01,-6.139876320958137512e-02,-4.954037666320800781e-01,4.474385082721710205e-01,3.760972619056701660e-02,2.416843473911285400e-01,6.687229871749877930e-02,-1.472789645195007324e-01,1.004743799567222595e-01,6.972816586494445801e-01,5.033337324857711792e-02,1.203550547361373901e-01,9.215914458036422729e-02,9.282652288675308228e-02,6.125307083129882812e-01,-1.001579612493515015e-01,-3.088389635086059570e-01,-4.117622077465057373e-01,-2.617398202419281006e-01,3.121633529663085938e-01,-6.253208518028259277e-01,7.010254859924316406e-01,-4.430154860019683838e-01
-4.846491515636444092e-01,2.535810172557830811e-01,-4.847494363784790039e-01,3.203619718551635742e-01,5.936567485332489014e-02,3.366338014602661133e-01,-1.882973611354827881e-01,3.630988895893096924e-01,1.716251969337463379e-01,-4.418787062168121338e-01,-1.183921471238136292e-01,-6.043221354484558105e-01,3.462911769747734070e-02,-1.596135944128036499e-01,1.957287490367889404e-01,-2.618880569934844971e-01,3.650926947593688965e-01,-4.731216281652450562e-02,6.396664381027221680e-01,-2.177732884883880615e-01,2.222433537244796753e-01,2.469608485698699951e-01,6.692134737968444824e-01,5.325374603271484375e-01,1.323891878128051758e-01,-4.892533719539642334e-01,-1.124406307935714722e-01,-7.136541604995727539e-01,5.746413469314575195e-01,-7.687140703201293945e-01,7.039777040481567383e-01,-3.901922702789306641e-01
-9.780870676040649414e-01,1.114178150892257690e-01,-2.369659096002578735e-01,2.541351318359375000e-01,-4.744488000869750977e-02,4.526524841785430908e-01,-2.179629504680633545e-01,6.774713844060897827e-02,4.557617008686065674e-01,-1.582579463720321655e-01,-1.057958975434303284e-01,-5.358930826187133789e-01,7.850127667188644409e-02,8.280556648969650269e-02,1.032074242830276489e-01,-5.011978149414062500e-01,5.011492967605590820e-01,-2.142870575189590454e-01,4.169960916042327881e-01,-2.901938557624816895e-01,-4.749372228980064392e-02,3.918639421463012695e-01,5.792725086212158203e-01,3.848520517349243164e-01,2.377977073192596436e-01,-5.666695833206176758e-01,2.775037288665771484e-01,-7.489079833030700684e-01,8.739587068557739258e-01,-8.137429356575012207e-01,6.726744174957275391e-01,-3.837708532810211182e-01
-8.648028969764709473e-01,2.414843440055847168e-01,1.101057752966880798e-01,2.024056613445281982e-01,-1.452201008796691895e-01,2.346562296152114868e-01,-2.324813604354858398e-01,5.694029107689857483e-02,5.972054600715637207e-01,-4.749621152877807617e-01,-2.847019731998443604e-01,8.416203409433364868e-02,1.725657880306243896e-01,1.616882979869842529e-01,-6.773094087839126587e-02,-6.368542909622192383e-01,6.365938186645507812e-01,-3.810127675533294678e-01,5.276100039482116699e-01,-1.225071474909782410e-01,-1.150419786572456360e-01,5.066671371459960938e-01,6.197670698165893555e-01,-1.934834718704223633e-01,2.218022197484970093e-01,-4.702967703342437744e-01,3.306859731674194336e-01,-3.378656506538391113e-01,6.982986927032470703e-01,-7.451348304748535156e-01,2.137831002473831177e-01,-1.766628175973892212e-01
-5.395364761352539062e-01,4.019322097301483154e-01,2.218622267246246338e-01,1.053310334682464600e-01,-3.808828592300415039e-01,3.808819055557250977e-01,-3.754844069480895996e-01,1.722934991121292114e-01,7.876433730125427246e-01,-6.089228987693786621e-01,-1.848091930150985718e-01,1.155328378081321716e-01,3.611282408237457275e-01,5.858671069145202637e-01,1.246493831276893616e-01,-5.469444394111633301e-01,6.833761930465698242e-01,-5.986782312393188477e-01,2.903921604156494141e-01,-2.559418380260467529e-01,-1.585137397050857544e-01,5.066689848899841309e-01,7.983863353729248047e-01,-4.707763791084289551e-01,3.227242827415466309e-02,-4.835156798362731934e-01,3.385693430900573730e-01,-4.925681054592132568e-01,9.144381880760192871e-01,-7.444606423377990723e-01,-1.604697257280349731e-01,-1.500342320650815964e-02
-1.349611282348632812e-01,1.997917890548706055e-02,1.049600020051002502e-01,3.444045782089233398e-01,-1.020187497138977051e+00,1.446995586156845093e-01,-3.476365208625793457e-01,4.147654771804809570e-01,6.749739050865173340e-01,-9.933927059173583984e-01,3.008315861225128174e-01,-3.781123086810112000e-02,1.327389925718307495e-01,9.899181127548217773e-01,4.873613119125366211e-01,-1.948166638612747192e-01,4.518111944198608398e-01,-4.811570346355438232e-01,3.766480088233947754e-01,-2.495725750923156738e-01,-2.285117655992507935e-02,5.367417335510253906e-01,9.539835453033447266e-01,-8.029744625091552734e-01,-1.713078916072845459e-01,-2.360399067401885986e-01,2.693535983562469482e-01,-2.553016245365142822e-01,5.874785184860229492e-01,-7.795761227607727051e-01,-6.503332406282424927e-02,3.299658000469207764e-01
