Fp1,Fp2,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T3,C3,Cz,C4,T4,TP7,CP3,CPz,CP4,TP8,T5,P3,Pz,P4,T6,O1,Oz,O2,A1,A2
-8.426748216152191162e-02,6.494455933570861816e-01,-5.957581996917724609e-01,2.555117905139923096e-01,-6.830921769142150879e-02,1.692640483379364014e-01,2.810840010643005371e-01,2.812399268150329590e-01,7.709903270006179810e-02,-8.560528606176376343e-02,1.899013072252273560e-01,3.120974302291870117e-01,-4.318920373916625977e-01,-3.067828416824340820e-01,3.630910813808441162e-01,6.406580805778503418e-01,5.201036110520362854e-02,-1.319837272167205811e-01,3.435900211334228516e-01,-5.787612199783325195e-01,5.384331345558166504e-01,4.150990247726440430e-01,-4.358590245246887207e-01,-1.922150850296020508e-01,1.010085344314575195e-01,1.087374016642570496e-01,2.956931591033935547e-01,3.179827034473419189e-01,-9.650161862373352051e-02,2.820496559143066406e-01,1.393674463033676147e-01,5.230988264083862305e-01
-9.546700119972229004e-02,3.347742557525634766e-02,-6.228875517845153809e-01,2.187110781669616699e-01,3.545663878321647644e-02,2.227215766906738281e-01,2.606381177902221680e-01,2.697712481021881104e-01,1.320929229259490967e-01,1.229160837829113007e-02,2.520048916339874268e-01,2.349040657281875610e-01,-2.012609094381332397e-01,2.287361919879913330e-01,6.091608405113220215e-01,7.656397819519042969e-01,3.056262060999870300e-02,-3.382040560245513916e-01,2.992475926876068115e-01,-6.004835367202758789e-01,5.202225446701049805e-01,5.092253684997558594e-01,-2.871022224426269531e-01,-2.774331271648406982e-01,1.558294147253036499e-01,2.807771861553192139e-01,4.449784755706787109e-01,7.401695251464843750e-01,-2.390846163034439087e-01,1.733286380767822266e-01,2.846623361110687256e-01,1.951111108064651489e-01
-2.826891243457794189e-01,-5.153448581695556641e-01,-2.985138893127441406e-01,-2.158263474702835083e-01,3.596466779708862305e-01,4.454556405544281006e-01,1.410871744155883789e-01,7.211971282958984375e-02,1.921511441469192505e-01,4.403111338615417480e-01,-1.137763559818267822e-01,7.496097683906555176e-02,-1.384510099887847900e-01,5.142941474914550781e-01,6.734969466924667358e-02,7.146111726760864258e-01,8.494097739458084106e-02,-2.007220387458801270e-01,2.677256464958190918e-01,-5.668894648551940918e-01,2.666101455688476562e-01,7.074043154716491699e-01,-1.715728342533111572e-01,-9.396991878747940063e-02,-1.200850829482078552e-01,1.433639079332351685e-01,4.079799056053161621e-01,9.554859399795532227e-01,1.480145007371902466e-01,3.540236949920654297e-01,1.186102330684661865e-01,-1.177211403846740723e-01
-4.968962073326110840e-01,-3.844743669033050537e-01,-6.993546150624752045e-03,-3.162523508071899414e-01,4.260688722133636475e-01,4.170938134193420410e-01,-1.522928625345230103e-01,-1.013326644897460938e-01,3.328984677791595459e-01,4.484174549579620361e-01,-2.848921343684196472e-02,1.373961269855499268e-01,2.995684146881103516e-01,7.566156983375549316e-01,5.475093796849250793e-02,6.685519218444824219e-01,-2.691371738910675049e-02,-2.150933742523193359e-01,6.232020910829305649e-03,-9.335520863533020020e-01,-1.868978288257494569e-04,6.098588705062866211e-01,1.702373325824737549e-01,3.564208149909973145e-01,-2.374987453222274780e-01,2.400684356689453125e-01,5.571721196174621582e-01,8.984358310699462891e-01,1.749037057161331177e-01,5.524405837059020996e-01,-4.421716332435607910e-01,-5.354830622673034668e-01
-7.374632954597473145e-01,-1.255423575639724731e-01,1.254561096429824829e-01,-4.170676171779632568e-01,3.316584825515747070e-01,1.733608096837997437e-01,-1.986532807350158691e-01,-3.381193876266479492e-01,1.908567696809768677e-01,2.542337179183959961e-01,-3.918375819921493530e-02,1.258046180009841919e-01,5.088350772857666016e-01,5.748269557952880859e-01,1.409284621477127075e-01,5.439528822898864746e-01,1.990940272808074951e-01,2.506734430789947510e-01,-8.462134003639221191e-02,-9.672011733055114746e-01,-1.161730960011482239e-01,6.206683516502380371e-01,1.183054298162460327e-01,1.745074987411499023e-01,-4.522356092929840088e-01,2.428733110427856445e-01,5.018129348754882812e-01,7.229365110397338867e-01,5.430670976638793945e-01,9.681271314620971680e-01,-6.341319084167480469e-01,-8.711086511611938477e-01
-6.310606002807617188e-01,-3.397618532180786133e-01,-9.256186336278915405e-02,-5.343150496482849121e-01,2.954126000404357910e-01,6.590916216373443604e-02,-1.860385388135910034e-01,-5.023046731948852539e-01,-8.898529410362243652e-02,1.252118945121765137e-01,-9.271185100078582764e-02,5.345227122306823730e-01,1.758417785167694092e-01,8.572593331336975098e-01,1.309433579444885254e-01,3.859245181083679199e-01,2.292054891586303711e-01,4.858861565589904785e-01,-1.967613995075225830e-01,-7.131856679916381836e-01,8.154717087745666504e-02,5.335568785667419434e-01,2.104023098945617676e-02,5.412782430648803711e-01,-2.837820351123809814e-01,5.140784978866577148e-01,1.288205236196517944e-01,3.859505951404571533e-01,6.208799481391906738e-01,6.008200645446777344e-01,-7.604767680168151855e-01,-5.862345099449157715e-01
-4.611983895301818848e-01,-2.893649935722351074e-01,-1.286837011575698853e-01,-5.806503295898437500e-01,4.336650371551513672e-01,-2.012277990579605103e-01,3.533239662647247314e-01,-2.837159931659698486e-01,-2.845931351184844971e-01,-1.027750298380851746e-01,-3.015195727348327637e-01,3.344926238059997559e-01,-1.133457422256469727e-01,6.585530638694763184e-01,-1.782255768775939941e-01,-1.356933563947677612e-01,-7.226144522428512573e-02,1.078319907188415527e+00,-5.611345171928405762e-01,-2.673707306385040283e-01,3.211789131164550781e-01,3.133387863636016846e-01,6.608164906501770020e-01,2.883514165878295898e-01,-7.592029124498367310e-02,5.568780303001403809e-01,-6.983900908380746841e-03,3.421744406223297119e-01,7.723519802093505859e-01,2.758914530277252197e-01,-6.297966837882995605e-01,-6.808356642723083496e-01
-6.370170414447784424e-02,-2.489858716726303101e-01,-2.436983138322830200e-01,-9.804959297180175781e-01,2.994099855422973633e-01,-1.366174668073654175e-01,5.137556195259094238e-01,-3.478064537048339844e-01,-1.423793882131576538e-01,1.003644168376922607e-01,-2.895199656486511230e-01,2.330525815486907959e-01,-2.732291221618652344e-01,7.070235013961791992e-01,-2.055145334452390671e-03,-2.319263964891433716e-01,-2.635843157768249512e-01,1.285066008567810059e+00,-7.525211572647094727e-01,4.304206371307373047e-02,4.379041492938995361e-01,8.069844543933868408e-02,9.603382945060729980e-01,1.778388172388076782e-01,2.230589687824249268e-01,6.581713557243347168e-01,-3.978260979056358337e-02,1.365180611610412598e-01,6.135683655738830566e-01,-1.552251130342483521e-01,-2.467919886112213135e-01,-5.664542913436889648e-01
7.831951603293418884e-03,-5.222967863082885742e-01,1.052519977092742920e-01,-1.027695775032043457e+00,3.468333277851343155e-03,-1.801914423704147339e-01,5.114359855651855469e-01,-3.707801699638366699e-01,8.777223527431488037e-02,1.845920085906982422e-01,-5.187363624572753906e-01,2.225000560283660889e-01,-7.114745378494262695e-01,6.810546517372131348e-01,1.049513295292854309e-01,2.578052319586277008e-02,-3.793793320655822754e-01,1.014101862907409668e+00,-5.200216770172119141e-01,9.392235428094863892e-02,4.967445731163024902e-01,-1.366538256406784058e-01,1.056008458137512207e+00,-7.590558379888534546e-02,3.751891851425170898e-01,5.066412687301635742e-01,-2.094227075576782227e-02,-1.167980879545211792e-01,5.526434183120727539e-01,-4.268009066581726074e-01,5.041677504777908325e-02,-4.551514983177185059e-01
-4.015618562698364258e-02,-3.183717429637908936e-01,-2.292200326919555664e-01,-6.929926872253417969e-01,-4.856415092945098877e-01,-6.928367614746093750e-01,2.846355140209197998e-01,-4.889741539955139160e-01,3.413402736186981201e-01,3.852056711912155151e-02,-5.005568265914916992e-01,5.217990875244140625e-01,-5.300179123878479004e-01,3.451076149940490723e-01,-5.069955438375473022e-02,-3.990983366966247559e-01,-3.876396715641021729e-01,5.663140416145324707e-01,-1.137964203953742981e-01,4.881719648838043213e-01,5.485404729843139648e-01,-5.665017366409301758e-01,7.472227215766906738e-01,-2.366245351731777191e-02,2.182930409908294678e-01,3.484647274017333984e-01,-2.458616793155670166e-01,-1.825598627328872681e-01,4.572789669036865234e-01,-4.782882034778594971e-01,7.144990563392639160e-02,-3.760904073715209961e-01
