Fp1,Fp2,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T3,C3,Cz,C4,T4,TP7,CP3,CPz,CP4,TP8,T5,P3,Pz,P4,T6,O1,Oz,O2,A1,A2
-9.377146512269973755e-02,4.918683171272277832e-01,8.071695566177368164e-01,-1.149708852171897888e-01,-2.515128813683986664e-02,-5.671620965003967285e-01,9.360937476158142090e-01,-3.062071502208709717e-01,-7.375356554985046387e-02,5.694856643676757812e-01,7.087553292512893677e-02,6.385141611099243164e-01,2.584965825080871582e-01,8.918110132217407227e-01,2.472579479217529297e-02,-3.184945881366729736e-01,1.540642976760864258e-01,4.009381532669067383e-01,-3.835761845111846924e-01,1.025683760643005371e+00,-4.785042703151702881e-01,-6.585625559091567993e-02,2.151703387498855591e-01,-1.974733918905258179e-02,-3.168643712997436523e-01,4.367087483406066895e-01,2.936269938945770264e-01,1.693936586380004883e-01,-2.090998142957687378e-01,-6.314339041709899902e-01,9.786114096641540527e-02,3.772172704339027405e-02
3.185994625091552734e-01,2.459867000579833984e-01,2.989885807037353516e-01,-2.517079114913940430e-01,-3.214078545570373535e-01,-7.318946719169616699e-01,3.905387222766876221e-01,-4.058828055858612061e-01,-1.752340942621231079e-01,3.651512265205383301e-01,1.234621927142143250e-01,3.951821625232696533e-01,3.403813242912292480e-01,9.146302342414855957e-01,-2.435125596821308136e-02,-3.599534034729003906e-01,-2.767688333988189697e-01,5.804265141487121582e-01,-7.816449403762817383e-01,8.360313177108764648e-01,-5.453351140022277832e-01,-2.456720769405364990e-01,4.293442368507385254e-01,-1.430275738239288330e-01,-3.311045169830322266e-01,2.011394947767257690e-01,1.800197064876556396e-01,3.107194900512695312e-01,-3.508006334304809570e-01,-5.759073495864868164e-01,3.180446922779083252e-01,5.004213452339172363e-01
1.810001581907272339e-02,1.548802703619003296e-01,1.748093217611312866e-01,-4.353796541690826416e-01,-4.625208377838134766e-01,-3.703470826148986816e-01,4.130133092403411865e-01,-2.191490679979324341e-02,9.062404744327068329e-03,-4.195192828774452209e-02,-5.985074862837791443e-02,2.020995318889617920e-01,3.299681246280670166e-01,6.449967622756958008e-01,3.035282157361507416e-02,-3.117502927780151367e-01,-4.788605868816375732e-01,3.481613099575042725e-01,-5.201982855796813965e-01,2.582529783248901367e-01,-3.225384652614593506e-01,-4.815962314605712891e-01,7.075474411249160767e-02,-1.023520976305007935e-01,-2.904111444950103760e-01,4.141986370086669922e-01,1.231822818517684937e-01,1.772266030311584473e-01,-3.812364339828491211e-01,-5.540932416915893555e-01,4.302170574665069580e-01,3.719784617424011230e-01
1.731991022825241089e-01,-2.765231430530548096e-01,7.507019490003585815e-02,-2.095957249402999878e-01,-7.795518040657043457e-01,4.792164638638496399e-02,1.194802001118659973e-01,2.898418307304382324e-01,2.786836922168731689e-01,-1.356833130121231079e-01,-1.490913927555084229e-01,2.262834012508392334e-01,2.289149463176727295e-01,4.564430713653564453e-01,-2.929572761058807373e-01,-2.871534228324890137e-02,-5.684193372726440430e-01,3.409550786018371582e-01,-2.633837163448333740e-01,3.825927153229713440e-02,-5.633580088615417480e-01,-2.990881800651550293e-01,9.619736671447753906e-02,-1.659223139286041260e-01,-8.409704267978668213e-02,3.484113514423370361e-01,3.076505288481712341e-02,1.954661011695861816e-01,2.115808576345443726e-01,-3.738256692886352539e-01,7.721568346023559570e-01,3.887984752655029297e-01
1.734142452478408813e-01,-2.536969780921936035e-01,-1.003190502524375916e-01,-5.039128065109252930e-01,-8.418403267860412598e-01,8.696250617504119873e-02,-5.826005712151527405e-03,3.838785588741302490e-01,-3.513579431455582380e-04,-2.065389454364776611e-01,-5.512671470642089844e-01,3.941363990306854248e-01,5.112635493278503418e-01,-3.382884338498115540e-02,-4.216454327106475830e-01,1.351718902587890625e-01,-6.004312038421630859e-01,2.302650809288024902e-01,-3.839679658412933350e-01,-1.988054215908050537e-01,-1.559849828481674194e-01,-1.917905360460281372e-01,-1.395690590143203735e-01,-1.854193210601806641e-02,1.317167729139328003e-01,9.828156977891921997e-02,-2.488210350275039673e-01,2.240212708711624146e-01,7.011278867721557617e-01,-3.719618320465087891e-01,9.616875648498535156e-01,3.230332136154174805e-01
4.484994709491729736e-01,-5.263016223907470703e-01,-2.235062867403030396e-01,-3.384147286415100098e-01,-4.545511603355407715e-01,3.634639382362365723e-01,2.908535301685333252e-02,1.969665437936782837e-01,-1.147248521447181702e-01,-2.725798487663269043e-01,-5.972324013710021973e-01,-1.367992348968982697e-02,2.283947020769119263e-01,-4.682813584804534912e-02,-4.723072350025177002e-01,2.760666608810424805e-01,-5.922717452049255371e-01,4.210725426673889160e-01,-1.217783465981483459e-01,-2.148861885070800781e-01,7.668533921241760254e-02,-3.657680749893188477e-01,2.752708643674850464e-02,9.742485731840133667e-02,4.018195271492004395e-01,8.167820423841476440e-02,3.114598691463470459e-01,-1.391056180000305176e-01,6.274073719978332520e-01,-2.547851204872131348e-01,7.166030406951904297e-01,1.384074836969375610e-01
5.454300045967102051e-01,-1.002455830574035645e+00,-3.513794839382171631e-01,-2.109162956476211548e-01,-2.879909873008728027e-01,2.784031629562377930e-01,-4.096852540969848633e-01,6.207778677344322205e-02,-2.292745709419250488e-01,-2.077914215624332428e-02,-6.590800881385803223e-01,-2.858785092830657959e-01,3.010734915733337402e-01,1.372383832931518555e-01,-1.902329623699188232e-01,1.178049370646476746e-01,-4.577305018901824951e-01,3.540277183055877686e-01,-1.268300861120223999e-01,-2.701892256736755371e-01,7.707089930772781372e-02,-2.827376425266265869e-01,-4.054751247167587280e-02,-1.954345107078552246e-01,4.545401930809020996e-01,9.342761337757110596e-02,1.766628585755825043e-02,6.661235541105270386e-02,1.000125408172607422e+00,6.112664937973022461e-02,4.826027452945709229e-01,-2.810450196266174316e-01
1.626093089580535889e-01,-5.509768724441528320e-01,2.146002203226089478e-01,1.087302789092063904e-01,-1.035169959068298340e-01,-4.274548962712287903e-03,-2.376446872949600220e-01,-5.168020725250244141e-01,-4.177290797233581543e-01,2.733484208583831787e-01,-3.058965206146240234e-01,-4.118338972330093384e-02,1.107932776212692261e-01,2.771039903163909912e-01,1.975753530859947205e-02,3.751097917556762695e-01,-4.105407595634460449e-01,1.894281059503555298e-02,-1.230637207627296448e-01,-3.170893490314483643e-01,3.844238817691802979e-01,6.929574161767959595e-02,-1.472040265798568726e-01,-1.146070752292871475e-02,4.203922152519226074e-01,-2.084392756223678589e-01,4.155997335910797119e-01,-1.261911541223526001e-01,9.265354871749877930e-01,2.731053391471505165e-03,1.780579388141632080e-01,-6.584559679031372070e-01
-2.178507149219512939e-01,-3.650226294994354248e-01,4.301971197128295898e-01,5.297321453690528870e-02,2.399306744337081909e-01,-2.566420659422874451e-02,-3.155185608193278313e-03,-5.631003379821777344e-01,-1.830248981714248657e-01,2.406838536262512207e-01,4.452772438526153564e-02,-7.808293402194976807e-02,-4.651676118373870850e-02,6.033145785331726074e-01,1.581407636404037476e-01,6.048244237899780273e-01,-1.968973875045776367e-01,1.184325367212295532e-01,-5.789072439074516296e-02,-2.033534348011016846e-01,7.248837947845458984e-01,2.141891270875930786e-01,3.953634575009346008e-02,4.232688844203948975e-01,8.947764337062835693e-02,-5.085839629173278809e-01,6.492980122566223145e-01,-3.714904785156250000e-01,4.805540740489959717e-01,-1.018968820571899414e-01,-1.169837489724159241e-01,-8.528773784637451172e-01
-5.595999360084533691e-01,-2.211697697639465332e-01,2.546818852424621582e-01,2.842842638492584229e-01,-2.877576947212219238e-01,7.370171695947647095e-02,9.829129278659820557e-02,-5.913015604019165039e-01,3.217853978276252747e-02,2.350889593362808228e-01,2.727707326412200928e-01,1.796284317970275879e-01,-1.410463154315948486e-01,4.488960802555084229e-01,2.744116485118865967e-01,7.866821289062500000e-01,3.870053915306925774e-03,1.521009057760238647e-01,-2.486023120582103729e-02,-1.445140093564987183e-01,1.002897143363952637e+00,3.680688142776489258e-01,4.497278109192848206e-02,4.585995972156524658e-01,-9.875667840242385864e-02,-1.466610003262758255e-02,8.993334174156188965e-01,-6.872649192810058594e-01,2.506628930568695068e-01,-2.258947491645812988e-01,-1.219545677304267883e-01,-7.810540795326232910e-01
