Fp1,Fp2,F7,F3,Fz,F4,F8,FT7,FC3,FCz,FC4,FT8,T3,C3,Cz,C4,T4,TP7,CP3,CPz,CP4,TP8,T5,P3,Pz,P4,T6,O1,Oz,O2,A1,A2
-2.053344994783401489e-01,4.101417064666748047e-01,-5.664531588554382324e-01,-8.643729984760284424e-02,3.070842027664184570e-01,2.440283447504043579e-02,-2.809008061885833740e-01,-1.508093029260635376e-01,3.445988893508911133e-01,-1.661358624696731567e-01,8.484300971031188965e-01,6.033642888069152832e-01,2.928310632705688477e-01,1.069567680358886719e+00,-1.919771283864974976e-01,5.161213278770446777e-01,1.059239029884338379e+00,-3.328528404235839844e-01,-1.947294622659683228e-01,-7.708159089088439941e-02,-3.360086679458618164e-02,-1.021304801106452942e-01,-2.187536656856536865e-01,8.869994282722473145e-01,-8.814529865048825741e-04,2.383146584033966064e-01,-6.224177479743957520e-01,-4.925667643547058105e-01,4.810982048511505127e-01,8.399891853332519531e-01,4.801886975765228271e-01,1.121095865964889526e-01
3.806136846542358398e-01,1.732094958424568176e-02,-5.929919481277465820e-01,2.225621938705444336e-01,2.139896452426910400e-01,-4.750521853566169739e-02,-4.087209105491638184e-01,-2.487791925668716431e-01,6.437702775001525879e-01,-3.543404638767242432e-01,6.915683746337890625e-01,3.988260030746459961e-01,2.658363878726959229e-01,5.922725796699523926e-01,-4.741635024547576904e-01,2.048839479684829712e-01,6.994266510009765625e-01,-1.685635596513748169e-01,1.631287038326263428e-01,-6.732089072465896606e-02,-2.389640212059020996e-01,7.183531671762466431e-02,2.536658383905887604e-02,4.338948726654052734e-01,9.941472858190536499e-02,3.248773813247680664e-01,-8.572667241096496582e-01,-1.435218006372451782e-01,4.328708946704864502e-01,6.443714499473571777e-01,2.238903045654296875e-01,6.686230003833770752e-02
4.392492175102233887e-01,-3.704679310321807861e-01,-1.013389706611633301e+00,2.892098426818847656e-01,5.294361710548400879e-01,5.427163243293762207e-01,-3.832904398441314697e-01,-2.626314163208007812e-01,4.110032916069030762e-01,-3.049796819686889648e-01,2.893774807453155518e-01,4.068831503391265869e-01,-9.018222987651824951e-02,4.683635532855987549e-01,-4.800684154033660889e-01,7.008555531501770020e-02,2.493270784616470337e-01,2.746623456478118896e-01,1.138522848486900330e-01,-2.728652656078338623e-01,-1.734803467988967896e-01,2.454673349857330322e-01,1.020456627011299133e-01,7.465839385986328125e-02,-3.606104850769042969e-02,9.609757661819458008e-01,-4.600351750850677490e-01,-3.587977588176727295e-01,3.569900393486022949e-01,4.350790679454803467e-01,-3.019238114356994629e-01,-2.059461474418640137e-01
6.517148613929748535e-01,-5.845522284507751465e-01,-6.806368231773376465e-01,-7.754544168710708618e-02,7.672713398933410645e-01,8.022586703300476074e-01,1.819152534008026123e-01,-3.967149853706359863e-01,2.556512877345085144e-02,-2.769361436367034912e-01,6.194235011935234070e-02,4.889557659626007080e-01,-3.432384431362152100e-01,2.284570187330245972e-01,-3.140808343887329102e-01,-1.281293034553527832e-01,-1.922344416379928589e-01,5.641822144389152527e-02,1.821639388799667358e-01,-6.755442917346954346e-02,-1.147596985101699829e-01,2.181102037429809570e-01,1.250006556510925293e-01,4.144411981105804443e-01,-8.659454993903636932e-03,1.119447112083435059e+00,-2.327836602926254272e-01,-1.602564156055450439e-01,8.307318687438964844e-01,5.730693228542804718e-03,-1.570296436548233032e-01,-6.386035680770874023e-01
3.180216550827026367e-01,-6.364377737045288086e-01,-6.639593243598937988e-01,-2.141392081975936890e-01,5.254608988761901855e-01,9.174482226371765137e-01,5.855186581611633301e-01,-7.304452657699584961e-01,5.061528459191322327e-02,-1.048321276903152466e-01,1.127420216798782349e-01,6.209859251976013184e-01,-5.908314585685729980e-01,3.035660088062286377e-01,-1.109679639339447021e-01,-4.138050600886344910e-02,-3.348340094089508057e-01,-1.357761323451995850e-01,6.793904304504394531e-01,8.233702182769775391e-02,-1.457463204860687256e-01,9.508627653121948242e-02,6.032988429069519043e-02,7.350754737854003906e-01,1.257205009460449219e-01,8.905286788940429688e-01,-5.590789318084716797e-01,9.299809485673904419e-02,7.950527667999267578e-01,-1.995441168546676636e-01,-4.165380820631980896e-02,-7.123538851737976074e-01
8.041764795780181885e-02,-6.402256488800048828e-01,-4.041295349597930908e-01,8.511552959680557251e-02,3.587232232093811035e-01,3.416900336742401123e-01,7.509642839431762695e-01,-7.932412624359130859e-01,5.058864876627922058e-02,-9.262350387871265411e-03,1.804955005645751953e-01,8.626126646995544434e-01,-2.558020651340484619e-01,4.707868099212646484e-01,-1.756239566020667553e-03,6.536828726530075073e-02,-2.989130914211273193e-01,-2.085686773061752319e-01,5.149374604225158691e-01,8.024577796459197998e-02,5.978994965553283691e-01,-1.909628510475158691e-02,5.313494801521301270e-01,4.774476885795593262e-01,-1.457120180130004883e-01,4.597726464271545410e-01,-7.100323438644409180e-01,-1.810140758752822876e-01,8.392761945724487305e-01,1.008115857839584351e-01,-1.064099296927452087e-01,-5.132055878639221191e-01
1.238551288843154907e-01,-4.248796999454498291e-01,-2.121030241250991821e-01,1.143367681652307510e-02,8.622251451015472412e-02,1.304311156272888184e-01,7.471776008605957031e-01,-5.950503945350646973e-01,2.055500000715255737e-01,4.975412786006927490e-01,1.224471479654312134e-01,7.605669498443603516e-01,-1.056352183222770691e-01,4.339233636856079102e-01,5.383017659187316895e-01,6.820950657129287720e-02,-3.577597141265869141e-01,-2.316155284643173218e-01,1.766240596771240234e-01,-3.190408349037170410e-01,7.425809502601623535e-01,-4.669893980026245117e-01,7.138530015945434570e-01,2.771671712398529053e-01,-5.610316395759582520e-01,4.128773510456085205e-01,-7.146106958389282227e-01,-1.568136960268020630e-01,5.999488234519958496e-01,2.526003718376159668e-01,-2.670151293277740479e-01,6.030745059251785278e-02
4.636711776256561279e-01,-2.840658724308013916e-01,-2.235199660062789917e-01,1.339629143476486206e-01,-1.372192054986953735e-01,1.753435283899307251e-01,6.000947356224060059e-01,-2.003627419471740723e-01,3.389663398265838623e-01,3.846914172172546387e-01,-2.038636505603790283e-01,4.792231619358062744e-01,1.109425872564315796e-01,7.599328160285949707e-01,4.900265634059906006e-01,2.770815193653106689e-01,-1.478980779647827148e-01,-7.303419709205627441e-02,1.560334563255310059e-01,-2.050037533044815063e-01,3.653445243835449219e-01,-4.803253114223480225e-01,7.467039227485656738e-01,-1.249786987900733948e-01,-8.234506249427795410e-01,2.845544219017028809e-01,-5.003215074539184570e-01,3.070895373821258545e-01,2.218231558799743652e-01,4.001195728778839111e-02,-5.073552727699279785e-01,1.478940099477767944e-01
4.407393932342529297e-01,-6.973112225532531738e-01,-5.713725686073303223e-01,-9.584733634255826473e-04,-1.931450664997100830e-01,3.679836690425872803e-01,2.552874386310577393e-01,-5.324199199676513672e-01,4.774187505245208740e-01,1.593993157148361206e-01,-4.337657988071441650e-01,3.536142408847808838e-01,5.332986712455749512e-01,3.054493963718414307e-01,3.377813696861267090e-01,-5.300554037094116211e-01,-3.040688931941986084e-01,3.562537133693695068e-01,4.582484662532806396e-01,-5.833921432495117188e-01,4.175887107849121094e-01,-1.281891763210296631e-01,5.269318222999572754e-01,-4.209144115447998047e-01,-6.558247804641723633e-01,2.322217524051666260e-01,-3.128623068332672119e-01,6.238030195236206055e-01,-9.973571449518203735e-02,-3.604429215192794800e-02,-5.848424434661865234e-01,-4.195467010140419006e-02
4.374012351036071777e-01,-7.645066976547241211e-01,-6.732687354087829590e-01,-6.837225053459405899e-03,7.966906577348709106e-02,1.197850033640861511e-01,5.200093984603881836e-01,-9.105305075645446777e-01,4.609664529561996460e-02,7.045194506645202637e-02,-6.675195693969726562e-01,1.293623149394989014e-01,3.716434240341186523e-01,6.735035777091979980e-02,4.746048450469970703e-01,-7.481799721717834473e-01,-8.895942568778991699e-01,7.035938501358032227e-01,6.498734354972839355e-01,-7.109847664833068848e-01,5.849622488021850586e-01,-1.333228349685668945e-01,6.274988055229187012e-01,-5.254218578338623047e-01,-2.957822680473327637e-01,1.278392225503921509e-01,-4.829574003815650940e-02,9.358300566673278809e-01,-2.379687577486038208e-01,-1.441839039325714111e-01,-1.025555133819580078e+00,-9.890887886285781860e-02
